date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,142032000.0,-89929000.0,50627000.0,-120963000.0,-140936000.0,205102000.0,8000000.0,-28550000.0,-66996000.0,41158000.0,-30103000.0,79802000.0,-31618000.0,-66938000.0,90414000.0,100377000.0,-286169000.0,228627000.0,-62871000.0
,cashAtEndOfPeriod,180967000.0,38935000.0,128864000.0,78237000.0,199200000.0,340136000.0,135034000.0,127034000.0,155584000.0,222580000.0,181422000.0,211525000.0,131723000.0,163341000.0,230279000.0,139865000.0,39488000.0,325657000.0,97030000.0
,cashAtBeginningOfPeriod,38935000.0,128864000.0,78237000.0,199200000.0,340136000.0,135034000.0,127034000.0,155584000.0,222580000.0,181422000.0,211525000.0,131723000.0,163341000.0,230279000.0,139865000.0,39488000.0,325657000.0,97030000.0,159901000.0
,operatingCashFlow,19821000.0,39923000.0,45095000.0,38530000.0,39177000.0,20502000.0,26007000.0,29923000.0,37357000.0,28789000.0,12729000.0,20156000.0,16248000.0,12556000.0,15137000.0,19634000.0,14603000.0,9370000.0,21158000.0
,capitalExpenditure,-5960000.0,714000.0,2492000.0,1026000.0,2225000.0,-2052000.0,-3560000.0,-1042000.0,-1797000.0,-1661000.0,-1258000.0,-2328000.0,-1437000.0,-1359000.0,-2862000.0,-9877000.0,-8079000.0,-3714000.0,-4426000.0
,freeCashFlow,13861000.0,33786000.0,36827000.0,34495000.0,36984000.0,18450000.0,22447000.0,28881000.0,35560000.0,27128000.0,11471000.0,17828000.0,14811000.0,11197000.0,12275000.0,9757000.0,6524000.0,5656000.0,16732000.0
