date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2008-12-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2005-01-01_FY,2003-12-27_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,2000-01-01_FY,1999-01-02_FY,1997-12-27_FY,1996-12-28_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,otherInvestingActivites,0.0,206100000.0,387100000.0,-227500000.0,0.0,225200000.0,333000000.0,755000000.0,170200000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19100000.0,-10200000.0,5600000.0,7000000.0,7600000.0,7100000.0
,netCashUsedForInvestingActivites,-554000000.0,-251000000.0,-232500000.0,-543300000.0,-435400000.0,-142900000.0,-170400000.0,339400000.0,-160000000.0,-104200000.0,-107800000.0,-105800000.0,-293500000.0,-1543200000.0,-154900000.0,-167600000.0,-216900000.0,-165600000.0,-575400000.0,-268300000.0,-315500000.0,-383900000.0,-217500000.0,-189000000.0,-177600000.0,-112700000.0,-157300000.0,-90100000.0,-54300000.0,-102000000.0,-141900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-270000000.0,-13300000.0,71200000.0,-164600000.0,-2700000.0,91000000.0,-128100000.0,433400000.0,-44100000.0,-1500000.0,-341000000.0,-108000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-237700000.0,-392900000.0,-129700000.0,-262400000.0,-128300000.0,-321300000.0,-238700000.0,-225000000.0,-13500000.0,-106200000.0,600000.0,-7100000.0,-25100000.0,-103600000.0,-40900000.0,18400000.0,5200000.0,11700000.0,-500000.0,-114700000.0,-105000000.0,-171900000.0,-86000000.0,-109300000.0,-35100000.0,-105700000.0,-82900000.0,-74000000.0,-20800000.0,0.0
,dividendsPaid,-196000000.0,-189700000.0,-175000000.0,-155500000.0,-142500000.0,-133100000.0,-125100000.0,-112000000.0,-110400000.0,-106500000.0,-88700000.0,-134900000.0,-175000000.0,-171800000.0,-171800000.0,-168700000.0,-164600000.0,-160200000.0,-148500000.0,-135400000.0,-123700000.0,-112000000.0,-101800000.0,-86800000.0,-68100000.0,-59100000.0,-55100000.0,-52100000.0,-49600000.0,-47100000.0,-41100000.0
,otherFinancingActivites,0.0,-29600000.0,288600000.0,365900000.0,-4500000.0,-92900000.0,285200000.0,-584100000.0,92100000.0,-7500000.0,0.0,0.0,0.0,0.0,0.0,18500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10200000.0,15000000.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-207000000.0,-470300000.0,-208100000.0,-83900000.0,-106200000.0,-367300000.0,-323500000.0,-546200000.0,-297600000.0,-271500000.0,-391500000.0,-432700000.0,-208500000.0,1055400000.0,-397800000.0,-260500000.0,-247100000.0,-166700000.0,57000000.0,-99100000.0,-89000000.0,-62400000.0,-190600000.0,-179600000.0,-149600000.0,-51400000.0,-110600000.0,-146900000.0,-114900000.0,-129300000.0,31500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-3500000.0,-9700000.0,10800000.0,-7400000.0,-11900000.0,-4900000.0,2900000.0,1600000.0,3500000.0,2000000.0,2100000.0,-3700000.0,1400000.0,1900000.0,200000.0,2400000.0,4100000.0,-700000.0,-400000.0,-900000.0,-500000.0,500000.0,-300000.0,0.0,100000.0,200000.0,-300000.0,0.0,-400000.0,300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-1000000.0,21700000.0,7600000.0,29300000.0,36300000.0,-48400000.0,-124600000.0,116200000.0,57400000.0,50500000.0,-10600000.0,32600000.0,34000000.0,13000000.0,-40000000.0,13700000.0,55300000.0,6700000.0,3700000.0,7700000.0,4500000.0,-11600000.0,15200000.0,-500000.0,-23200000.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,252000000.0,253700000.0,232000000.0,224400000.0,195100000.0,178600000.0,227000000.0,351600000.0,235400000.0,178000000.0,127500000.0,138100000.0,105500000.0,71500000.0,58500000.0,98500000.0,84800000.0,29500000.0,22800000.0,19100000.0,11400000.0,6900000.0,18500000.0,3300000.0,3800000.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,253000000.0,232000000.0,224400000.0,195100000.0,158800000.0,227000000.0,351600000.0,235400000.0,178000000.0,127500000.0,138100000.0,105500000.0,71500000.0,58500000.0,98500000.0,84800000.0,29500000.0,22800000.0,19100000.0,11400000.0,6900000.0,18500000.0,3300000.0,3800000.0,27000000.0,3100000.0,5800000.0,3900000.0,5300000.0,6500000.0,26900000.0
,operatingCashFlow,751000000.0,746500000.0,457900000.0,645700000.0,585300000.0,473700000.0,374200000.0,320100000.0,513400000.0,422700000.0,486700000.0,569000000.0,539700000.0,499400000.0,510800000.0,441600000.0,516900000.0,334900000.0,522800000.0,375500000.0,409900000.0,435200000.0,422800000.0,368400000.0,304000000.0,187900000.0,265000000.0,239200000.0,167800000.0,230500000.0,89700000.0
,capitalExpenditure,-201000000.0,-219400000.0,-226700000.0,-190500000.0,-206600000.0,-135800000.0,-147900000.0,-129200000.0,-95000000.0,-131000000.0,-83000000.0,-72000000.0,-191600000.0,-254800000.0,-195300000.0,-188300000.0,-200700000.0,-224200000.0,-171900000.0,-185700000.0,-198300000.0,-177700000.0,-159700000.0,-177300000.0,-187600000.0,-190300000.0,-163300000.0,-100600000.0,-87800000.0,-122500000.0,-149000000.0
,freeCashFlow,550000000.0,489300000.0,201300000.0,419600000.0,378700000.0,322200000.0,199200000.0,138700000.0,359300000.0,291700000.0,378100000.0,466200000.0,348100000.0,244600000.0,315500000.0,253300000.0,316200000.0,110700000.0,350900000.0,189800000.0,211600000.0,257500000.0,263100000.0,191100000.0,116400000.0,-2400000.0,101700000.0,138600000.0,80000000.0,108000000.0,-59300000.0
