date,,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,netCashUsedProvidedByFinancingActivities,-163813000.0,52982000.0,-980901000.0,1705636000.0,-87250000.0,108370000.0,808027000.0,215493000.0,-201617000.0,55605000.0,228654000.0,81883000.0,-28616000.0,-93121000.0,-60335000.0,-49555000.0,-48193000.0,-34681000.0,-5000000.0,-282116000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,23193000.0,38303000.0,-65430000.0,128216000.0,-14035000.0,8446000.0,24393000.0,865000.0,-124492000.0,107918000.0,12020000.0,-62563000.0,14292000.0,2604000.0,-177546000.0,53271000.0,35645000.0,36292000.0,113799000.0,-21076000.0
,cashAtEndOfPeriod,160254000.0,137061000.0,98758000.0,164188000.0,35972000.0,50007000.0,41561000.0,17168000.0,16303000.0,140795000.0,32877000.0,20857000.0,83420000.0,69128000.0,66524000.0,244070000.0,190799000.0,184642000.0,148350000.0,34551000.0
,cashAtBeginningOfPeriod,137061000.0,98758000.0,164188000.0,35972000.0,50007000.0,41561000.0,17168000.0,16303000.0,140795000.0,32877000.0,20857000.0,83420000.0,69128000.0,66524000.0,244070000.0,190799000.0,155154000.0,148350000.0,34551000.0,55627000.0
,operatingCashFlow,75695000.0,184962000.0,163262000.0,105471000.0,199412000.0,262562000.0,153706000.0,209988000.0,233720000.0,183079000.0,163383000.0,129984000.0,263133000.0,268129000.0,120673000.0,248679000.0,142764000.0,185540000.0,231387000.0,323196000.0
,capitalExpenditure,-69806000.0,-96052000.0,-121931000.0,-91081000.0,-100908000.0,-115175000.0,-132903000.0,0.0,0.0,-148677000.0,-186488000.0,-151074000.0,-126063000.0,-92388000.0,-84096000.0,-84071000.0,-79395000.0,-79988000.0,-111493000.0,-267288000.0
,freeCashFlow,5889000.0,88910000.0,41331000.0,14390000.0,98504000.0,147387000.0,20803000.0,209988000.0,233720000.0,34402000.0,-23105000.0,-21090000.0,137070000.0,175741000.0,36577000.0,164608000.0,63369000.0,105552000.0,119894000.0,55908000.0
