date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,commonStockIssued,412000000.0,10000000.0,42000000.0,163000000.0,192000000.0,107000000.0,38000000.0,74000000.0,90000000.0,110000000.0,16000000.0,89000000.0,49000000.0,241000000.0,47000000.0,35000000.0,0.0,2675000000.0,0.0,0.0,244000000.0,0.0
,commonStockRepurchased,-3048000000.0,0.0,-250000000.0,-251000000.0,-2909000000.0,-1879000000.0,-1003000000.0,0.0,0.0,0.0,-166000000.0,0.0,-621000000.0,-199000000.0,0.0,0.0,-36000000.0,0.0,0.0,-1393000000.0,0.0,0.0
,dividendsPaid,-1736000000.0,-1675000000.0,-1717000000.0,-1635000000.0,0.0,-1357000000.0,-1841000000.0,-1667000000.0,-1626000000.0,-1569000000.0,-1305000000.0,-1220000000.0,-1060000000.0,-449000000.0,-203000000.0,0.0,0.0,0.0,0.0,-502000000.0,-531000000.0,-503000000.0
,otherFinancingActivites,-131000000.0,-77000000.0,-121000000.0,-133000000.0,-149000000.0,-221000000.0,-175000000.0,-165000000.0,-154000000.0,-203000000.0,-907000000.0,8000000.0,-149000000.0,-162000000.0,11000000.0,-99000000.0,-17000000.0,-56000000.0,3000000.0,-67000000.0,-61000000.0,-159000000.0
,netCashUsedProvidedByFinancingActivities,-8175000000.0,-1383000000.0,-789000000.0,-1735000000.0,-3355000000.0,-3380000000.0,-3024000000.0,-3856000000.0,3762000000.0,-1208000000.0,-2530000000.0,-1301000000.0,-2119000000.0,-625000000.0,-392000000.0,-896000000.0,-2805000000.0,1591000000.0,-2812000000.0,677000000.0,-392000000.0,-1187000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,79000000.0,-28000000.0,-131000000.0,268000000.0,-104000000.0,-342000000.0,-278000000.0,66000000.0,90000000.0,-229000000.0,-142000000.0,214000000.0,-230000000.0,275000000.0,184000000.0,-259000000.0,74000000.0,149000000.0,141000000.0,-72000000.0,-84000000.0,-100000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,357000000.0,99000000.0,-1081000000.0,882000000.0,-921000000.0,-878000000.0,-578000000.0,-854000000.0,2056000000.0,-1078000000.0,-1222000000.0,720000000.0,1749000000.0,452000000.0,1041000000.0,-450000000.0,-1107000000.0,2333000000.0,36000000.0,1370000000.0,-218000000.0,-1025000000.0
,cashAtEndOfPeriod,3901000000.0,3544000000.0,3445000000.0,4526000000.0,3644000000.0,4565000000.0,5443000000.0,6021000000.0,6875000000.0,4819000000.0,5897000000.0,7119000000.0,6399000000.0,4650000000.0,4262000000.0,3226000000.0,3676000000.0,4669000000.0,2478000000.0,2767000000.0,1397000000.0,1615000000.0
,cashAtBeginningOfPeriod,3544000000.0,3445000000.0,4526000000.0,3644000000.0,4565000000.0,5443000000.0,6021000000.0,6875000000.0,4819000000.0,5897000000.0,7119000000.0,6399000000.0,4650000000.0,4198000000.0,3221000000.0,3676000000.0,4783000000.0,2336000000.0,2442000000.0,1397000000.0,1615000000.0,2640000000.0
,operatingCashFlow,1693000000.0,2325000000.0,2924000000.0,3799000000.0,3843000000.0,3818000000.0,3845000000.0,3653000000.0,3779000000.0,3612000000.0,4197000000.0,4027000000.0,3984000000.0,3093000000.0,1943000000.0,1021000000.0,1270000000.0,-161000000.0,56000000.0,1983000000.0,1971000000.0,1575000000.0
,capitalExpenditure,-694000000.0,-762000000.0,-772000000.0,-949000000.0,-831000000.0,-876000000.0,-1026000000.0,-1106000000.0,-1293000000.0,-1021000000.0,-840000000.0,-967000000.0,-1171000000.0,-756000000.0,-536000000.0,-456000000.0,-543000000.0,-547000000.0,-602000000.0,-761000000.0,-553000000.0,-839000000.0
,freeCashFlow,999000000.0,1563000000.0,2152000000.0,2850000000.0,3012000000.0,2942000000.0,2819000000.0,2547000000.0,2486000000.0,2591000000.0,3357000000.0,3060000000.0,2813000000.0,2337000000.0,1407000000.0,565000000.0,727000000.0,-708000000.0,-546000000.0,1222000000.0,1418000000.0,736000000.0
