date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,otherFinancingActivites,-13658000000.0,-12846000000.0,-13082000000.0,-11648000000.0,-2889000000.0,-7675000000.0,-7966000000.0,8338000000.0,26036000000.0,-2179000000.0,-4281000000.0,1297000000.0,5014000000.0,-4806742640.0,-1590690000.0,-2462417500.0,2582782800.0,438741950.0,-115893120.0
,netCashUsedProvidedByFinancingActivities,-99400000000.0,-27276000000.0,-123515000000.0,-94725000000.0,-67007000000.0,-45439000000.0,-44312000000.0,-12239000000.0,75356000000.0,9259000000.0,-60944000000.0,53077000000.0,7845000000.0,-2651744040.0,-71604442500.0,-42644227000.0,-38692073100.0,-39768232600.0,-27822626880.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-4967000000.0,1069000000.0,2503000000.0,-3538000000.0,2873000000.0,-999000000.0,1044000000.0,-1768000000.0,-195000000.0,-313000000.0,234000000.0,179000000.0,-112000000.0,36525400.0,-257317500.0,-460189500.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,32222000000.0,455000000.0,-37179000000.0,24846000000.0,25158000000.0,-1005000000.0,22371000000.0,8012000000.0,-17777000000.0,15463000000.0,-41216000000.0,53775000000.0,-35708000000.0,16933175440.0,-32281650000.0,69238336000.0,74503350.0,1258278800.0,-1150653120.0
,cashAtEndOfPeriod,118631000000.0,86409000000.0,85598000000.0,122777000000.0,97931000000.0,72773000000.0,73778000000.0,51407000000.0,43395000000.0,61172000000.0,45709000000.0,86925000000.0,32944000000.0,65497347280.0,48469260000.0,80928764000.0,11307952900.0,11233449550.0,9975086400.0
,cashAtBeginningOfPeriod,86409000000.0,85954000000.0,122777000000.0,97931000000.0,72773000000.0,73778000000.0,51407000000.0,43395000000.0,61172000000.0,45709000000.0,86925000000.0,33150000000.0,68652000000.0,48564171840.0,80750910000.0,11690428000.0,11233449550.0,9975170750.0,11125739520.0
,operatingCashFlow,318575000000.0,359610000000.0,351565000000.0,366655000000.0,265179000000.0,261312000000.0,356477000000.0,288529000000.0,239288000000.0,290155000000.0,310686000000.0,261972000000.0,170506000000.0,203760596440.0,197721207500.0,203944683500.0,137301395900.0,138816297350.0,98318756160.0
,capitalExpenditure,-256727000000.0,-326762000000.0,-275744000000.0,-237004000000.0,-189421000000.0,-223860000000.0,-312357000000.0,-310223000000.0,-330861000000.0,-273543000000.0,-264182000000.0,-261067000000.0,-219325000000.0,-175044326960.0,-131512635000.0,-120860295000.0,-90447066900.0,-81109313700.0,-70678247040.0
,freeCashFlow,61848000000.0,32848000000.0,75821000000.0,129651000000.0,75758000000.0,37452000000.0,44120000000.0,-21694000000.0,-91573000000.0,16612000000.0,46504000000.0,905000000.0,-48819000000.0,28716269480.0,66208572500.0,83084388500.0,46854329000.0,57706983650.0,27640509120.0
