date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-12-16_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,otherFinancingActivites,-2000000.0,-5100000.0,-11900000.0,-2400000.0,-2200000.0,-2100000.0,-10800000.0,-4600000.0,1700000.0,-100000.0,0.0,800000.0,0.0,800000.0,3800000.0,500000.0,-3900000.0,0.0,-600000.0,50400000.0,195200000.0
,netCashUsedProvidedByFinancingActivities,-167300000.0,123800000.0,-252400000.0,118500000.0,22000000.0,-85200000.0,177000000.0,-19500000.0,29500000.0,-9400000.0,0.0,-4600000.0,-9500000.0,-72100000.0,2700000.0,700000.0,-9100000.0,-3900000.0,700000.0,53000000.0,191800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,8100000.0,3100000.0,-7700000.0,10400000.0,-17000000.0,-5600000.0,-4700000.0,1600000.0,1100000.0,200000.0,0.0,-200000.0,1900000.0,-5800000.0,3000000.0,2500000.0,-1700000.0,2900000.0,5000000.0,3200000.0,400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,108300000.0,-8400000.0,-59700000.0,77800000.0,8100000.0,-90800000.0,129800000.0,10500000.0,23200000.0,-188500000.0,39000000.0,142400000.0,500000.0,-52900000.0,-31800000.0,51500000.0,1500000.0,13300000.0,12900000.0,55900000.0,4300000.0
,cashAtEndOfPeriod,229500000.0,121200000.0,129600000.0,189300000.0,111500000.0,103400000.0,194200000.0,64400000.0,53900000.0,30700000.0,126000000.0,219200000.0,76800000.0,76300000.0,129200000.0,161000000.0,109500000.0,108000000.0,94700000.0,81800000.0,25900000.0
,cashAtBeginningOfPeriod,121200000.0,129600000.0,189300000.0,111500000.0,103400000.0,194200000.0,64400000.0,53900000.0,30700000.0,219200000.0,87000000.0,76800000.0,76300000.0,129200000.0,161000000.0,109500000.0,108000000.0,94700000.0,81800000.0,25900000.0,21600000.0
,operatingCashFlow,51400000.0,207600000.0,226400000.0,46600000.0,64500000.0,86500000.0,32200000.0,69900000.0,118200000.0,78600000.0,44000000.0,35400000.0,77100000.0,98200000.0,104800000.0,75800000.0,76400000.0,41100000.0,42100000.0,32000000.0,-62700000.0
,capitalExpenditure,-18300000.0,-21600000.0,-66000000.0,-44700000.0,-39900000.0,-41400000.0,-52300000.0,-39900000.0,-40900000.0,-31500000.0,-3000000.0,-21900000.0,-22100000.0,-49100000.0,-46800000.0,-41300000.0,-32200000.0,-36900000.0,-20800000.0,-18700000.0,-16400000.0
,freeCashFlow,33100000.0,186000000.0,160400000.0,1900000.0,24600000.0,45100000.0,-20100000.0,30000000.0,77300000.0,47100000.0,41000000.0,13500000.0,55000000.0,49100000.0,58000000.0,34500000.0,44200000.0,4200000.0,21300000.0,13300000.0,-79100000.0
