date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,commonStockRepurchased,-2700000000.0,-1701000000.0,-1685000000.0,-1997700000.0,0.0,-1515800000.0,-2998800000.0,-1620100000.0,-2496800000.0,-3039800000.0,-4360300000.0,-2638400000.0,-3276200000.0,-6151400000.0,-5109700000.0,-767400000.0,-82200000.0,-217200000.0,-256200000.0,0.0
,dividendsPaid,-954000000.0,-818000000.0,-776000000.0,-704900000.0,-684000000.0,-656600000.0,-480700000.0,-448000000.0,-367100000.0,-357800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,360000000.0,-119000000.0,-57000000.0,-194600000.0,-306900000.0,95700000.0,46400000.0,4300000.0,28800000.0,13200000.0,28100000.0,9600000.0,16000000.0,-14400000.0,625100000.0,-377800000.0,-8300000.0,0.0,-3900000.0,-2063600000.0
,netCashUsedProvidedByFinancingActivities,-2567000000.0,-2266000000.0,-2241000000.0,426900000.0,-732900000.0,-2997400000.0,-1822500000.0,-1717800000.0,2088900000.0,-2019200000.0,-3169300000.0,-3402800000.0,-3735600000.0,-3409900000.0,-3725000000.0,2446500000.0,2063400000.0,-260200000.0,709300000.0,46600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,7000000.0,0.0,-2000000.0,4300000.0,4100000.0,-5300000.0,-7100000.0,2200000.0,1100000.0,-400000.0,-3200000.0,-6700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,804000000.0,1003000000.0,325000000.0,-466400000.0,1961800000.0,-38200000.0,564800000.0,-897700000.0,283000000.0,412800000.0,-3027300000.0,2632200000.0,-584000000.0,165800000.0,-138100000.0,1283000000.0,992700000.0,-230400000.0,288500000.0,203100000.0
,cashAtEndOfPeriod,5741000000.0,4937000000.0,3934000000.0,3608900000.0,4075300000.0,2113500000.0,2151700000.0,1586900000.0,2484600000.0,2201600000.0,1788800000.0,4816100000.0,2183900000.0,2767900000.0,2602100000.0,2740200000.0,1457200000.0,464500000.0,694900000.0,406400000.0
,cashAtBeginningOfPeriod,4937000000.0,3934000000.0,3609000000.0,4075300000.0,2113500000.0,2151700000.0,1586900000.0,2484600000.0,2201600000.0,1788800000.0,4816100000.0,2183900000.0,2767900000.0,2602100000.0,2740200000.0,1457200000.0,464500000.0,694900000.0,406400000.0,203300000.0
,operatingCashFlow,10688000000.0,6061000000.0,3827000000.0,4184800000.0,3204500000.0,4116000000.0,3369300000.0,3052300000.0,2744600000.0,3374400000.0,1416700000.0,3038900000.0,2535400000.0,4344600000.0,4044200000.0,3256700000.0,1303200000.0,1143400000.0,991100000.0,654600000.0
,capitalExpenditure,-1021000000.0,-1077000000.0,-1208000000.0,-799500000.0,-583600000.0,-638200000.0,-714600000.0,-646500000.0,-544900000.0,-519500000.0,-451400000.0,-378400000.0,-345600000.0,-322000000.0,-193900000.0,-161800000.0,-136800000.0,-110700000.0,-123300000.0,-70400000.0
,freeCashFlow,9667000000.0,4984000000.0,2619000000.0,3385300000.0,2620900000.0,3477800000.0,2654700000.0,2405800000.0,2199700000.0,2854900000.0,965300000.0,2660500000.0,2189800000.0,4022600000.0,3850300000.0,3094900000.0,1166400000.0,1032700000.0,867800000.0,584200000.0
