date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,dividendsPaid,-1492000000.0,-1408000000.0,-1332000000.0,-1236000000.0,-1166000000.0,-1105000000.0,-1065000000.0,-1249000000.0,-1716000000.0,-1393000000.0,-1389000000.0,-1385000000.0,-1335000000.0,-1180000000.0,-1071000000.0,-1070000000.0,-831000000.0,-620000000.0,-563000000.0,-583000000.0,-157000000.0
,otherFinancingActivites,-136000000.0,-82000000.0,-108000000.0,313000000.0,287000000.0,-67000000.0,-599000000.0,-119000000.0,-111000000.0,-62000000.0,-16000000.0,39000000.0,134000000.0,102000000.0,11000000.0,-54000000.0,34000000.0,-96000000.0,1000000.0,-100000000.0,51000000.0
,netCashUsedProvidedByFinancingActivities,145000000.0,-58000000.0,-219000000.0,717000000.0,1191000000.0,4830000000.0,411000000.0,-826000000.0,-1085000000.0,-846000000.0,-1748000000.0,-1897000000.0,-2213000000.0,-1500000000.0,-1989000000.0,-19000000.0,-2627000000.0,-1240000000.0,-1092000000.0,-1264000000.0,-255000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,44000000.0,-659000000.0,591000000.0,263000000.0,-5867000000.0,4624000000.0,269000000.0,123000000.0,470000000.0,-596000000.0,-398000000.0,739000000.0,960000000.0,87000000.0,84000000.0,-359000000.0,35000000.0,35000000.0,-16000000.0,-41000000.0,-362000000.0
,cashAtEndOfPeriod,1166000000.0,1122000000.0,1781000000.0,898000000.0,635000000.0,6502000000.0,1878000000.0,1609000000.0,1486000000.0,1016000000.0,1612000000.0,2010000000.0,1271000000.0,311000000.0,224000000.0,140000000.0,528000000.0,504000000.0,469000000.0,485000000.0,840000000.0
,cashAtBeginningOfPeriod,1122000000.0,1781000000.0,1190000000.0,635000000.0,6502000000.0,1878000000.0,1609000000.0,1486000000.0,1016000000.0,1612000000.0,2010000000.0,1271000000.0,311000000.0,224000000.0,140000000.0,499000000.0,493000000.0,469000000.0,485000000.0,526000000.0,1202000000.0
,operatingCashFlow,4235000000.0,6659000000.0,8644000000.0,7480000000.0,8445000000.0,7616000000.0,4457000000.0,6343000000.0,6131000000.0,4853000000.0,5244000000.0,6094000000.0,6551000000.0,4496000000.0,4835000000.0,2147000000.0,4398000000.0,3384000000.0,3614000000.0,3615000000.0,1096000000.0
,capitalExpenditure,-8048000000.0,-7248000000.0,-7594000000.0,-7584000000.0,-8553000000.0,-7624000000.0,-6077000000.0,-5395000000.0,-5789000000.0,-4042000000.0,-3326000000.0,-3273000000.0,-3117000000.0,-2674000000.0,-2418000000.0,-2165000000.0,-1921000000.0,-1954000000.0,-2150000000.0,-2041000000.0,-752000000.0
,freeCashFlow,-3813000000.0,-589000000.0,1050000000.0,-104000000.0,-108000000.0,-8000000.0,-1620000000.0,948000000.0,342000000.0,811000000.0,1918000000.0,2821000000.0,3434000000.0,1822000000.0,2417000000.0,-18000000.0,2477000000.0,1430000000.0,1464000000.0,1574000000.0,344000000.0
