date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,11546000.0,-733000.0,-1233000.0,882000.0,-1401000.0,-1767000.0,-1019000.0,-560000.0,203000.0,-1134000.0,654000.0,-1089000.0,277000.0,-7161000.0,4683000.0,-5166000.0,5947000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-135476000.0,123821000.0,29485000.0,-63041000.0,75026000.0,-122423000.0,179800000.0,-25090000.0,-39574000.0,18521000.0,-18586000.0,-20784000.0,254642000.0,-111618000.0,11851000.0,-10373000.0,6282000.0,0.0,0.0
,cashAtEndOfPeriod,161478000.0,296954000.0,173133000.0,143648000.0,206689000.0,131677000.0,300600000.0,120750000.0,145840000.0,185414000.0,166893000.0,185479000.0,206263000.0,-48379000.0,63239000.0,51388000.0,61761000.0,0.0,0.0
,cashAtBeginningOfPeriod,296954000.0,173133000.0,143648000.0,206689000.0,131663000.0,254100000.0,120800000.0,145840000.0,185414000.0,166893000.0,185479000.0,206263000.0,-48379000.0,63239000.0,51388000.0,61761000.0,55479000.0,0.0,0.0
,operatingCashFlow,955371000.0,271991000.0,841000.0,211295000.0,438202000.0,450532000.0,14800000.0,26257000.0,77852000.0,56450000.0,127319000.0,120452000.0,565359000.0,198374000.0,412890000.0,314168000.0,197374000.0,107048852.058486,13641562.693474
,capitalExpenditure,-225410000.0,-8053000.0,-238065000.0,-177901000.0,-342698000.0,-360143000.0,-1177100000.0,-10355000.0,-148845000.0,-16607000.0,-146514000.0,-384949000.0,-460133000.0,-150785000.0,-315556000.0,-1383118000.0,-363782000.0,-295958590.985227,-480602747.200856
,freeCashFlow,729961000.0,263938000.0,-237224000.0,33394000.0,95504000.0,90389000.0,-1162300000.0,15902000.0,-70993000.0,39843000.0,-19195000.0,-264497000.0,105226000.0,47589000.0,97334000.0,-1068950000.0,-166408000.0,-188909738.926741,-466961184.507382
