date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockRepurchased,-369902000.0,-438854000.0,-410119000.0,-259894000.0,-509277000.0,-14435000.0,0.0,-248000000.0,0.0,-10994000.0,-87689000.0,-17854000.0,-684929000.0,-803266000.0,-206316000.0,-162987000.0,-93954000.0,0.0,0.0,-50828000.0,0.0,0.0
,dividendsPaid,-2949401000.0,-2821642000.0,-2571776000.0,-2355885000.0,-2196041000.0,-1877158000.0,-1690553000.0,-1485240000.0,-1032659000.0,-919443000.0,-216756000.0,-1075895000.0,-216403000.0,-204652000.0,-194697000.0,-724478000.0,-655061000.0,-595874000.0,-563679000.0,-501902000.0,-515819000.0,-409348000.0
,otherFinancingActivites,-141385000.0,-76802000.0,-139531000.0,-145001000.0,-124442000.0,-353522000.0,-3282000.0,-239014000.0,-239073000.0,-374245000.0,2795000.0,4005000.0,-500900000.0,-353926000.0,-690075000.0,-60951000.0,-105998000.0,-10561000.0,-39985000.0,-55762000.0,-46204000.0,-5540000.0
,netCashUsedProvidedByFinancingActivities,-2576086000.0,-4482264000.0,-1910071000.0,-2544743000.0,-1473113000.0,-2937735000.0,-1220563000.0,1453467000.0,-1009913000.0,-3669515000.0,1882645000.0,-313799000.0,153798000.0,-79204000.0,-1303463000.0,1647300000.0,-51810000.0,40109000.0,-487732000.0,-560096000.0,14257000.0,1592113000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,155038000.0,-967974000.0,922250000.0,-141075000.0,88852000.0,-1104581000.0,532345000.0,385868000.0,1932000.0,-3161000000.0,3184174000.0,271562000.0,-427378000.0,592312000.0,-183036000.0,-15539000.0,138494000.0,137369000.0,36649000.0,65479000.0,28437000.0,19496000.0
,cashAtEndOfPeriod,669373000.0,514335000.0,1482309000.0,560059000.0,701134000.0,612282000.0,1716863000.0,1184518000.0,798650000.0,796718000.0,3957718000.0,773544000.0,501982000.0,929360000.0,337048000.0,520084000.0,535623000.0,397129000.0,259760000.0,223111000.0,157632000.0,129195000.0
,cashAtBeginningOfPeriod,514335000.0,1482309000.0,560059000.0,701134000.0,612282000.0,1716863000.0,1184518000.0,798650000.0,796718000.0,3957718000.0,773544000.0,501982000.0,929360000.0,337048000.0,520084000.0,535623000.0,397129000.0,259760000.0,223111000.0,157632000.0,129195000.0,109699000.0
,operatingCashFlow,3807831000.0,3750796000.0,3593788000.0,3372694000.0,3024685000.0,2730420000.0,2700996000.0,2513072000.0,2005887000.0,1755210000.0,1720520000.0,1606233000.0,1455745000.0,1273367000.0,1172861000.0,1082858000.0,951967000.0,882990000.0,803813000.0,701516000.0,627056000.0,529415000.0
,capitalExpenditure,1045000.0,11276000.0,7536000.0,59994000.0,-1020924000.0,5402000.0,-841209000.0,91163000.0,-445495000.0,-256312000.0,-376275000.0,-874286000.0,-1017472000.0,-767710000.0,-726386000.0,-549304000.0,-353903000.0,-213990000.0,-565387000.0,-829115000.0,-1348261000.0,-2638008000.0
,freeCashFlow,2931820000.0,2968887000.0,2861688000.0,2574229000.0,2003761000.0,1933684000.0,1859787000.0,1710645000.0,1560392000.0,1498898000.0,1344245000.0,731947000.0,438273000.0,505657000.0,446475000.0,533554000.0,598064000.0,669000000.0,238426000.0,-127599000.0,-721205000.0,-2108593000.0
