date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-03-31_FY,2001-12-31_FY
,netCashUsedProvidedByFinancingActivities,931829000000.0,4987902000000.0,2952919000000.0,862242000000.0,307947000000.0,-174498000000.0,404659000000.0,-390984000000.0,-48124000000.0,-278249000000.0,408126000000.0,-117021000000.0,-124766000000.0,-682844570736.02,549991127576.55,2283223744162.78,1940000000000.0,225000000000.0,90185676600.0,352000000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-17365000000.0,31927000000.0,759000000.0,-101507000000.0,47363000000.0,41673000000.0,50068000000.0,-6259000000.0,-12702000000.0,-6180000000.0,36536000000.0,-21679000000.0,0.0,-2458801503.34,-511842453.87,-286799240.63,-2000000000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,882096000000.0,0.0,-238297000000.0,0.0,0.0,0.0,-182099000000.0,-1310532000000.0,833386000000.0,-106852000000.0,776491000000.0,2682000000.0,156329000000.0,86000000.0,-625090000000.0,218213000000.0,857225000000.0,455000000000.0,17241379350.0,0.0
,cashAtEndOfPeriod,4218099000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817982000000.0,1352752000000.0,0.0,0.0,0.0,0.0,528750000000.0,70291777350.0,0.0
,cashAtBeginningOfPeriod,3336003000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352752000000.0,1196423000000.0,0.0,0.0,0.0,0.0,73750000000.0,53050398000.0,0.0
,operatingCashFlow,2286948000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4151399000000.0,4525468000000.0,3308964000000.0,1866037000000.0,2108706000000.0,2742941000000.0,1753750000000.0,1053050400300.0,473000000000.0
,capitalExpenditure,-2956858000000.0,-35788000000.0,0.0,-101227000000.0,-14637000000.0,-18179000000.0,-2982549000000.0,-3473059000000.0,-3972479000000.0,-4063070000000.0,-4942360000000.0,7850000000.0,2975000000.0,5547000000.0,11252000000.0,460000000.0,6156000000.0,-1508750000000.0,-1116710877900.0,0.0
,freeCashFlow,-669910000000.0,-35788000000.0,0.0,-101227000000.0,-14637000000.0,-18179000000.0,-2982549000000.0,-3473059000000.0,-3972479000000.0,-4063070000000.0,-4942360000000.0,4159249000000.0,4528443000000.0,3314511000000.0,1877289000000.0,2109166000000.0,2749097000000.0,245000000000.0,-63660477600.0,473000000000.0
