date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2008-03-31_FY,2007-12-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY,1993-03-31_FY
,netCashUsedForInvestingActivites,-178000000.0,-22000000.0,-230000000.0,-197000000.0,-1177000000.0,-3716000000.0,-84000000.0,308000000.0,-124000000.0,266000000.0,-312000000.0,-443000000.0,1101000000.0,326291000.0,-68300000.0,-35242000.0,-85796000.0,-143896000.0,-15169000.0,-155101000.0,-8701000.0,-8631000.0,-99547000.0,-64331000.0,-9200000.0,-3832000.0,-3045000.0,244000.0,-2400000.0,300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1050000000.0,0.0,-1740000000.0,-4251000000.0,-6104000000.0,-250000000.0,-375000000.0,-6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,170000000.0,105000000.0,99000000.0,178000000.0,106000000.0,106000000.0,175000000.0,158000000.0,33000000.0,54000000.0,73000000.0,81000000.0,1753000000.0,48012000.0,0.0,18956000.0,45088000.0,72654000.0,193004000.0,268619000.0,60880000.0,33588000.0,22480000.0,6069000.0,5338000.0,2209000.0,237000.0,191000.0,39400000.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5830000000.0,-315000000.0,-692000000.0,-959000000.0,-1109000000.0,-128000000.0,0.0,0.0,0.0,0.0,0.0,-72617000.0,-203809000.0,-74000.0,-14971000.0,0.0,0.0,0.0,0.0,-5278000.0,0.0,-2200000.0,0.0
,dividendsPaid,-316000000.0,-283000000.0,-259000000.0,-226000000.0,-195000000.0,-170000000.0,-147000000.0,-216000000.0,-204000000.0,-194000000.0,-189000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1256000.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-87000000.0,-59000000.0,-120000000.0,-66000000.0,-185000000.0,179000000.0,-27000000.0,-79000000.0,-11000000.0,24000000.0,22000000.0,79000000.0,-137000000.0,57151000.0,0.0,9012000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6000.0,179000.0,0.0,-1000.0,5000000.0,0.0
,netCashUsedProvidedByFinancingActivities,711000000.0,-237000000.0,-2020000000.0,-624000000.0,500000000.0,-135000000.0,-374000000.0,-1223000000.0,-497000000.0,-808000000.0,-1053000000.0,-949000000.0,1488000000.0,105163000.0,-371100000.0,27968000.0,45088000.0,72654000.0,117569000.0,64090000.0,50402000.0,2547000.0,42028000.0,7220000.0,62392000.0,2388000.0,-5041000.0,190000.0,42000000.0,300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,69000000.0,-3000000.0,-31000000.0,76000000.0,-56000000.0,-366000000.0,-396000000.0,102000000.0,70000000.0,-57000000.0,33000000.0,19000000.0,-72000000.0,6887000.0,1500000.0,10190000.0,-4576000.0,4421000.0,11195000.0,6583000.0,-36000.0,84000.0,-2922000.0,-2361000.0,250000.0,122000.0,-195000.0,48000.0,-300000.0,100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2854000000.0,1569000000.0,-491000000.0,1468000000.0,1422000000.0,-3025000000.0,438000000.0,451000000.0,794000000.0,353000000.0,44000000.0,-190000000.0,2896000000.0,1011841000.0,-5700000.0,30078000.0,40723000.0,148488000.0,180998000.0,6547000.0,153457000.0,75565000.0,16948000.0,-41394000.0,52020000.0,-7649000.0,-12067000.0,-738000.0,0.0,0.0
,cashAtEndOfPeriod,8652000000.0,5798000000.0,4229000000.0,4713000000.0,3245000000.0,1823000000.0,4848000000.0,4410000000.0,3959000000.0,3165000000.0,2812000000.0,2768000000.0,2958000000.0,1396250000.0,378300000.0,384409000.0,354331000.0,313608000.0,466552000.0,285554000.0,279007000.0,125550000.0,49985000.0,32847000.0,73378000.0,17639000.0,25288000.0,37355000.0,0.0,0.0
,cashAtBeginningOfPeriod,5798000000.0,4229000000.0,4720000000.0,3245000000.0,1823000000.0,4848000000.0,4410000000.0,3959000000.0,3165000000.0,2812000000.0,2768000000.0,2958000000.0,62000000.0,384409000.0,384000000.0,354331000.0,313608000.0,165120000.0,285554000.0,279007000.0,125550000.0,49985000.0,33037000.0,74241000.0,21358000.0,25288000.0,37355000.0,38093000.0,1900000.0,1100000.0
,operatingCashFlow,2252000000.0,1831000000.0,1790000000.0,2213000000.0,2155000000.0,1192000000.0,1292000000.0,1264000000.0,1345000000.0,952000000.0,1376000000.0,1183000000.0,379000000.0,573500000.0,432200000.0,27162000.0,86007000.0,215309000.0,67403000.0,90975000.0,111792000.0,81565000.0,77389000.0,18078000.0,-1388000.0,-6327000.0,-3786000.0,-1220000.0,-3100000.0,0.0
,capitalExpenditure,-78000000.0,-116000000.0,-131000000.0,-155000000.0,-136000000.0,-111000000.0,-107000000.0,-74000000.0,-73000000.0,-72000000.0,-97000000.0,-69000000.0,-46000000.0,-29400000.0,-68300000.0,-17935000.0,-30406000.0,-14941000.0,-11976000.0,-11877000.0,-9150000.0,-9780000.0,-4518000.0,-3800000.0,-200000.0,-3832000.0,-3045000.0,-1300000.0,-900000.0,-300000.0
,freeCashFlow,2174000000.0,1715000000.0,1659000000.0,2058000000.0,2019000000.0,1081000000.0,1185000000.0,1190000000.0,1272000000.0,880000000.0,1279000000.0,1114000000.0,333000000.0,544100000.0,363900000.0,9227000.0,55601000.0,200368000.0,55427000.0,79098000.0,102642000.0,71785000.0,72871000.0,14278000.0,-1588000.0,-10159000.0,-6831000.0,-2520000.0,-4000000.0,-300000.0
