date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,netCashUsedProvidedByFinancingActivities,39400000.0,-2893682000.0,350636000.0,-766680000.0,2587995000.0,2226718000.0,1211751000.0,1740446000.0,235014000.0,139339000.0,-38043000.0,17570000.0,101153000.0,-38991000.0,47484000.0,75035000.0,40270000.0,157724000.0,146542000.0,7459000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-152653000.0,-18120000.0,3893000.0,-51811000.0,283386000.0,-75075000.0,121081000.0,1475000.0,64168000.0,-14625000.0,24504000.0,15359000.0,-2559000.0,7801000.0,122000.0,1558000.0,740000.0,69000.0,-6497000.0,10304000.0
,cashAtEndOfPeriod,220819000.0,373472000.0,391592000.0,387699000.0,439510000.0,156124000.0,231199000.0,110118000.0,108643000.0,44475000.0,59100000.0,34596000.0,19237000.0,21796000.0,13995000.0,13873000.0,12315000.0,11575000.0,11506000.0,18003000.0
,cashAtBeginningOfPeriod,373472000.0,391592000.0,387699000.0,439510000.0,156124000.0,231199000.0,110118000.0,108643000.0,44475000.0,59100000.0,34596000.0,19237000.0,21796000.0,13995000.0,13873000.0,12315000.0,11575000.0,11506000.0,18003000.0,7699000.0
,operatingCashFlow,74862000.0,80255000.0,123003000.0,563011000.0,13677000.0,-45243000.0,-627516000.0,-435489000.0,-33019000.0,13638000.0,23276000.0,6995000.0,6939000.0,3537000.0,5500000.0,6558000.0,9182000.0,6317000.0,4676000.0,1302000.0
,capitalExpenditure,-5092000.0,843000.0,1795000.0,3508000.0,1737000.0,909000.0,264000.0,5123000.0,13789000.0,-4891000.0,-2441000.0,-295000.0,-140000.0,-297000.0,-216000.0,-409000.0,-416000.0,-632000.0,-1794000.0,-676000.0
,freeCashFlow,69770000.0,69777000.0,114002000.0,547688000.0,-31006000.0,-128502000.0,-639179000.0,-490454000.0,-39170000.0,8747000.0,20835000.0,6700000.0,6799000.0,3240000.0,5284000.0,6149000.0,8766000.0,5685000.0,2882000.0,626000.0
