date,,2020-05-31_FY,2019-05-31_FY,2018-05-31_FY,2017-05-31_FY,2016-05-31_FY,2015-05-31_FY,2014-05-31_FY,2013-05-31_FY,2012-05-31_FY,2011-05-31_FY,2010-05-31_FY,2009-05-31_FY,2008-05-31_FY,2007-05-31_FY,2006-05-31_FY,2005-05-31_FY,2004-05-31_FY,2003-05-31_FY,2002-05-31_FY,2001-05-31_FY,2000-05-31_FY,1999-05-31_FY,1998-05-31_FY,1997-05-31_FY,1996-05-31_FY,1995-05-31_FY,1994-05-31_FY,1993-05-31_FY,1992-05-31_FY,1991-05-31_FY,1990-05-31_FY
,salesMaturitiesOfInvestments,17262000000.0,29980000000.0,23117000000.0,17615000000.0,21247000000.0,20004000000.0,28845000000.0,30159000000.0,35594000000.0,27120000000.0,11220000000.0,8404000000.0,4281000000.0,5756000000.0,3676000000.0,12194000000.0,8009000000.0,5942000000.0,4384000000.0,725155000.0,8517673000.0,1080907000.0,803402000.0,252077000.0,177491000.0,130800000.0,44500000.0,0.0,0.0,5000000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000000.0,-71000000.0,-43000000.0,-157000000.0,-82790000.0,-474602000.0,-286058000.0,-201499000.0,-114404000.0,-181627000.0,-188100000.0,-63700000.0,-35400000.0,-46600000.0,-50700000.0,-28700000.0
,netCashUsedForInvestingActivites,9843000000.0,26557000000.0,-5625000000.0,-21494000000.0,-5154000000.0,-19047000000.0,-7539000000.0,-5956000000.0,-8381000000.0,-6081000000.0,-10319000000.0,-2599000000.0,-9076000000.0,-4971000000.0,-3359000000.0,-5753000000.0,-2561000000.0,895000000.0,-2138000000.0,-1254705000.0,6893057000.0,-802244000.0,-922521000.0,-777381000.0,-551488000.0,-495800000.0,-269900000.0,-158000000.0,-116400000.0,-106400000.0,-118500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-4500000000.0,-4500000000.0,-9800000000.0,-4094000000.0,-2000000000.0,-1500000000.0,0.0,-2950000000.0,-1405000000.0,-3143000000.0,-3582000000.0,-1004000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,1588000000.0,2155000000.0,2402000000.0,2181000000.0,1425000000.0,1802000000.0,2135000000.0,1527000000.0,733000000.0,1376000000.0,874000000.0,760000000.0,1288000000.0,924000000.0,632000000.0,596000000.0,354000000.0,356000000.0,332000000.0,535902000.0,1128292000.0,602223000.0,204292000.0,174082000.0,92791000.0,60600000.0,38700000.0,31700000.0,22200000.0,19700000.0,33900000.0
,commonStockRepurchased,-19905000000.0,-36643000000.0,-11853000000.0,-3844000000.0,-10529000000.0,-8087000000.0,-9813000000.0,-11021000000.0,-5856000000.0,-1160000000.0,-992000000.0,-3972000000.0,-2023000000.0,-3937000000.0,-2067000000.0,-1343000000.0,-1499000000.0,-2653000000.0,-2792000000.0,-4340784000.0,-5306771000.0,-1086953000.0,-489823000.0,-528209000.0,-113087000.0,-75900000.0,-81200000.0,-43600000.0,0.0,0.0,0.0
,dividendsPaid,-3070000000.0,-2932000000.0,-3140000000.0,-2631000000.0,-2541000000.0,-2255000000.0,-2178000000.0,-1433000000.0,-1205000000.0,-1061000000.0,-1004000000.0,-303000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-133000000.0,-136000000.0,-34000000.0,-258000000.0,39000000.0,48000000.0,222000000.0,403000000.0,-66000000.0,150000000.0,148000000.0,97000000.0,405000000.0,213000000.0,-39000000.0,-44000000.0,0.0,-166000000.0,0.0,0.0,0.0,0.0,0.0,0.0,17175000.0,200000.0,100000.0,-100000.0,0.0,0.0,-100000.0
,netCashUsedProvidedByFinancingActivities,-6132000000.0,-42056000000.0,-9982000000.0,9086000000.0,-9856000000.0,9850000000.0,-4068000000.0,-8500000000.0,-6099000000.0,516000000.0,2664000000.0,-4422000000.0,3281000000.0,-1139000000.0,1527000000.0,1884000000.0,-1289000000.0,-2454000000.0,-2465000000.0,-3805008000.0,-4183236000.0,-484713000.0,-282846000.0,-57122000.0,-88291000.0,-16000000.0,-51300000.0,-24300000.0,-76400000.0,73500000.0,89300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,16725000000.0,-1106000000.0,-164000000.0,1632000000.0,-1564000000.0,3947000000.0,3156000000.0,-342000000.0,-1208000000.0,6249000000.0,919000000.0,733000000.0,2044000000.0,-441000000.0,2765000000.0,-244000000.0,-599000000.0,1642000000.0,-1354000000.0,-2980040000.0,5643491000.0,512034000.0,383519000.0,174420000.0,235584000.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,37239000000.0,20514000000.0,21620000000.0,21784000000.0,20152000000.0,21716000000.0,17769000000.0,14613000000.0,14955000000.0,16163000000.0,9914000000.0,8995000000.0,8262000000.0,6218000000.0,6659000000.0,3894000000.0,4138000000.0,4737000000.0,3095000000.0,4449166000.0,7429206000.0,1785715000.0,1273681000.0,890162000.0,715742000.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,20514000000.0,21620000000.0,21784000000.0,20152000000.0,21716000000.0,17769000000.0,14613000000.0,14955000000.0,16163000000.0,9914000000.0,8995000000.0,8262000000.0,6218000000.0,6659000000.0,3894000000.0,4138000000.0,4737000000.0,3095000000.0,4449000000.0,7429206000.0,1785715000.0,1273681000.0,890162000.0,715742000.0,480158000.0,404800000.0,284600000.0,153300000.0,101500000.0,44800000.0,44900000.0
,operatingCashFlow,13139000000.0,14551000000.0,15386000000.0,14126000000.0,13561000000.0,14336000000.0,14921000000.0,14224000000.0,13743000000.0,11214000000.0,8681000000.0,8255000000.0,7402000000.0,5520000000.0,4541000000.0,3552000000.0,3177000000.0,3023000000.0,3243000000.0,2179118000.0,2923564000.0,1807099000.0,1614579000.0,1030504000.0,889157000.0,568700000.0,443500000.0,317500000.0,242300000.0,89400000.0,28600000.0
,capitalExpenditure,-1564000000.0,-1660000000.0,-1736000000.0,-2021000000.0,-1189000000.0,-1391000000.0,-580000000.0,-650000000.0,-648000000.0,-450000000.0,-230000000.0,-529000000.0,-243000000.0,-319000000.0,-236000000.0,-188000000.0,-189000000.0,-291000000.0,-278000000.0,-313259000.0,-263443000.0,-346592000.0,-328358000.0,-390741000.0,-308392000.0,-262000000.0,-250700000.0,-41300000.0,-46600000.0,-60700000.0,-89300000.0
,freeCashFlow,11575000000.0,12891000000.0,13650000000.0,12105000000.0,12372000000.0,12945000000.0,14341000000.0,13574000000.0,13095000000.0,10764000000.0,8451000000.0,7726000000.0,7159000000.0,5201000000.0,4305000000.0,3364000000.0,2988000000.0,2732000000.0,2965000000.0,1865859000.0,2660121000.0,1460507000.0,1286221000.0,639763000.0,580765000.0,306700000.0,192800000.0,276200000.0,195700000.0,28700000.0,-60700000.0
