date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,otherFinancingActivites,-73000000.0,-50000000.0,-50000000.0,-80000000.0,-52000000.0,-2000000.0,-14000000.0,15000000.0,3000000.0,13000000.0,3000000.0,-4000000.0,5315000.0,16210000.0,24758000.0,-1612000.0,-290000.0,-140000.0,6367000.0,-27361000.0
,netCashUsedProvidedByFinancingActivities,1383000000.0,-937000000.0,-1027000000.0,-53000000.0,1002000000.0,-362000000.0,-485000000.0,547000000.0,-485000000.0,-325000000.0,-595000000.0,-336000000.0,2028874000.0,-1027795000.0,1230066000.0,939531000.0,-6456000.0,-157570000.0,-144080000.0,75640000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,16000000.0,-10000000.0,-10000000.0,15000000.0,-6000000.0,-8000000.0,-18000000.0,-4000000.0,10000000.0,-7000000.0,-6000000.0,27000000.0,-47483000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2420000000.0,-224000000.0,187000000.0,-19000000.0,61000000.0,-126000000.0,29000000.0,-72000000.0,-9000000.0,191000000.0,-279000000.0,220000000.0,-759554000.0,1003319000.0,156758000.0,107051000.0,-90743000.0,-52534000.0,-89460000.0,31474000.0
,cashAtEndOfPeriod,2782000000.0,362000000.0,586000000.0,399000000.0,418000000.0,301000000.0,427000000.0,425000000.0,497000000.0,506000000.0,315000000.0,594000000.0,565760000.0,1325314000.0,321995000.0,165237000.0,58186000.0,148929000.0,204271000.0,293731000.0
,cashAtBeginningOfPeriod,362000000.0,586000000.0,399000000.0,418000000.0,357000000.0,427000000.0,398000000.0,497000000.0,506000000.0,315000000.0,594000000.0,374000000.0,1325314000.0,321995000.0,165237000.0,58186000.0,148929000.0,201463000.0,293731000.0,262257000.0
,operatingCashFlow,1252000000.0,963000000.0,1028000000.0,909000000.0,722000000.0,685000000.0,687000000.0,574000000.0,594000000.0,669000000.0,440000000.0,582000000.0,407725000.0,173236000.0,201075000.0,120903000.0,117025000.0,105267000.0,157145000.0,65030000.0
,capitalExpenditure,-188000000.0,-127000000.0,-111000000.0,-144000000.0,-134000000.0,-133000000.0,-140000000.0,-115000000.0,-87000000.0,-88000000.0,-42000000.0,-59000000.0,-54719000.0,-18489000.0,-21035000.0,-25402000.0,-26029000.0,-31595000.0,-85398000.0,-122555000.0
,freeCashFlow,1064000000.0,836000000.0,917000000.0,765000000.0,588000000.0,552000000.0,547000000.0,459000000.0,507000000.0,581000000.0,398000000.0,523000000.0,353006000.0,154747000.0,180040000.0,95501000.0,90996000.0,73672000.0,71747000.0,-57525000.0
