date,,2021-01-31_FY,2020-01-31_FY,2019-01-31_FY,2018-01-31_FY,2017-01-31_FY,2016-01-31_FY,2015-01-31_FY,2014-01-31_FY,2013-01-31_FY,2012-01-31_FY,2011-01-31_FY,2010-01-31_FY,2009-01-31_FY,2008-01-31_FY,2007-01-31_FY,2006-01-31_FY,2005-01-31_FY,2004-01-31_FY,2003-01-31_FY,2002-01-31_FY,2001-01-31_FY,2000-01-31_FY,1999-01-31_FY,1998-01-31_FY,1997-01-31_FY,1996-01-31_FY,1995-12-31_FY,1994-12-31_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-624000.0,-530000.0,-468000.0,-445000.0,-434000.0,-406000.0,-388000.0,-372000.0,-312000.0,-308000.0,-287000.0,-2731000.0,-288000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,8365000.0,37046000.0,0.0,0.0,0.0,439000.0,97000.0,583000.0,2910000.0,1720000.0,2844000.0,2843000.0,9640000.0,882000.0,883000.0,1734000.0,11509000.0,1800000.0,93000000.0,1600000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-686000.0,-7530000.0,-4319000.0,0.0,0.0,-2219000.0,-18723000.0,-6008000.0,-14800000.0,-5581000.0,-15239000.0,0.0,0.0,-295000.0,-67000.0,-900000.0,-2700000.0,-700000.0,-30000.0,50000.0,1640000.0
,dividendsPaid,-5780000.0,-5617000.0,-5479000.0,-5367000.0,-5301000.0,-5235000.0,-4452000.0,-5304000.0,-8076000.0,-2409000.0,-2204000.0,-1873000.0,-3067000.0,-3188000.0,-3249000.0,-3261000.0,-5121000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-6233000.0,-6128000.0,-8744000.0,-3353000.0,-2079000.0,-2432000.0,-2762000.0,-1214000.0,-723000.0,-689000.0,-79000.0,0.0,75000.0,216000.0,586000.0,0.0,0.0,0.0,0.0,0.0,5000.0,35000.0,400000.0,-100000.0,-100000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-12637000.0,-12275000.0,-14691000.0,-9165000.0,-7814000.0,292000.0,29444000.0,-7576000.0,-16641000.0,-7725000.0,-2131000.0,-4507000.0,-4448000.0,-18413000.0,-7261000.0,-24330000.0,-2088000.0,2864000.0,-6511000.0,-2361000.0,-1664000.0,20207000.0,13400000.0,76800000.0,-4500000.0,1810000.0,5000000.0,5840000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1455000.0,-1706000.0,-2668000.0,5357000.0,-109000.0,-3017000.0,-3720000.0,-477000.0,65000.0,75000.0,749000.0,1379000.0,-2935000.0,3622000.0,-1235000.0,-1327000.0,592000.0,1640000.0,2253000.0,-397000.0,-2578000.0,-2518000.0,-200000.0,0.0,0.0,120000.0,190000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,5784000.0,-2696000.0,-7610000.0,1941000.0,7351000.0,17205000.0,44542000.0,10975000.0,-11918000.0,9651000.0,22598000.0,13211000.0,-14146000.0,-8579000.0,-5779000.0,4682000.0,8505000.0,9596000.0,-594000.0,14282000.0,564000.0,19858000.0,0.0,0.0,0.0,-60000.0,-190000.0,290000.0
,cashAtEndOfPeriod,142501000.0,136717000.0,139413000.0,147023000.0,145082000.0,137731000.0,120526000.0,75984000.0,65009000.0,76927000.0,67276000.0,44678000.0,31467000.0,45613000.0,54192000.0,59971000.0,55289000.0,59784000.0,50188000.0,50782000.0,36500000.0,35936000.0,0.0,0.0,0.0,-60000.0,139223000.0,139703000.0
,cashAtBeginningOfPeriod,136717000.0,139413000.0,147023000.0,145082000.0,137731000.0,120526000.0,75984000.0,65009000.0,76927000.0,67276000.0,44678000.0,31467000.0,45613000.0,54192000.0,59971000.0,55289000.0,46784000.0,50188000.0,50782000.0,36500000.0,35936000.0,16078000.0,70100000.0,300000.0,1500000.0,0.0,139413000.0,139413000.0
,operatingCashFlow,32872000.0,16997000.0,19007000.0,10418000.0,18680000.0,23278000.0,23697000.0,24140000.0,16039000.0,21448000.0,25902000.0,17696000.0,7253000.0,15875000.0,18876000.0,28567000.0,22980000.0,19840000.0,13441000.0,21503000.0,12633000.0,9598000.0,-21100000.0,9600000.0,6700000.0,-1050000.0,4090000.0,4290000.0
,capitalExpenditure,-3199000.0,-6914000.0,-5407000.0,-4739000.0,-3413000.0,-3361000.0,-4888000.0,-5145000.0,-3563000.0,-4066000.0,-1916000.0,-1389000.0,-7232000.0,-6593000.0,-6141000.0,-7225000.0,-10577000.0,-17785000.0,-9261000.0,-3845000.0,-5033000.0,-6863000.0,-42800000.0,-13600000.0,-3400000.0,-940000.0,-9580000.0,-9850000.0
,freeCashFlow,29673000.0,10083000.0,13600000.0,5679000.0,15267000.0,19917000.0,18809000.0,18995000.0,12476000.0,17382000.0,23986000.0,16307000.0,21000.0,9282000.0,12735000.0,21342000.0,12403000.0,2055000.0,4180000.0,17658000.0,7600000.0,2735000.0,-63900000.0,-4000000.0,3300000.0,-1990000.0,-5490000.0,-5560000.0
