date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,otherFinancingActivites,0.0,27100000.0,25000000.0,30400000.0,5610000.0,-4067000.0,-16971000.0,-1112000.0,1728000.0,-30615000.0,-6801000.0,-1790000.0,5682000.0,9381000.0,-419890000.0,0.0,945000.0,-963000.0,-1052000.0
,netCashUsedProvidedByFinancingActivities,-264000000.0,-179200000.0,1838000000.0,-26700000.0,-1106193000.0,-487127000.0,-776199000.0,196699000.0,-480641000.0,-636848000.0,-699473000.0,-142562000.0,-412134000.0,-186577000.0,-717544000.0,-303642000.0,-341555000.0,317500000.0,-43428000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-1300000.0,-35000000.0,2300000.0,-16146000.0,-56231000.0,-28126000.0,-23742000.0,-6483000.0,-5671000.0,-429000.0,9038000.0,-22278000.0,8893000.0,11161000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,361000000.0,613100000.0,257200000.0,-35200000.0,5858000.0,-5858000.0,-51908000.0,807780000.0,-257309000.0,16197000.0,-168036000.0,277868000.0,235720000.0,-182708000.0,132103000.0,48487000.0,-151115000.0,347503000.0,-57890000.0
,cashAtEndOfPeriod,2228000000.0,1867100000.0,1254000000.0,996800000.0,1031971000.0,1288305000.0,1318656000.0,1717184000.0,909404000.0,1166713000.0,1150516000.0,1318552000.0,1040684000.0,804964000.0,987672000.0,855569000.0,807082000.0,958197000.0,610694000.0
,cashAtBeginningOfPeriod,1867000000.0,1254000000.0,996800000.0,1032000000.0,1288305000.0,1318656000.0,1717184000.0,909404000.0,1166713000.0,1150516000.0,1318552000.0,1040684000.0,804964000.0,987672000.0,855569000.0,807082000.0,958197000.0,610694000.0,668584000.0
,operatingCashFlow,1342000000.0,1413400000.0,656700000.0,530400000.0,134526000.0,254572000.0,393816000.0,1027561000.0,679698000.0,855304000.0,540742000.0,269925000.0,999135000.0,1203561000.0,922997000.0,1020152000.0,834165000.0,741228000.0,364963000.0
,capitalExpenditure,-121000000.0,-110300000.0,-82800000.0,-62100000.0,-85233000.0,-114896000.0,-83603000.0,-52326000.0,-56457000.0,-35747000.0,-51211000.0,-55885000.0,-56068000.0,-58676000.0,-74706000.0,-55200000.0,-58409000.0,-81751000.0,-74667000.0
,freeCashFlow,1221000000.0,1303100000.0,573900000.0,468300000.0,49293000.0,139676000.0,310213000.0,975235000.0,623241000.0,819557000.0,489531000.0,214040000.0,943067000.0,1144885000.0,848291000.0,964952000.0,775756000.0,659477000.0,290296000.0
