date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,dividendsPaid,-861092000000.0,-759736000000.0,-766728000000.0,0.0,0.0,0.0,0.0,0.0,-278173000000.0,-46331000000.0,-72427000000.0,-94416000000.0,-223467000000.0,-1228478467023.85,-176355007004.55,-166788248283.45,-1610000000.0,-343652500000.0,-53916963208.24,-162596583841.2,0.0,0.0
,otherFinancingActivites,3730991000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1535580527.6,-1464561336.81,594061157393.73,412336000000.0,-84733750000.0,-27065243169.92,1688583446975.4,854716812022.5,572434000000.0
,netCashUsedProvidedByFinancingActivities,25262276000000.0,2277608000000.0,11743772000000.0,14688746000000.0,3181326000000.0,3255265000000.0,-755066000000.0,1707139000000.0,-3646254000000.0,4774881000000.0,-1011550000000.0,569346000000.0,29423719000000.0,18674115208128.4,10694750255819.5,-1299118617413.72,-8847496000000.0,1423876250000.0,16699339258853.7,9480735897078.0,16205472778702.5,4856610000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-171805000000.0,137019000000.0,-67950000000.0,-133240000000.0,89142000000.0,65557000000.0,12227000000.0,41452000000.0,-13560000000.0,32982000000.0,-20214000000.0,-62973000000.0,79996000000.0,-2084269667.34,-17305952222.79,-5171380035.75,-37690000000.0,1478750000.0,-25125741391.22,5509855466.85,0.0,-1159000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2561367000000.0,-519091000000.0,-1762082000000.0,0.0,-119623000000.0,0.0,31759000000.0,6575000000.0,1822919000000.0,1489225000000.0,0.0,0.0,0.0,-1004622661305.83,657175550208.54,265181373129.83,-340677000000.0,-165046250000.0,286839857553.72,1339792381731.9,1090160553532.5,-383703000000.0
,cashAtEndOfPeriod,8685092000000.0,6123725000000.0,6642816000000.0,0.0,0.0,0.0,0.0,0.0,6563723000000.0,4740804000000.0,0.0,0.0,0.0,2772030904753.11,3600302481747.51,3052855002546.08,2721980000000.0,3324408750000.0,3327374850588.74,3041986866848.4,6426027796830.0,1280960000000.0
,cashAtBeginningOfPeriod,6123725000000.0,6642816000000.0,8404898000000.0,0.0,0.0,0.0,0.0,0.0,4740804000000.0,3251579000000.0,0.0,0.0,0.0,3776653566058.94,2943126931538.97,2787673629416.25,3062657000000.0,3489455000000.0,3040534993035.02,1702194485116.5,5335867243297.5,1664663000000.0
,operatingCashFlow,-11540694000000.0,0.0,0.0,0.0,-1783799000000.0,-1140145000000.0,71813000000.0,833231000000.0,0.0,0.0,4335663000000.0,3879984000000.0,3423770000000.0,1806103936413.21,3887884313571.72,4610897373421.25,4722026000000.0,7065007500000.0,5995520757154.88,2911095933544.8,2384379260790.0,197976000000.0
,capitalExpenditure,-607721000000.0,12786000000.0,2272000000.0,0.0,0.0,0.0,0.0,0.0,8740000000.0,859000000.0,0.0,0.0,0.0,-378639513911.33,-299909517407.28,-129399420450.1,-217732000000.0,-364270000000.0,-613772241784.2,-384561104752.95,0.0,-256055000000.0
,freeCashFlow,-12148415000000.0,12786000000.0,2272000000.0,0.0,-1783799000000.0,-1140145000000.0,71813000000.0,833231000000.0,8740000000.0,859000000.0,4335663000000.0,3879984000000.0,3423770000000.0,1427464422501.88,3587974796164.44,4481497952971.15,4504294000000.0,6700737500000.0,5381748515370.68,2526534828791.85,2384379260790.0,-58079000000.0
