date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,dividendsPaid,-5259367000.0,-6176842000000.0,-4136878000.0,-3668551000000.0,-2966384000.0,0.0,0.0,-4535519000.0,-5129000000.0,-5387601000000.0,-1919906000.0,-1488705000.0,-2217814000.0,-2628726000.0,-3081782000.0,-3133833000.0,-3658365000.0,-3139150000.0,-1490129000.0,-809365673.7,-572454555.87,-513620129.1,-114054080.0
,otherFinancingActivites,15186000.0,0.0,95993000.0,0.0,-106969000.0,0.0,0.0,20667000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55558705.2,-19727037.13,197170233.4,651823900.0
,netCashUsedProvidedByFinancingActivities,-10564590000.0,-9781959000.0,-6934104000.0,-5257610000.0,-4777988000.0,5372658000.0,-3627824000.0,-4622030000.0,-2080179000.0,-4728913000.0,-3593848000.0,-1581492000.0,-2247679350.76,-1739763983.36,-3363869475.0,-3646702000.0,-4168662748.12,-3957982957.29,-2675611885.02,865709316.3,132834306.36,-692526130.8,508773020.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2368704000.0,12049000000.0,-669010000.0,-1054772000000.0,-231735000.0,0.0,0.0,-589549000.0,4255737000000.0,1383627000000.0,-720301000.0,536010000.0,807731000.0,720239000.0,-250420000.0,224879000.0,23645000.0,-275708000.0,284342000.0,109259570.4,-963717533.38,-1007686215.2,37937480.0
,cashAtEndOfPeriod,5762081000.0,3393377000000.0,3381328000.0,4050338000000.0,5105110000.0,0.0,0.0,6543936000.0,7196079000000.0,2940342000000.0,1556715000.0,2277016000.0,1741006000.0,933275000.0,213036000.0,463456000.0,238577000.0,214932000.0,490640000.0,206294553.6,-888442029.93,68471530.7,900833920.0
,cashAtBeginningOfPeriod,3393377000.0,3381328000000.0,4050338000.0,5105110000000.0,5336845000.0,0.0,0.0,7133485000.0,2940342000000.0,1556715000000.0,2277016000.0,1741006000.0,933275000.0,213036000.0,463456000.0,238577000.0,214932000.0,490640000.0,206298000.0,97034983.2,75275503.45,1076157745.9,862896440.0
,operatingCashFlow,19341750000.0,17721196000000.0,11941427000.0,12641060000000.0,11440825000.0,9897205000000.0,9384219000000.0,9576280000.0,0.0,0.0,0.0,4413403000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3769262427.9,2641997605.83,2686241604.1,2138514000.0
,capitalExpenditure,-8289264000.0,0.0,-8517458000.0,0.0,-7470869000.0,0.0,0.0,-5837172000.0,0.0,0.0,0.0,0.0,0.0,-1991579000.0,-1720886000.0,-1673691000.0,-1338907000.0,-1321226000.0,-1568751000.0,-4478478914.1,-4217364433.97,-2859788682.7,-2593763760.0
,freeCashFlow,11052486000.0,17721196000000.0,3423969000.0,12641060000000.0,3969956000.0,9897205000000.0,9384219000000.0,3739108000.0,0.0,0.0,0.0,4413403000.0,0.0,-1991579000.0,-1720886000.0,-1673691000.0,-1338907000.0,-1321226000.0,-1568751000.0,-709216486.2,-1575366828.14,-173547078.6,-455249760.0
