date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,otherInvestingActivites,801000000.0,-331000000.0,-523000000.0,-463000000.0,-3004000000.0,-543000000.0,-3392000000.0,-1330000000.0,1540000000.0,-900000000.0,-1487000000.0,2606000000.0,944000000.0,-1055522800.0,662461500.0,-2343391500.0,-1151763070.0,-2292943290.0,43456350.0,-1844071680.0,23087705600.0,-2129172500.0,-24330120.0,-492560240.0,811605180.0,685935900.0,458215050.0,-1461125500.0,-202909000.0,-475334250.0
,netCashUsedForInvestingActivites,-15201000000.0,-3541000000.0,-4132000000.0,-16070000000.0,-8283000000.0,-7987000000.0,-7513000000.0,-11109000000.0,-4888000000.0,4541000000.0,-12541000000.0,-37462000000.0,-8544000000.0,-27579580400.0,-14833674000.0,1032681000.0,-4820095160.0,-3407069340.0,2989796880.0,4861643520.0,17372739000.0,-15347075380.0,-17233835000.0,-7189790600.0,-5247921630.0,-5284026020.0,-4106111850.0,-6121224000.0,-2240483000.0,-4806281250.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2417000000.0,-7466000000.0,-1748000000.0,-4830000000.0,-1072000000.0,-1336000000.0,-9384000000.0,-5094000000.0,-9670000000.0,-1259000000.0,-1449000000.0,-9804000000.0,-4216000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,197000000.0,107000000.0,98000000.0,131000000.0,169000000.0,0.0,90000000.0,159000000.0,0.0,0.0,0.0,0.0,97134000.0,122931000.0,119155500.0,13315180.0,158134020.0,29002767990.0,157165200.0,2031566200.0,0.0,0.0,0.0,0.0,7758697180.0,0.0,0.0,0.0,18389250.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,-26000000.0,0.0,0.0,0.0,-93000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-150946110.0,0.0,-157165200.0,-389225300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-5996000000.0,-4450000000.0,-3425000000.0,-3424000000.0,-12263000000.0,-11337000000.0,-9846000000.0,-9153000000.0,-8632000000.0,-7455000000.0,-6677000000.0,-6318000000.0,-8240000000.0,-8146304800.0,-7321224000.0,-4130724000.0,-292933960.0,-208449390.0,-643153980.0,-4295848800.0,-4205531900.0,-4002844300.0,-3803608760.0,-2820304600.0,-1918964790.0,-1495804180.0,-1186754700.0,-940188000.0,-832846000.0,-758417250.0
,otherFinancingActivites,-4079000000.0,-32000000.0,78000000.0,218000000.0,-39000000.0,615000000.0,-277000000.0,-1307000000.0,-118000000.0,52000000.0,-175000000.0,199000000.0,0.0,0.0,0.0,-7943700.0,-1511272930.0,7187910.0,0.0,0.0,0.0,0.0,948874680.0,95334240.0,6878010.0,0.0,0.0,-88351000.0,-347137000.0,-24519000.0
,netCashUsedProvidedByFinancingActivities,-12492000000.0,-6900000000.0,-4077000000.0,5478000000.0,-11742000000.0,-10710000000.0,-18225000000.0,-9508000000.0,-9385000000.0,-6494000000.0,-5670000000.0,-1701000000.0,-7208000000.0,6268380800.0,-15393693000.0,-6084874200.0,-14653355590.0,-11910366870.0,5605869150.0,28300213680.0,-237332500.0,13533020410.0,-794783920.0,2073519720.0,-1808916630.0,5682995500.0,-1835830800.0,341735000.0,2171904000.0,2631891750.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-2707000000.0,258000000.0,1372000000.0,-91000000.0,2757000000.0,-2664000000.0,5929000000.0,641000000.0,-1752000000.0,-217000000.0,-306000000.0,-328000000.0,1255000000.0,407962800.0,54636000.0,-285973200.0,213042880.0,-539093250.0,-1208086530.0,733437600.0,436691800.0,-332150910.0,-275741360.0,254224640.0,1444382100.0,266421480.0,-409200150.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-1467000000.0,6690000000.0,2505000000.0,-1082000000.0,-3258000000.0,-764000000.0,-1107000000.0,-2587000000.0,6006000000.0,7812000000.0,8066000000.0,-15015000000.0,9503000000.0,-1657753600.0,-11739910500.0,11319772500.0,3368740540.0,6986648520.0,-2711676240.0,33214245600.0,6645310000.0,10765096160.0,-10899893760.0,10121318480.0,3672857340.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,43612000000.0,45079000000.0,38389000000.0,35884000000.0,36966000000.0,40224000000.0,40988000000.0,42095000000.0,44682000000.0,38676000000.0,30864000000.0,22798000000.0,37813000000.0,28363128000.0,29879062500.0,41712368700.0,77061604250.0,73144172160.0,66357846450.0,68806924560.0,35865687400.0,28982296070.0,18247590000.0,29275556200.0,19045209690.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,45079000000.0,38389000000.0,35884000000.0,36966000000.0,40224000000.0,40988000000.0,42095000000.0,44682000000.0,38676000000.0,30864000000.0,22798000000.0,37813000000.0,28310000000.0,30020881600.0,41618973000.0,30392596200.0,73692863710.0,66157523640.0,69069522690.0,35592678960.0,29220377400.0,18217199910.0,29147483760.0,19154237720.0,15372352350.0,11782854460.0,8790005400.0,9228512000.0,7803866000.0,6464100000.0
,operatingCashFlow,28933000000.0,16873000000.0,9342000000.0,9601000000.0,14010000000.0,20597000000.0,18702000000.0,17389000000.0,22031000000.0,9982000000.0,26583000000.0,24476000000.0,24000000000.0,19245483200.0,18432820500.0,16657938900.0,22629148410.0,22850365890.0,-10107947010.0,-681049200.0,-10926788300.0,12911302040.0,7396356480.0,14975420200.0,9292191510.0,2795437320.0,9440566800.0,5351903500.0,1482579000.0,3576430500.0
,capitalExpenditure,-5310000000.0,-6663000000.0,-4900000000.0,-5321000000.0,-10612000000.0,-11640000000.0,-6845000000.0,-5418000000.0,-7070000000.0,-6509000000.0,-5330000000.0,-5449000000.0,-5542000000.0,-4325700800.0,-3817690500.0,-3360185100.0,-2469965890.0,-1804165410.0,-2746441320.0,-8298322560.0,-12379263200.0,-9078791540.0,-8969704240.0,-7269235800.0,-6286501140.0,-6363629480.0,-4901490000.0,-4345035500.0,-3843252000.0,-3607636500.0
,freeCashFlow,23623000000.0,10210000000.0,4442000000.0,4280000000.0,3398000000.0,8957000000.0,11857000000.0,11971000000.0,14961000000.0,3473000000.0,21253000000.0,19027000000.0,18458000000.0,14919782400.0,14615130000.0,13297753800.0,20159182520.0,21046200480.0,-12854388330.0,-8979371760.0,-23306051500.0,3832510500.0,-1573347760.0,7706184400.0,3005690370.0,-3568192160.0,4539076800.0,1006868000.0,-2360673000.0,-31206000.0
