date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,netCashUsedProvidedByFinancingActivities,2463245000.0,299012000.0,-324257000.0,-563712000.0,691866000.0,1216258000.0,-235625000.0,-291143000.0,-382479000.0,-1057641000.0,-1492636000.0,815515000.0,667572000.0,1151939000.0,-287457000.0,476673000.0,1650564000.0,286184000.0,934898000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,3031000.0,7485000.0,-1733000.0,-3880000.0,-1129000.0,412000.0,-1217000.0,1903000.0,4247000.0,4994000.0,-1884000.0,-465000.0,7028000.0,-2659000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1128092000.0,138969000.0,-587311000.0,351352000.0,373033000.0,-102075000.0,-252877000.0,709822000.0,462632000.0,4088000.0,-733331000.0,857926000.0,-141216000.0,485713000.0,355118000.0,104028000.0,-11291000.0,231908000.0,70376000.0
,cashAtEndOfPeriod,0.0,2358292000.0,2219323000.0,2804474000.0,2453122000.0,2080089000.0,2182164000.0,2435041000.0,1725219000.0,1262587000.0,1258499000.0,1991830000.0,1133904000.0,1275120000.0,789407000.0,434289000.0,330261000.0,341552000.0,109644000.0
,cashAtBeginningOfPeriod,0.0,2219323000.0,2806634000.0,2453122000.0,2080089000.0,2182164000.0,2435041000.0,1725219000.0,1262587000.0,1258499000.0,1991830000.0,1133904000.0,1275120000.0,789407000.0,434289000.0,330261000.0,341552000.0,109644000.0,39268000.0
,operatingCashFlow,-1072425000.0,901070000.0,961489000.0,1876577000.0,970546000.0,572813000.0,1098317000.0,1676642000.0,1185718000.0,1515835000.0,1057312000.0,593956000.0,523183000.0,659172000.0,240766000.0,48475000.0,-114765000.0,-21774000.0,-10348000.0
,capitalExpenditure,56215000.0,-1069293000.0,-1602386000.0,-949045000.0,-1240928000.0,-1925152000.0,-1345940000.0,-506786000.0,-240985000.0,-184146000.0,-283828000.0,-540929000.0,-1376771000.0,-1050586000.0,-702816000.0,-877074000.0,-1007993000.0,-414989000.0,-66255000.0
,freeCashFlow,-1016210000.0,-168223000.0,-640897000.0,927532000.0,-270382000.0,-1352339000.0,-247623000.0,1169856000.0,944733000.0,1331689000.0,773484000.0,53027000.0,-853588000.0,-391414000.0,-462050000.0,-828599000.0,-1122758000.0,-436763000.0,-76603000.0
