date,,2020-12-26_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-25_FY,2003-12-27_FY,2002-12-28_FY,2001-12-29_FY
,otherFinancingActivites,0.0,1028803000.0,1211719000.0,9087000.0,13009000.0,9438000.0,956721000.0,1124018000.0,22282000.0,25650000.0,1260936000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-461760000.0,-416028000.0,-286161000.0,-448412000.0,-561676000.0,-500092000.0,-599622000.0,-406800000.0,-249800000.0,-307413000.0,-510800000.0,-161200000.0,-808100000.0,-136100000.0,-132700000.0,-70937000.0,-51100000.0,-69800000.0,-10200000.0,-22500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-5942000.0,-15810000.0,26716000.0,-8656000.0,-31594000.0,-37302000.0,-800000.0,5400000.0,-499000.0,-17600000.0,9900000.0,-9100000.0,100000.0,100000.0,-444000.0,2100000.0,2600000.0,-200000.0,-8000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,431110000.0,-174167000.0,310046000.0,44763000.0,13667000.0,-363198000.0,17119000.0,-52000000.0,-56000000.0,26200000.0,169400000.0,395200000.0,-11400000.0,370400000.0,3000000.0,84400000.0,-24400000.0,57600000.0,23900000.0,-58900000.0
,cashAtEndOfPeriod,1458748000.0,1027565000.0,1201534000.0,891646000.0,846737000.0,833070000.0,1196219000.0,1179200000.0,1231200000.0,1287100000.0,1261000000.0,1091500000.0,696300000.0,707700000.0,337400000.0,334300000.0,249900000.0,274400000.0,216700000.0,192800000.0
,cashAtBeginningOfPeriod,1027638000.0,1201732000.0,891488000.0,846883000.0,833070000.0,1196268000.0,1179100000.0,1231200000.0,1287200000.0,1260900000.0,1091600000.0,696300000.0,707700000.0,337300000.0,334400000.0,249900000.0,274300000.0,216800000.0,192800000.0,251700000.0
,operatingCashFlow,1135267000.0,698549000.0,919520000.0,660842000.0,705682000.0,280467000.0,522711000.0,630100000.0,684700000.0,822300000.0,770600000.0,1094500000.0,862200000.0,682100000.0,361900000.0,247000000.0,208900000.0,173500000.0,161900000.0,130000000.0
,capitalExpenditure,-1799000.0,-118031000.0,-155755000.0,-139696000.0,-90960000.0,-80592000.0,-73339000.0,-56083000.0,-38445000.0,-38366000.0,-32232000.0,-49199000.0,-119623000.0,560000.0,67000.0,37000.0,-79900000.0,-33400000.0,-12500000.0,-27700000.0
,freeCashFlow,1133468000.0,578141000.0,759165000.0,508914000.0,609007000.0,195986000.0,444652000.0,572900000.0,639500000.0,777000000.0,734500000.0,1037700000.0,735600000.0,522400000.0,265900000.0,216300000.0,129000000.0,140100000.0,149400000.0,102300000.0
