date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,21000000.0,-2000000.0,-41000000.0,112000000.0,-15000000.0,-44000000.0,-39000000.0,-8000000.0,2000000.0,-4000000.0,-7000000.0,11000000.0,-23000000.0,11000000.0,10000000.0,-15000000.0,13000000.0,17000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1180000000.0,-138000000.0,3000000.0,160000000.0,338000000.0,-103000000.0,-161000000.0,296000000.0,64000000.0,120000000.0,95000000.0,15000000.0,-24000000.0,-88000000.0,95000000.0,-158000000.0,-13000000.0,153000000.0
,cashAtEndOfPeriod,2096000000.0,895000000.0,1033000000.0,1030000000.0,870000000.0,532000000.0,635000000.0,796000000.0,500000000.0,436000000.0,286000000.0,191000000.0,176000000.0,200000000.0,288000000.0,193000000.0,351000000.0,364000000.0
,cashAtBeginningOfPeriod,895000000.0,1033000000.0,1030000000.0,870000000.0,532000000.0,635000000.0,796000000.0,500000000.0,436000000.0,316000000.0,191000000.0,176000000.0,200000000.0,288000000.0,193000000.0,351000000.0,364000000.0,211000000.0
,operatingCashFlow,1774000000.0,1081000000.0,1288000000.0,862000000.0,920000000.0,243000000.0,477000000.0,561000000.0,525000000.0,439000000.0,489000000.0,418000000.0,211000000.0,268000000.0,147000000.0,140000000.0,490000000.0,493000000.0
,capitalExpenditure,0.0,-305000000.0,-268000000.0,-300000000.0,-218000000.0,-146000000.0,-113000000.0,-112000000.0,-135000000.0,-111000000.0,-83000000.0,-96000000.0,-94000000.0,-185000000.0,-55000000.0,-32000000.0,-49000000.0,-57000000.0
,freeCashFlow,1774000000.0,776000000.0,966000000.0,487000000.0,617000000.0,85000000.0,360000000.0,442000000.0,388000000.0,328000000.0,406000000.0,322000000.0,117000000.0,83000000.0,92000000.0,108000000.0,441000000.0,436000000.0
