date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2000-12-31_FY
,netCashUsedProvidedByFinancingActivities,-96200000.0,-50500000.0,-85900000.0,-73400000.0,314600000.0,14200000.0,64600000.0,-66400000.0,-61900000.0,-55700000.0,-55100000.0,-53300000.0,-162300000.0,-59100000.0,-96200000.0,-53800000.0,-71200000.0,-36300000.0,-69800000.0,-43300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-4500000.0,-1000000.0,-14800000.0,4700000.0,4900000.0,-25100000.0,-11100000.0,-6300000.0,3600000.0,-5000000.0,4900000.0,12200000.0,-2600000.0,1200000.0,1700000.0,2500000.0,4600000.0,3500000.0,2500000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-13700000.0,7700000.0,-9600000.0,-40800000.0,19000000.0,-208400000.0,107200000.0,59500000.0,-30200000.0,39200000.0,77600000.0,-21100000.0,22500000.0,4700000.0,-39700000.0,37400000.0,7100000.0,-9300000.0,-4000000.0,0.0
,cashAtEndOfPeriod,21000000.0,34700000.0,27000000.0,36600000.0,77400000.0,58400000.0,266800000.0,159600000.0,100100000.0,130300000.0,91100000.0,13500000.0,34600000.0,12100000.0,7400000.0,47100000.0,9700000.0,2600000.0,11900000.0,0.0
,cashAtBeginningOfPeriod,34700000.0,27000000.0,36600000.0,77400000.0,58400000.0,266800000.0,159600000.0,100100000.0,130300000.0,91100000.0,13500000.0,34600000.0,12100000.0,7400000.0,47100000.0,9700000.0,2600000.0,11900000.0,15900000.0,0.0
,operatingCashFlow,175200000.0,159600000.0,190700000.0,146900000.0,167300000.0,137900000.0,242900000.0,238300000.0,151700000.0,252300000.0,241200000.0,118900000.0,254100000.0,118500000.0,95600000.0,87900000.0,99700000.0,69100000.0,82400000.0,72100000.0
,capitalExpenditure,-84900000.0,-98100000.0,-96800000.0,-114100000.0,-182200000.0,-217600000.0,-125200000.0,-122700000.0,-130900000.0,-107400000.0,-112100000.0,-94100000.0,-67800000.0,-48000000.0,-36400000.0,-31800000.0,-26900000.0,-20600000.0,-19500000.0,0.0
,freeCashFlow,90300000.0,61500000.0,93900000.0,32800000.0,-14900000.0,-79700000.0,117700000.0,115600000.0,20800000.0,144900000.0,129100000.0,24800000.0,186300000.0,70500000.0,59200000.0,56100000.0,72800000.0,48500000.0,62900000.0,72100000.0
