date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,otherFinancingActivites,0.0,-83000.0,-2162000.0,-6902000.0,-4256000.0,0.0,-2471000.0,-12686000.0,-5331000.0,-7077000.0,-983000.0,114695000.0,-694000.0,-121000.0,-119000.0,-108000.0,0.0,0.0,0.0,-103000.0,35323000.0,60941000.0
,netCashUsedProvidedByFinancingActivities,-85128000.0,-63686000.0,-104488000.0,-90398000.0,141774000.0,-54142000.0,-117113000.0,468976000.0,99387000.0,112929000.0,62092000.0,100922000.0,-13457000.0,-7800000.0,-81067000.0,-140763000.0,-6369000.0,-42630000.0,-30514000.0,-44532000.0,11743000.0,73487000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-5640000.0,-1387000.0,1358000.0,438000.0,-8828000.0,10644000.0,-12104000.0,-1644000.0,-2546000.0,-44400000.0,40809000.0,-1840000.0,-17744000.0,-22985000.0,258000.0,16963000.0,-6041000.0,36477000.0,-2041000.0,10639000.0,-4801000.0,5867000.0
,cashAtEndOfPeriod,4150000.0,9790000.0,11177000.0,9773000.0,9335000.0,18163000.0,7519000.0,19623000.0,21267000.0,23813000.0,68213000.0,27404000.0,29244000.0,46988000.0,69973000.0,69715000.0,52752000.0,58793000.0,22316000.0,24357000.0,13718000.0,18519000.0
,cashAtBeginningOfPeriod,9790000.0,11177000.0,9819000.0,9335000.0,18163000.0,7519000.0,19623000.0,21267000.0,23813000.0,68213000.0,27404000.0,29244000.0,46988000.0,69973000.0,69715000.0,52752000.0,58793000.0,22316000.0,24357000.0,13718000.0,18519000.0,12652000.0
,operatingCashFlow,68449000.0,81915000.0,80202000.0,95930000.0,94370000.0,102890000.0,103166000.0,92028000.0,70356000.0,60961000.0,53102000.0,69358000.0,64308000.0,70114000.0,74863000.0,65174000.0,61729000.0,39377000.0,30488000.0,33406000.0,14537000.0,9635000.0
,capitalExpenditure,-77919000.0,-70746000.0,-51057000.0,37756000.0,27262000.0,85426000.0,14192000.0,-461621000.0,-183711000.0,-174020000.0,-38781000.0,-104544000.0,-73888000.0,0.0,0.0,-75988000.0,-1641000.0,-2388000.0,-1174000.0,-733000.0,-9952000.0,-77255000.0
,freeCashFlow,-9470000.0,11169000.0,29145000.0,41624000.0,-215748000.0,4253000.0,84605000.0,-8115000.0,33054000.0,-1269000.0,14321000.0,-35186000.0,-9580000.0,70114000.0,74863000.0,-10814000.0,60088000.0,36989000.0,29314000.0,32673000.0,4585000.0,-67620000.0
