date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,otherInvestingActivites,-437000000.0,11000000.0,-1000000.0,-18000000.0,12000000.0,99000000.0,741000000.0,94000000.0,-1610000000.0,-692000000.0,3101000000.0,-206000000.0,-52999737.2,8000684.5,55999205.9,110001142.9,85999373.8,-217733400.0,-130000000.0,-119000000.0,147255944.557295,657027953.927786,577200099.593327,1194065165.64174,231188135.767373,-258050559.367081,379907133.811735,-229276374.179043,68251103.392838,33681374.200067
,netCashUsedForInvestingActivites,-6556000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-721000000.0,-203000000.0,-2300000000.0,-2795000000.0,-9361000000.0,-3518000000.0,-3476000000.0,-1832000000.0,-681000000.0,-496000000.0,-11307000000.0,-22195000000.0,-12666999893.4,-1017000435.0,-1102000290.0,-806999611.2,-2040999079.3,-201671100.0,-409201900.620118,0.0,-8966994563.26921,-3488505564.90229,-2109956344.92489,-2282532731.60087,-2003630509.9839,-1055380431.42345,-226693557.212764,-2073841784.50979,-265420957.638815,-538901987.201078
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48000000.0,92000000.0,14877000000.0,23000188.6,36999903.3,31000507.0,104000736.5,33000524.2,32124600.0,37000000.0,7000000.0,4462301.350221,13036268.927139,8285168.893684,13538153.805462,15412542.384492,10816490.512393,18760846.11416,7396012.070292,1516691.186508,91688185.322406
,commonStockRepurchased,-208000000.0,-1552000000.0,-5386000000.0,-2083000000.0,0.0,-2028000000.0,0.0,0.0,-1471000000.0,-5504000000.0,0.0,0.0,0.0,-1648000468.0,-2369999558.3,-877000338.5,0.0,0.0,0.0,0.0,-49085314.852432,-28679791.639705,-618625944.061748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-6132000000.0,-10334000000.0,-5356000000.0,-4250000000.0,-2725000000.0,-4076000000.0,-3710000000.0,-3322000000.0,-3038000000.0,-2236000000.0,-1754000000.0,-876000000.0,-1933000127.4,-1506999697.0,-2573000851.7,-1140999296.8,-906000328.4,-833000000.0,-948000000.0,-803000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,130000000.0,105000000.0,37000000.0,-31000000.0,182000000.0,115000000.0,1308000000.0,266000000.0,2946000000.0,58000000.0,412000000.0,-44000000.0,434001149.6,-114001221.4,-50998680.8,7999395.0,5002481.9,833000000.0,213000000.0,-18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-7130000000.0,-12219000000.0,-12951000000.0,-9141000000.0,-7491000000.0,-7670000000.0,-5436000000.0,-934000000.0,6325000000.0,-3426000000.0,-10610000000.0,-2463000000.0,-9455998289.2,34928998896.3,-5581999587.6,-2410998729.7,-2722995732.3,-169546500.0,-1107000000.0,-173000000.0,3161540506.63162,-2250060016.82412,-323121586.853681,-425098029.491503,786039661.609069,448111749.799122,89114019.042259,-295840482.811668,-83418015.257913,-91688185.322406
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,165000000.0,-54000000.0,151000000.0,-12000000.0,-35000000.0,-159000000.0,-156000000.0,-261000000.0,49000000.0,-71000000.0,-139000000.0,-284000000.0,0.0,0.0,0.0,0.0,-9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39085096.071166,2958404.828117,3033382.373015,24325436.922271
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2354000000.0,-2862000000.0,342000000.0,2358000000.0,-1165000000.0,-3046000000.0,2191000000.0,2937000000.0,-2432000000.0,-305000000.0,5817000000.0,3108000000.0,-507000000.0,819000000.0,-1645000000.0,2041000000.0,85000000.0,1662436600.0,-130000000.0,40000000.0,-66934520.2533197,-265939886.11363,190558884.55474,222025722.40957,63362674.247354,23178193.955127,512796460.453701,528075261.818827,-25783750.170628,-144081434.078066
,cashAtEndOfPeriod,10381000000.0,8027000000.0,10889000000.0,10547000000.0,8189000000.0,9354000000.0,12400000000.0,10209000000.0,7222000000.0,9654000000.0,9959000000.0,4142000000.0,1034000000.0,1541000000.0,722000000.0,2367000000.0,326000000.0,-83000000.0,325000000.0,679000000.0,-5245435237.18485,-1572174032.61292,-2620875093.36874,-2277117470.07869,-464088776.244135,720069225.539279,1361724747.11943,803206910.833678,282104560.690398,379851053.478537
,cashAtBeginningOfPeriod,8027000000.0,10889000000.0,10547000000.0,8189000000.0,9354000000.0,12400000000.0,10209000000.0,7272000000.0,9654000000.0,9959000000.0,4142000000.0,1034000000.0,1541000000.0,722000000.0,2367000000.0,326000000.0,241000000.0,-1745436600.0,455000000.0,639000000.0,-5178500716.93153,-1306234146.49929,-2811433977.92348,-2499143192.48826,-527451450.491489,696891031.584152,848928286.665729,275131649.014851,307888310.861026,523932487.556603
,operatingCashFlow,15875000000.0,14912000000.0,11821000000.0,13884000000.0,8465000000.0,9383000000.0,14286000000.0,15078000000.0,9368000000.0,20030000000.0,18277000000.0,9212000000.0,13657002495.6,6868000391.0,6298998710.9,6934998941.9,2882997805.1,1458099900.0,2720000000.0,2450000000.0,2659531604.73175,2612468292.99858,2695441613.4119,2715753653.37565,1262115970.81892,1446319302.79993,967746978.722074,806165315.661795,470174267.81733,518318925.189926
,capitalExpenditure,-6189000000.0,-5488000000.0,-5430000000.0,-4482000000.0,-3012000000.0,-4685000000.0,-8162000000.0,-13001000000.0,-17458000000.0,-12335000000.0,-4591000000.0,-5388000000.0,-8574003102.8,-5000002180.1,-3991997523.0,-2816000357.2,-2446000942.1,-1402774200.0,-1433000000.0,-1430000000.0,-1423474130.72052,-1488741911.47923,-2054721885.63366,-2856550452.95246,-1938555331.02716,-1631744854.44094,-983381017.15054,-522158452.162594,-430740296.968134,-653044421.990195
,freeCashFlow,9686000000.0,9424000000.0,6391000000.0,9402000000.0,5453000000.0,4698000000.0,6124000000.0,2077000000.0,-8090000000.0,7695000000.0,13686000000.0,3824000000.0,5082999392.8,1867998210.9,2307001187.9,4118998584.7,436996863.0,55325700.0,1287000000.0,1020000000.0,1236057474.01123,1123726381.51935,640719727.778239,-140796799.576804,-676439360.208241,-185425551.641016,-15634038.428466,284006863.499201,39433970.849195,-134725496.800269
