date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-04-30_FY,2014-04-30_FY,2013-04-30_FY,2012-04-30_FY,2011-04-30_FY,2010-04-30_FY,2009-04-30_FY,2008-04-30_FY,2007-04-30_FY,2006-04-30_FY,2005-04-30_FY,2004-04-30_FY,2003-04-30_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1853000.0,7680000.0,-21683000.0,12777000.0,-1362000.0,-660340.482864,878962.404505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,140432000.0,374979000.0,100631000.0,-3302000.0,167180000.0,34454137.939638,-34583474.046422,51159159.633971,-912092.615617,-3613133.001798,27405152.924539,-11556220.630732,-10578958.02567,15224181.637627,697429.977628,-2448108.450928,5871194.939218,-3337.33376100007
,cashAtEndOfPeriod,847638000.0,707206000.0,332227000.0,231598000.0,234898000.0,66800841.643034,35499858.5263,75878016.483191,25491714.734117,27413677.917681,29203994.661833,1512919.546007,30716739.085188,23975591.947278,8422304.250559,6843623.751387,8541957.700493,2556976.095117
,cashAtBeginningOfPeriod,707206000.0,332227000.0,231596000.0,234900000.0,67718000.0,32346703.703396,70083332.572722,24718856.84922,26403807.349734,31026810.919479,1798841.737294,13069140.176739,41295697.110858,8751410.309651,7724874.272931,9291732.202315,2670762.761275,2560313.428878
,operatingCashFlow,1315791000.0,919390000.0,548790000.0,296822000.0,180928000.0,64997796.092847,24879290.988582,24348281.518667,52177812.20064,30917347.370649,-950211.634415,-4303607.655903,2137143.267754,-6365024.826216,-4299058.612975,-20492410.813382,-12787170.218348,-1467295.803737
,capitalExpenditure,-582727000.0,-456423000.0,-293590000.0,-131840000.0,-73694000.0,-39447443.051871,-102751891.640273,-109344427.535229,-72674928.153598,-60025966.564385,-34040575.048053,-11145232.650668,-7562047.177759,-6438851.132978,-13052168.232662,-7435976.692564,-3526711.949392,-4916549.90999
,freeCashFlow,733064000.0,462967000.0,255200000.0,164982000.0,107234000.0,25550353.040976,-77872600.651692,-84996146.016562,-20497115.952958,-29108619.193736,-34990786.682469,-15448840.306571,-5424903.910005,-12803875.959195,-17351226.845638,-27928387.505946,-16313882.16774,-6383845.713728
