date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,7631000.0,2573000.0,-1370000.0,8383000.0,-25347000.0,-10327000.0,-7705000.0,-1032000.0,1463000.0,-3843000.0,349000.0,239000.0,-13637000.0,-36000.0,43000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,194338000.0,-156210000.0,182711000.0,51063000.0,109760000.0,96604000.0,53707000.0,39022000.0,76526000.0,41568000.0,-65345000.0,30780000.0,-17573000.0,128055000.0,27565000.0,476000.0,21646000.0,-2003000.0
,cashAtEndOfPeriod,838224000.0,643886000.0,800096000.0,609587000.0,558524000.0,448764000.0,352160000.0,298453000.0,259431000.0,182905000.0,141337000.0,206682000.0,175902000.0,193475000.0,81778000.0,37855000.0,37379000.0,15733000.0
,cashAtBeginningOfPeriod,643886000.0,800096000.0,617385000.0,558524000.0,448764000.0,352160000.0,298453000.0,259431000.0,182905000.0,141337000.0,206682000.0,175902000.0,193475000.0,65420000.0,54213000.0,37379000.0,15733000.0,17736000.0
,operatingCashFlow,978371000.0,504697000.0,849574000.0,516551000.0,416098000.0,356851000.0,215972000.0,198714000.0,160158000.0,147836000.0,44995000.0,88101000.0,18270000.0,146175000.0,53717000.0,66682000.0,46557000.0,17806000.0
,capitalExpenditure,-53330000.0,-70816000.0,-33324000.0,-31300000.0,-18439000.0,-16189000.0,-13521000.0,-4487000.0,-13941000.0,-8662000.0,-8567000.0,-2260000.0,-1159000.0,-6727000.0,-2184000.0,-1024000.0,-1048000.0,-602000.0
,freeCashFlow,925041000.0,433881000.0,816250000.0,485251000.0,397659000.0,340662000.0,202451000.0,194227000.0,146217000.0,139174000.0,36428000.0,85841000.0,17111000.0,139448000.0,51533000.0,65658000.0,45509000.0,17204000.0
