date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-25000000.0,-3533785530.0,2011000000.0,23000000.0,326000000.0,77870460.0,39150016.0,51190336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-84000000.0,-958314720.0,7918000000.0,-622000000.0,904000000.0,181363812.0,-6434759.0,185021864.0,-65236874.0,-454652559.0,472846848.0,40641380.0,-326006911.0,643656287.0,69430551.0,8119677.0,3602.0,-3872.0
,cashAtEndOfPeriod,141000000.0,13476300750.0,9097000000.0,799000000.0,1421000000.0,516597918.0,335234106.0,341668865.0,279881871.0,454045300.0,908697859.0,435851011.0,395209631.0,721211541.0,77555254.0,8124703.0,5026.0,1424.0
,cashAtBeginningOfPeriod,225000000.0,14434615470.0,1179000000.0,1421000000.0,517000000.0,335234106.0,341668865.0,156647001.0,345118745.0,908697859.0,435851011.0,395209631.0,721216542.0,77555254.0,8124703.0,5026.0,1424.0,5296.0
,operatingCashFlow,693000000.0,48035525340.0,22935000000.0,10716000000.0,5979000000.0,4580662424.0,2615959652.0,1795813916.0,1344454142.0,637203485.0,660223767.0,962054117.0,750062755.0,328640428.0,89657976.0,-14623272.0,-228605.0,-868021.0
,capitalExpenditure,-124000000.0,-34858697940.0,-25413000000.0,-10725000000.0,-7188000000.0,-4797918069.0,-2331067374.0,-1197754080.0,-776800847.0,-767237680.0,-568260070.0,-974895108.0,-740966502.0,-820846059.0,-9577728.0,-64740.0,0.0,0.0
,freeCashFlow,569000000.0,13176827400.0,-2478000000.0,-9000000.0,-1209000000.0,-217255645.0,284892278.0,598059836.0,567653295.0,-130034195.0,91963697.0,-12840991.0,9096253.0,-492205631.0,80080248.0,-14688012.0,-228605.0,-868021.0
