date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-50000000.0,-16578000.0,-14456000.0,-28401000.0,-34840000.0,-133710000.0,-480000.0,-26104000.0,-12204000.0,-37887000.0,-42000.0,-41000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,1000.0,2000.0,474000.0,521000.0,2349000.0,5641000.0,4547000.0,2219000.0,1753000.0,759000.0,2351000.0,700000.0,1300000.0,2100000.0,1500000.0,400000.0,32900000.0,185800000.0
,commonStockRepurchased,-24319000.0,-46000.0,-23120000.0,-10246000.0,-19346000.0,-17552000.0,0.0,0.0,-1350000.0,-5377000.0,0.0,0.0,-75577000.0,-57152000.0,-84106000.0,-94355000.0,-38348000.0,-50700000.0,-24668000.0,-1069000.0,-49606000.0,-45100000.0,-23300000.0,-7200000.0,-3900000.0,-1100000.0,-31000000.0,0.0
,dividendsPaid,-21469000.0,-46990000.0,-29509000.0,-20031000.0,-16646000.0,-13348000.0,-11297000.0,-22220000.0,-8062000.0,-5754000.0,-5801000.0,-23617000.0,-25495000.0,-24797000.0,-23128000.0,-19625000.0,-125783000.0,-9066000.0,-6201000.0,-6277000.0,-6469000.0,-4400000.0,-3500000.0,-2300000.0,0.0,0.0,-1300000.0,0.0
,otherFinancingActivites,-515000.0,276000.0,194000.0,1335000.0,1718000.0,-1353000.0,525000.0,1758000.0,738000.0,-137000.0,-199000.0,-1380000.0,2093000.0,4908000.0,-1724000.0,0.0,-349000.0,0.0,0.0,0.0,-524000.0,-100000.0,0.0,-200000.0,-200000.0,-700000.0,-800000.0,-6000000.0
,netCashUsedProvidedByFinancingActivities,3697000.0,-47338000.0,-66891000.0,-57343000.0,-69114000.0,-90963000.0,-11252000.0,-46566000.0,-20878000.0,-49079000.0,-6041000.0,-25036000.0,-98545000.0,-76558000.0,83545000.0,-105055000.0,-160960000.0,-61075000.0,-29282000.0,-15007000.0,-47016000.0,-51600000.0,-80500000.0,-25400000.0,-48900000.0,-28500000.0,-11000000.0,-22000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-325000.0,52000.0,-32000.0,135000.0,-252000.0,-565000.0,-4000.0,-254000.0,536000.0,227000.0,693000.0,-787000.0,239000.0,188000.0,34000.0,153000.0,47000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,51452000.0,-1539000.0,-35338000.0,5042000.0,-23523000.0,-32994000.0,36575000.0,-7120000.0,1202000.0,4667000.0,20892000.0,-21416000.0,-73503000.0,-25922000.0,170353000.0,-24080000.0,-54328000.0,6168000.0,27576000.0,34088000.0,5056000.0,-10400000.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,72276000.0,20824000.0,22363000.0,57701000.0,52659000.0,76182000.0,109176000.0,72601000.0,79721000.0,78519000.0,73852000.0,52960000.0,74376000.0,147879000.0,173801000.0,3448000.0,27528000.0,81856000.0,75688000.0,48112000.0,14024000.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,20824000.0,22363000.0,57701000.0,52659000.0,76182000.0,109176000.0,72601000.0,79721000.0,78519000.0,73852000.0,52960000.0,74376000.0,147879000.0,173801000.0,3448000.0,27528000.0,81856000.0,75688000.0,48112000.0,14024000.0,8968000.0,19400000.0,21900000.0,9100000.0,7500000.0,6700000.0,4800000.0,3200000.0
,operatingCashFlow,52696000.0,55247000.0,42497000.0,78633000.0,58369000.0,55106000.0,59889000.0,61301000.0,37701000.0,63162000.0,51331000.0,21933000.0,86137000.0,119189000.0,131589000.0,103335000.0,125533000.0,100480000.0,125323000.0,87587000.0,104851000.0,86700000.0,87600000.0,77400000.0,60900000.0,35500000.0,24000000.0,30200000.0
,capitalExpenditure,-15709000.0,-9120000.0,-18773000.0,-17645000.0,-22967000.0,-19787000.0,-19305000.0,-19005000.0,-22884000.0,-9094000.0,-9922000.0,-22537000.0,-60038000.0,-59073000.0,-41505000.0,-30301000.0,-23035000.0,-27207000.0,-31078000.0,-38516000.0,-42065000.0,-47800000.0,-29700000.0,-23400000.0,-13300000.0,-11200000.0,-11000000.0,-6600000.0
,freeCashFlow,36987000.0,46127000.0,23724000.0,60988000.0,35402000.0,35319000.0,40584000.0,42296000.0,14817000.0,54068000.0,41409000.0,-604000.0,26099000.0,60116000.0,90084000.0,73034000.0,102498000.0,73273000.0,94245000.0,49071000.0,62786000.0,38900000.0,57900000.0,54000000.0,47600000.0,24300000.0,13000000.0,23600000.0
