date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-01-01_FY,2011-01-02_FY,2010-01-03_FY,2008-12-28_FY,2007-12-30_FY,2006-12-31_FY,2006-01-01_FY,2005-01-02_FY,2003-12-28_FY,2002-12-29_FY,2001-12-30_FY,2000-12-31_FY,2000-01-02_FY,1999-01-03_FY,1997-12-28_FY,1996-12-29_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-829996000.0,-848335000.0,-301082000.0,-1448202000.0,-944070000.0,-323893000.0,-696726000.0,-1134544000.0,-456485000.0,-289832000.0,-397445000.0,-267474000.0,-100156000.0,-237299000.0,0.0,-53398000.0,-58704000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,275867000.0,0.0,441000.0,55112000.0,319000.0,460000.0,0.0,0.0,0.0,0.0,0.0,105341000.0,0.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,1100000.0,17600000.0,0.0
,commonStockRepurchased,-9009000.0,0.0,-95175000.0,0.0,0.0,0.0,0.0,0.0,-9702000.0,-72500000.0,-80400000.0,1500000.0,800000.0,228700000.0,-3955000.0,3000000.0,1600000.0,-131200000.0,1300000.0,-1200000.0,-4933000.0,-7700000.0,-6900000.0,1800000.0,52300000.0,0.0,0.0,0.0
,dividendsPaid,-216145000.0,-232546000.0,-229498000.0,-227463000.0,-194748000.0,-186984000.0,-170234000.0,-147156000.0,-108193000.0,-9911000.0,0.0,-176000.0,-125000.0,-389000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4500000.0,0.0
,otherFinancingActivites,-2789000.0,-14035000.0,-4630000.0,-13684000.0,-25077000.0,-8446000.0,-26229000.0,-31084000.0,-15638000.0,0.0,0.0,0.0,0.0,0.0,2793000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0
,netCashUsedProvidedByFinancingActivities,-96744000.0,-250654000.0,-124966000.0,164719000.0,119668000.0,332250000.0,-88900000.0,-69040000.0,-222282000.0,454000000.0,243700000.0,52100000.0,53700000.0,372300000.0,21663000.0,24600000.0,-47100000.0,-17200000.0,129200000.0,-11200000.0,-9921000.0,7100000.0,-6900000.0,1700000.0,51600000.0,600000.0,4800000.0,-3400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,3566000.0,-352000.0,-10099000.0,-3013000.0,1120000.0,-3226000.0,-3259000.0,-3803000.0,1735000.0,-2300000.0,4200000.0,4500000.0,-6200000.0,600000.0,3732000.0,-1400000.0,1600000.0,5200000.0,-3100000.0,-2200000.0,-2247000.0,700000.0,-500000.0,-1200000.0,200000.0,-100000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,244381000.0,-17000000.0,-49073000.0,13339000.0,8400000.0,18301000.0,-10788000.0,20370000.0,-11623000.0,5100000.0,5800000.0,2200000.0,-12700000.0,-67100000.0,54426000.0,-34900000.0,37000000.0,27600000.0,-10900000.0,12300000.0,-7208000.0,20800000.0,-8700000.0,-15400000.0,43500000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,311853000.0,67472000.0,84472000.0,81377000.0,68038000.0,59638000.0,41337000.0,52125000.0,31755000.0,44800000.0,39700000.0,33900000.0,31700000.0,44400000.0,111520000.0,57900000.0,99800000.0,62800000.0,35200000.0,46100000.0,33821000.0,41000000.0,20300000.0,29000000.0,44400000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,67472000.0,84472000.0,133545000.0,68038000.0,59638000.0,41337000.0,52125000.0,31755000.0,43378000.0,39700000.0,33900000.0,31700000.0,44400000.0,111500000.0,57094000.0,92800000.0,62800000.0,35200000.0,46100000.0,33800000.0,41029000.0,20200000.0,29000000.0,44400000.0,900000.0,6000000.0,0.0,100000.0
,operatingCashFlow,441733000.0,338143000.0,274475000.0,381042000.0,-28028000.0,142157000.0,202541000.0,192189000.0,264240000.0,188900000.0,126200000.0,130900000.0,71300000.0,78900000.0,45952000.0,34800000.0,40400000.0,21300000.0,22200000.0,29500000.0,25906000.0,24800000.0,-14000000.0,21400000.0,9100000.0,1200000.0,4000000.0,3300000.0
,capitalExpenditure,-108800000.0,-117244000.0,-195666000.0,-148406000.0,-81565000.0,-117581000.0,-114224000.0,-117566000.0,-107549000.0,1483000.0,528000.0,-149800000.0,-131000000.0,-115200000.0,-43165000.0,-31500000.0,-10200000.0,-6800000.0,-160700000.0,-8300000.0,-19138000.0,-39000000.0,-24500000.0,-24000000.0,-12500000.0,-6400000.0,-300000.0,-300000.0
,freeCashFlow,332933000.0,220899000.0,78809000.0,232636000.0,-109593000.0,24576000.0,88317000.0,74623000.0,156691000.0,-35800000.0,29100000.0,-18900000.0,-59700000.0,-36300000.0,2787000.0,3300000.0,30200000.0,14500000.0,-138500000.0,21200000.0,6768000.0,-14200000.0,-38500000.0,-2600000.0,-3400000.0,-5200000.0,3700000.0,3000000.0
