date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,otherFinancingActivites,-153936000.0,-66652000.0,-32049000.0,-108069000.0,-19988000.0,-18068000.0,-348505000.0,-93591000.0,63411000.0,-15580000.0,12245000.0,-23229000.0,25861000.0,-22287000.0,-119000.0,-997000.0,-5912000.0,0.0,29180000.0,0.0,-5967000.0
,netCashUsedProvidedByFinancingActivities,815526000.0,1202082000.0,470912000.0,4607860000.0,-894292000.0,1873182000.0,107401000.0,574907000.0,-222721000.0,748728000.0,309686000.0,323598000.0,145106000.0,1145013000.0,46107000.0,134611000.0,19239000.0,52288000.0,16924000.0,107799000.0,339847000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,40702000.0,8766000.0,-33907000.0,31187000.0,-10495000.0,-15127000.0,-11959000.0,-521000.0,6958000.0,-911000.0,-4804000.0,4937000.0,-5050000.0,-2238000.0,247000.0,-155000.0,-217000.0,-190000.0,498000.0,-1873000.0,1992000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-260918000.0,1259009000.0,-823097000.0,677454000.0,-1480362000.0,1617921000.0,349023000.0,9681000.0,-26610000.0,-164018000.0,96785000.0,125849000.0,-70426000.0,208070000.0,-36704000.0,93329000.0,-931000.0,19212000.0,-17615000.0,-115942000.0,-28392000.0
,cashAtEndOfPeriod,1625695000.0,1886613000.0,627604000.0,1450701000.0,748476000.0,2228838000.0,610917000.0,261894000.0,252213000.0,278823000.0,442841000.0,346056000.0,220207000.0,290633000.0,82563000.0,119267000.0,25938000.0,60428000.0,41216000.0,58831000.0,174773000.0
,cashAtBeginningOfPeriod,1886613000.0,627604000.0,1450701000.0,773247000.0,2228838000.0,610917000.0,261894000.0,252213000.0,278823000.0,442841000.0,346056000.0,220207000.0,290633000.0,82563000.0,119267000.0,25938000.0,26869000.0,41216000.0,58831000.0,174773000.0,203165000.0
,operatingCashFlow,2309826000.0,1992728000.0,1815426000.0,1439233000.0,1016580000.0,894793000.0,689420000.0,604608000.0,632026000.0,587609000.0,392872000.0,355492000.0,267558000.0,120020000.0,75412000.0,67595000.0,36912000.0,-17266000.0,-27509000.0,-68854000.0,-68073000.0
,capitalExpenditure,-2282504000.0,-169153000.0,-182418000.0,-95083000.0,-28118000.0,-38282000.0,-16791000.0,-74332000.0,-24656000.0,-713741000.0,-594258000.0,-369542000.0,-471128000.0,-537341000.0,-162291000.0,-45412000.0,-22934000.0,-7750000.0,-6508000.0,-57791000.0,-370768000.0
,freeCashFlow,27322000.0,-86793000.0,-280748000.0,60508000.0,-96785000.0,26673000.0,29217000.0,32202000.0,-132474000.0,-126132000.0,-201386000.0,-14050000.0,-203570000.0,-417321000.0,-86879000.0,22183000.0,13978000.0,-25016000.0,-34017000.0,-126645000.0,-438841000.0
