date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-6172000.0,9352000.0,-2721000.0,551000.0,1551000.0,-6865000.0,5333000.0,-5984000.0,-126733000.0,82972000.0,46714000.0,-10329000.0,-44683000.0,20885000.0,-4842000.0,9304000.0,-13300000.0,19000000.0,-30100000.0
,cashAtEndOfPeriod,9214000.0,15386000.0,6034000.0,8755000.0,6992000.0,5441000.0,12306000.0,6973000.0,12957000.0,139690000.0,56718000.0,10004000.0,20333000.0,65016000.0,44131000.0,48973000.0,51200000.0,19000000.0,-25529000.0
,cashAtBeginningOfPeriod,15386000.0,6034000.0,8755000.0,8204000.0,5441000.0,12306000.0,6973000.0,12957000.0,139690000.0,56718000.0,10004000.0,20333000.0,65016000.0,44131000.0,48973000.0,39669000.0,64500000.0,0.0,4571000.0
,operatingCashFlow,193284000.0,208484000.0,202869000.0,242805000.0,235809000.0,217334000.0,215883000.0,215079000.0,223252000.0,270343000.0,275750000.0,281543000.0,296515000.0,282527000.0,278948000.0,270887000.0,328900000.0,247200000.0,112000000.0
,capitalExpenditure,-529636000.0,-429753000.0,-224019000.0,-115093000.0,-459896000.0,-501444000.0,-286309000.0,-542170000.0,-108487000.0,-215609000.0,-114147000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,-336352000.0,-221269000.0,-21150000.0,127712000.0,-224087000.0,-284110000.0,-70426000.0,-327091000.0,114765000.0,54734000.0,161603000.0,281543000.0,296515000.0,282527000.0,278948000.0,270887000.0,328900000.0,247200000.0,112000000.0
