date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,otherInvestingActivites,87000000.0,53000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149000000.0,-121000000.0,0.0,-156000000.0,-356000000.0,-503000000.0,-202000000.0,0.0,-50000000.0,-3000000.0,-2400000.0,-38900000.0,-281500000.0,-157000000.0,-21700000.0,-12800000.0,1700000.0,-3500000.0
,netCashUsedForInvestingActivites,-411000000.0,-5041000000.0,-1921000000.0,-1010000000.0,-887000000.0,-2186000000.0,-745000000.0,-475000000.0,-579000000.0,769000000.0,-480000000.0,-793000000.0,324000000.0,-474000000.0,-9312000000.0,-551000000.0,-1622000000.0,-871000000.0,-468000000.0,-800000000.0,-107000000.0,-185000000.0,-2224800000.0,-251000000.0,-398200000.0,-164000000.0,-43500000.0,-49000000.0,-50500000.0,-10800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-6843000000.0,-4560000000.0,-1171000000.0,-3216000000.0,-820000000.0,-1715000000.0,-810000000.0,-1790000000.0,-390000000.0,-1815000000.0,-1700000000.0,-2825000000.0,-1425000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,975000000.0,123000000.0,101000000.0,85000000.0,111000000.0,114000000.0,60000000.0,74000000.0,21000000.0,21000000.0,31000000.0,33000000.0,71000000.0,132000000.0,1545000000.0,94000000.0,225000000.0,260000000.0,107000000.0,42000000.0,29000000.0,704000000.0,99800000.0,96200000.0,71600000.0,32000000.0,16000000.0,400000.0,121900000.0,0.0
,commonStockRepurchased,-535000000.0,0.0,0.0,0.0,0.0,0.0,-125000000.0,-500000000.0,-600000000.0,-492000000.0,0.0,0.0,0.0,-60000000.0,0.0,-734000000.0,-360000000.0,-570000000.0,0.0,0.0,-222000000.0,-127000000.0,0.0,-186700000.0,-49800000.0,0.0,0.0,-57400000.0,0.0,0.0
,dividendsPaid,-28000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20000000.0,0.0
,otherFinancingActivites,-147000000.0,121000000.0,-18000000.0,-33000000.0,-65000000.0,-156000000.0,-34000000.0,-160000000.0,-146000000.0,0.0,0.0,0.0,4000000.0,2000000.0,6000000.0,-1000000.0,-3000000.0,4000000.0,1000000.0,0.0,2000000.0,-1000000.0,-5000000.0,500000.0,800000.0,14000000.0,0.0,-3200000.0,1000000.0,0.0
,netCashUsedProvidedByFinancingActivities,293000000.0,2973000000.0,1432000000.0,110000000.0,-206000000.0,1322000000.0,-150000000.0,-596000000.0,-744000000.0,-1721000000.0,-496000000.0,-820000000.0,-1350000000.0,-680000000.0,8439000000.0,-954000000.0,439000000.0,487000000.0,-175000000.0,437000000.0,-638000000.0,-544000000.0,1977400000.0,161900000.0,207700000.0,6000000.0,5100000.0,-51000000.0,97900000.0,-13200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-2000000.0,10000000.0,-8000000.0,4000000.0,-2000000.0,-4000000.0,-4000000.0,-1000000.0,3000000.0,-2000000.0,0.0,1000000.0,-1000000.0,4000000.0,7000000.0,-5000000.0,4000000.0,8000000.0,4000000.0,-1000000.0,-4000000.0,-4000000.0,1300000.0,-5600000.0,-2600000.0,-5000000.0,-100000.0,-300000.0,-500000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1388000000.0,-222000000.0,-188000000.0,530000000.0,-123000000.0,-268000000.0,370000000.0,10000000.0,-60000000.0,54000000.0,-651000000.0,-777000000.0,189000000.0,-216000000.0,979000000.0,-607000000.0,625000000.0,411000000.0,97000000.0,126000000.0,-10000000.0,-6000000.0,0.0,0.0,0.0,-139000000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,1995000000.0,607000000.0,829000000.0,1017000000.0,196000000.0,319000000.0,587000000.0,217000000.0,207000000.0,267000000.0,213000000.0,864000000.0,1641000000.0,1452000000.0,1668000000.0,689000000.0,1296000000.0,671000000.0,277000000.0,180000000.0,54000000.0,64000000.0,0.0,0.0,0.0,115000000.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,607000000.0,829000000.0,1017000000.0,487000000.0,319000000.0,587000000.0,217000000.0,207000000.0,267000000.0,213000000.0,864000000.0,1641000000.0,1452000000.0,1668000000.0,689000000.0,1296000000.0,671000000.0,260000000.0,180000000.0,54000000.0,64000000.0,70000000.0,58000000.0,72200000.0,117300000.0,254000000.0,60800000.0,95400000.0,5900000.0,300000.0
,operatingCashFlow,1508000000.0,1836000000.0,310000000.0,1426000000.0,972000000.0,600000000.0,1269000000.0,1082000000.0,1260000000.0,1008000000.0,325000000.0,835000000.0,1216000000.0,934000000.0,1845000000.0,903000000.0,1804000000.0,787000000.0,736000000.0,490000000.0,739000000.0,727000000.0,258500000.0,80500000.0,134300000.0,25000000.0,67800000.0,65800000.0,42500000.0,29600000.0
,capitalExpenditure,-376000000.0,-461000000.0,-316000000.0,-319000000.0,-376000000.0,-247000000.0,-259000000.0,-245000000.0,-226000000.0,-304000000.0,-278000000.0,-362000000.0,-362000000.0,-363000000.0,-341000000.0,-341000000.0,-274000000.0,-188000000.0,-112000000.0,-121000000.0,-76000000.0,-80000000.0,-2234000000.0,-238200000.0,-135300000.0,-69000000.0,-35800000.0,-35800000.0,-10400000.0,-7300000.0
,freeCashFlow,1132000000.0,1375000000.0,-6000000.0,1107000000.0,596000000.0,353000000.0,1010000000.0,837000000.0,1034000000.0,704000000.0,47000000.0,473000000.0,854000000.0,571000000.0,1504000000.0,562000000.0,1530000000.0,599000000.0,624000000.0,369000000.0,663000000.0,647000000.0,-1975500000.0,-157700000.0,-1000000.0,-44000000.0,32000000.0,30000000.0,32100000.0,22300000.0
