date,,2019-02-28_FY,2018-02-28_FY,2017-02-28_FY,2016-02-29_FY,2015-02-28_FY,2014-02-28_FY,2013-02-28_FY,2012-02-29_FY,2011-02-28_FY,2010-02-28_FY,2009-02-28_FY,2008-02-29_FY,2007-02-28_FY,2006-02-28_FY,2005-02-28_FY,2004-02-29_FY,2003-02-28_FY,2002-02-28_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-43852000.0,60139000.0,-6361000.0,-16113000.0,-45301000.0,-9550000.0,-12416000.0,-2600000.0,8839000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,158964000.0,633324000.0,163030000.0,-119695000.0,400731000.0,159658000.0,-62133000.0,-93413000.0,254512000.0,-127430000.0,-162172000.0,150481000.0,259692000.0,127378000.0,-321135000.0,499639000.0,-10218000.0,-29745000.0
,cashAtEndOfPeriod,1883096000.0,1724132000.0,1090808000.0,927778000.0,1047473000.0,646742000.0,487084000.0,549217000.0,642630000.0,388118000.0,515548000.0,677720000.0,527239000.0,267547000.0,140169000.0,544889000.0,45250000.0,55468000.0
,cashAtBeginningOfPeriod,1724132000.0,1090808000.0,927778000.0,1047473000.0,646742000.0,487084000.0,549217000.0,642630000.0,388118000.0,515548000.0,677720000.0,527239000.0,267547000.0,140169000.0,461304000.0,45250000.0,55468000.0,85213000.0
,operatingCashFlow,1012782000.0,923138000.0,783717000.0,716092000.0,622795000.0,540580000.0,465297000.0,391883000.0,290748000.0,255249000.0,236439000.0,203076000.0,0.0,186552000.0,122217000.0,61575000.0,-758000.0,-7479000.0
,capitalExpenditure,-61266000.0,-84967000.0,-69123000.0,-41553000.0,-45648000.0,-79587000.0,-85671000.0,-46269000.0,-32759000.0,-28420000.0,-24485000.0,-41797000.0,-22635000.0,-16757000.0,-14921000.0,-13209000.0,-6766000.0,-6752000.0
,freeCashFlow,940973000.0,821451000.0,702820000.0,660575000.0,571024000.0,443021000.0,345259000.0,340265000.0,243896000.0,226829000.0,211954000.0,161279000.0,-22635000.0,169795000.0,107296000.0,48366000.0,-7524000.0,-14231000.0
