date,,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-01-25_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,53000000.0,-125000000.0,-429000000.0,-13000000.0,-418000000.0,-197000000.0,585000000.0,-577000000.0,-1115000000.0,-389000000.0,659000000.0,-180000000.0,-276000000.0,-269000000.0,-1633000000.0,1693000000.0,520000000.0,-366000000.0
,cashAtEndOfPeriod,162000000.0,-9000000.0,-304000000.0,106000000.0,-299000000.0,-84000000.0,706000000.0,-402000000.0,-946000000.0,-226000000.0,826000000.0,-61000000.0,-157000000.0,-160000000.0,3054000000.0,4687000000.0,2908000000.0,-360000000.0
,cashAtBeginningOfPeriod,109000000.0,116000000.0,125000000.0,119000000.0,119000000.0,113000000.0,121000000.0,175000000.0,169000000.0,163000000.0,167000000.0,119000000.0,119000000.0,109000000.0,4687000000.0,2994000000.0,2388000000.0,6000000.0
,operatingCashFlow,428000000.0,359000000.0,454000000.0,334000000.0,440000000.0,239000000.0,-1814000000.0,-10000000.0,820000000.0,592000000.0,1574000000.0,1157000000.0,1252000000.0,1266000000.0,1419000000.0,61000000.0,748000000.0,1329000000.0
,capitalExpenditure,-309000000.0,-392000000.0,-395000000.0,-427000000.0,-320000000.0,-252000000.0,-951000000.0,-810000000.0,-634000000.0,-499000000.0,-600000000.0,-969000000.0,-1243000000.0,-772000000.0,-535000000.0,-412000000.0,-373000000.0,-658000000.0
,freeCashFlow,119000000.0,-33000000.0,59000000.0,-93000000.0,120000000.0,-13000000.0,-2765000000.0,-820000000.0,186000000.0,93000000.0,974000000.0,188000000.0,9000000.0,494000000.0,884000000.0,-351000000.0,375000000.0,671000000.0
