date,,2021-01-02_FY,2019-12-29_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-01-03_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2005-02-01_FY,2005-01-01_FY,2004-01-03_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,2000-01-01_FY,1999-01-02_FY,1998-01-03_FY,1996-12-28_FY,1995-12-30_FY,1994-12-31_FY
,netCashUsedForInvestingActivites,-187000000.0,-222100000.0,-210200000.0,-341400000.0,-473400000.0,-306400000.0,-273200000.0,-250400000.0,-173100000.0,-219600000.0,-303000000.0,-241700000.0,-86100000.0,-52900000.0,-546200000.0,-30900000.0,-20000000.0,-20800000.0,-20600000.0,-47700000.0,-47600000.0,-42300000.0,-448300000.0,-109600000.0,-116200000.0,-80900000.0,-71200000.0,-31700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-188000000.0,0.0,-457800000.0,-150000000.0,-5300000.0,0.0,-100000000.0,-2400000.0,-30300000.0,-219100000.0,0.0,-55000000.0,0.0,-69000000.0,-49000000.0,0.0,22000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,41800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0
,commonStockRepurchased,0.0,-187000000.0,-228600000.0,-241700000.0,-120400000.0,-68800000.0,-46300000.0,-53400000.0,-31300000.0,-37400000.0,15000000.0,4500000.0,-28100000.0,-55200000.0,-20300000.0,-32100000.0,0.0,-14600000.0,-2500000.0,8300000.0,1800000.0,-23500000.0,-6000000.0,-74300000.0,-20000000.0,-4500000.0,-87500000.0,0.0
,dividendsPaid,-243000000.0,-216600000.0,-192000000.0,-169400000.0,-147500000.0,-127900000.0,-107600000.0,-92000000.0,-81500000.0,-76700000.0,-71300000.0,-69000000.0,-69700000.0,-64800000.0,-63600000.0,-57800000.0,-57000000.0,-57700000.0,-58200000.0,-56500000.0,-55600000.0,-55000000.0,-52700000.0,-51000000.0,-49900000.0,-46300000.0,-44100000.0,-46200000.0
,otherFinancingActivites,0.0,0.0,431700000.0,351200000.0,-24100000.0,12300000.0,80000000.0,39200000.0,62900000.0,-5900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-84000000.0,-409400000.0,-502200000.0,-256100000.0,-116000000.0,-226000000.0,-206900000.0,-137800000.0,-127000000.0,-293700000.0,34800000.0,475600000.0,-103000000.0,-151400000.0,233000000.0,-161600000.0,-75000000.0,-75700000.0,-84800000.0,-166100000.0,-114900000.0,-158100000.0,215600000.0,23600000.0,-67200000.0,-49700000.0,-94200000.0,-72400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,500000.0,-3200000.0,3400000.0,-1900000.0,-4200000.0,-2500000.0,-1300000.0,-300000.0,-1800000.0,600000.0,2600000.0,-3100000.0,2800000.0,2800000.0,-8200000.0,0.0,3600000.0,6100000.0,1400000.0,-600000.0,-1300000.0,-300000.0,400000.0,-1200000.0,0.0,-300000.0,-800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,738000000.0,43600000.0,48900000.0,14400000.0,-15200000.0,-40100000.0,-84700000.0,3100000.0,28900000.0,-386600000.0,-127200000.0,583600000.0,22800000.0,29600000.0,-107000000.0,20400000.0,53000000.0,53900000.0,77700000.0,11700000.0,600000.0,-11500000.0,2600000.0,-10600000.0,10300000.0,-900000.0,7200000.0,0.0
,cashAtEndOfPeriod,923000000.0,228100000.0,140900000.0,92000000.0,77600000.0,92800000.0,132900000.0,217600000.0,214500000.0,185600000.0,572200000.0,699400000.0,115800000.0,93000000.0,63400000.0,170400000.0,150000000.0,150000000.0,96100000.0,18400000.0,6700000.0,6100000.0,17600000.0,15100000.0,25700000.0,15300000.0,16200000.0,0.0
,cashAtBeginningOfPeriod,184000000.0,184500000.0,92000000.0,77600000.0,92800000.0,132900000.0,217600000.0,214500000.0,185600000.0,572200000.0,699400000.0,115800000.0,93000000.0,63400000.0,170400000.0,150000000.0,96000000.0,96100000.0,18400000.0,6700000.0,6100000.0,17600000.0,15000000.0,25700000.0,15400000.0,16200000.0,9000000.0,6700000.0
,operatingCashFlow,1008000000.0,674600000.0,764500000.0,608500000.0,576100000.0,496500000.0,397900000.0,392600000.0,329300000.0,128500000.0,140400000.0,347100000.0,215000000.0,231100000.0,203400000.0,221100000.0,146000000.0,146800000.0,177000000.0,224100000.0,163700000.0,190200000.0,235600000.0,75000000.0,194900000.0,129700000.0,172900000.0,107200000.0
,capitalExpenditure,1000000.0,-99400000.0,495000000.0,484000000.0,-74300000.0,413000000.0,404000000.0,392000000.0,375000000.0,-61200000.0,344000000.0,1000000.0,327000000.0,16000000.0,11000000.0,-40100000.0,17000000.0,-38700000.0,-29400000.0,-45800000.0,-53600000.0,-57600000.0,-35400000.0,-46800000.0,-55400000.0,-52300000.0,-31600000.0,-41800000.0
,freeCashFlow,1009000000.0,575200000.0,673600000.0,526500000.0,501800000.0,416100000.0,317300000.0,322000000.0,249900000.0,67300000.0,89300000.0,282700000.0,141100000.0,169200000.0,152900000.0,181000000.0,163000000.0,108100000.0,147600000.0,178300000.0,110100000.0,132600000.0,200200000.0,28200000.0,139500000.0,77400000.0,141300000.0,65400000.0
