date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,otherFinancingActivites,-135000000.0,-168000000.0,-52000000.0,-150000000.0,-101000000.0,127000000.0,134000000.0,9000000.0,-188000000.0,-21000000.0,-418000000.0,-35000000.0,74000000.0,-259000000.0,-318000000.0,-5000000.0,15260000.0,0.0,-3000.0
,netCashUsedProvidedByFinancingActivities,-1680000000.0,-2777000000.0,-455000000.0,-864000000.0,-1801000000.0,296000000.0,-65000000.0,-212000000.0,689000000.0,-854000000.0,-915000000.0,2570000000.0,123000000.0,465000000.0,-347000000.0,38000000.0,-475216000.0,547000000.0,-530075000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,6000000.0,-3000000.0,-4000000.0,6000000.0,1000000.0,-21000000.0,-18000000.0,-24000000.0,4000000.0,41000000.0,8000000.0,44000000.0,-54000000.0,50000000.0,3000000.0,-3000000.0,2315000.0,-21000000.0,-91000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,3299000000.0,-1140000000.0,191000000.0,516000000.0,393000000.0,379000000.0,848000000.0,-6000000.0,-199000000.0,-2296000000.0,841000000.0,2780000000.0,-796000000.0,65000000.0,84000000.0,301000000.0,-348366000.0,912000000.0,252252000.0
,cashAtEndOfPeriod,5648000000.0,2349000000.0,3489000000.0,3298000000.0,2756000000.0,2782000000.0,2403000000.0,1555000000.0,1561000000.0,1760000000.0,4056000000.0,3215000000.0,435000000.0,1231000000.0,1166000000.0,1082000000.0,782706000.0,1314000000.0,401683000.0
,cashAtBeginningOfPeriod,2349000000.0,3489000000.0,3298000000.0,2782000000.0,2363000000.0,2403000000.0,1555000000.0,1561000000.0,1760000000.0,4056000000.0,3215000000.0,435000000.0,1231000000.0,1166000000.0,1082000000.0,781000000.0,1131072000.0,402000000.0,149431000.0
,operatingCashFlow,4882000000.0,2866000000.0,1827000000.0,2335000000.0,2786000000.0,2145000000.0,1438000000.0,1543000000.0,2372000000.0,3584000000.0,3167000000.0,2947000000.0,1292000000.0,663000000.0,1225000000.0,1243000000.0,1556752000.0,589000000.0,670308000.0
,capitalExpenditure,-1302000000.0,-1463000000.0,-1032000000.0,-866000000.0,-1133000000.0,-1401000000.0,-1110000000.0,-1900000000.0,-3210000000.0,-2787000000.0,-1402000000.0,-1769000000.0,-1875000000.0,-1670000000.0,-1551000000.0,-1251000000.0,-717961000.0,-501000000.0,-300057000.0
,freeCashFlow,3580000000.0,1403000000.0,795000000.0,1469000000.0,1653000000.0,744000000.0,328000000.0,-357000000.0,-838000000.0,797000000.0,1765000000.0,1178000000.0,-583000000.0,-1007000000.0,-326000000.0,-8000000.0,838791000.0,88000000.0,370251000.0
