date,,2020-09-03_FY,2019-08-29_FY,2018-08-30_FY,2017-08-31_FY,2016-09-01_FY,2015-09-03_FY,2014-08-28_FY,2013-08-29_FY,2012-08-30_FY,2011-09-01_FY,2010-09-02_FY,2009-09-03_FY,2008-10-08_FY,2008-08-28_FY,2007-10-12_FY,2007-08-30_FY,2006-08-31_FY,2005-09-01_FY,2004-09-02_FY,2003-08-28_FY,2002-08-29_FY,2001-08-30_FY,2000-08-31_FY,1999-09-02_FY,1998-09-03_FY,1997-08-28_FY,1996-08-29_FY,1995-08-31_FY,1994-09-01_FY
,otherInvestingActivites,0.0,3597000000.0,343000000.0,190000000.0,2897000000.0,-1327000000.0,253000000.0,-463000000.0,-607000000.0,512000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,-122900000.0,0.0,0.0,0.0,0.0,27200000.0,0.0
,netCashUsedForInvestingActivites,-7589000000.0,-10085000000.0,-8216000000.0,-7537000000.0,-3068000000.0,-6232000000.0,-2453000000.0,-1712000000.0,-2312000000.0,-2201000000.0,-448000000.0,-674000000.0,-2092000000.0,-2092000000.0,-2391000000.0,-2391000000.0,-1756000000.0,-1084000000.0,-1313000000.0,-518000000.0,-514000000.0,-1383000000.0,-1522700000.0,-2028000000.0,-186000000.0,-679000000.0,-980000000.0,-770600000.0,-480000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-40000000.0,-3340000000.0,-10194000000.0,-2558000000.0,-870000000.0,-2329000000.0,-3843000000.0,-743000000.0,-203000000.0,-1215000000.0,-840000000.0,-429000000.0,-698000000.0,0.0,-193000000.0,0.0,0.0,-300000000.0,-106000000.0,-106000000.0,-175000000.0,-73000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000000.0,0.0,28000000.0,8000000.0,276000000.0,4000000.0,0.0,69000000.0,0.0,113000000.0,40000000.0,37000000.0,53000000.0,244000000.0,118000000.0,247900000.0,0.0,0.0,0.0,0.0,18400000.0,0.0
,commonStockRepurchased,-26000000.0,-2550000000.0,1655000000.0,-35000000.0,-99000000.0,-811000000.0,189000000.0,145000000.0,-6000000.0,-135000000.0,8000000.0,276000000.0,0.0,4000000.0,0.0,69000000.0,0.0,41000000.0,420000000.0,54000000.0,72000000.0,598000000.0,0.0,617000000.0,24000000.0,90000000.0,25000000.0,0.0,12000000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31000000.0,-30800000.0,-12000000.0
,otherFinancingActivites,0.0,3631000000.0,8924000000.0,-511000000.0,2763000000.0,2495000000.0,1981000000.0,1107000000.0,1097000000.0,314000000.0,0.0,0.0,0.0,0.0,0.0,0.0,946000000.0,0.0,0.0,0.0,0.0,0.0,-210700000.0,0.0,0.0,0.0,0.0,-205100000.0,0.0
,netCashUsedProvidedByFinancingActivities,-317000000.0,-2438000000.0,-7776000000.0,349000000.0,1745000000.0,-718000000.0,-1948000000.0,322000000.0,497000000.0,-1036000000.0,-1220000000.0,-290000000.0,125000000.0,125000000.0,2215000000.0,2215000000.0,644000000.0,-116000000.0,70000000.0,406000000.0,-135000000.0,361000000.0,-138500000.0,916000000.0,-64000000.0,419000000.0,68000000.0,-218500000.0,-47000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,11000000.0,26000000.0,-37000000.0,0.0,8000000.0,-121000000.0,-28000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,411000000.0,692000000.0,1371000000.0,953000000.0,1853000000.0,-1863000000.0,1270000000.0,421000000.0,299000000.0,-753000000.0,1428000000.0,242000000.0,-949000000.0,-949000000.0,761000000.0,761000000.0,907000000.0,38000000.0,-84000000.0,172000000.0,-71000000.0,-233000000.0,407100000.0,-264000000.0,-61000000.0,343000000.0,148000000.0,49700000.0,31000000.0
,cashAtEndOfPeriod,7563000000.0,7198000000.0,6480000000.0,5216000000.0,4140000000.0,2287000000.0,4150000000.0,2880000000.0,2459000000.0,2160000000.0,2913000000.0,1485000000.0,1243000000.0,1243000000.0,2192000000.0,2192000000.0,1431000000.0,524000000.0,486000000.0,570000000.0,398000000.0,469000000.0,701700000.0,295000000.0,559000000.0,619000000.0,276000000.0,128100000.0,79000000.0
,cashAtBeginningOfPeriod,7152000000.0,6506000000.0,5109000000.0,4263000000.0,2287000000.0,4150000000.0,2880000000.0,2459000000.0,2160000000.0,2913000000.0,1485000000.0,1243000000.0,2192000000.0,2192000000.0,1431000000.0,1431000000.0,524000000.0,486000000.0,570000000.0,398000000.0,469000000.0,702000000.0,294600000.0,559000000.0,620000000.0,276000000.0,128000000.0,78400000.0,48000000.0
,operatingCashFlow,8306000000.0,13189000000.0,17400000000.0,8153000000.0,3168000000.0,5208000000.0,5699000000.0,1811000000.0,2114000000.0,2484000000.0,3096000000.0,1206000000.0,1018000000.0,1018000000.0,937000000.0,937000000.0,2019000000.0,1238000000.0,1159000000.0,284000000.0,578000000.0,789000000.0,2068300000.0,848000000.0,189000000.0,604000000.0,1061000000.0,1038800000.0,558000000.0
,capitalExpenditure,-8223000000.0,-9780000000.0,-8879000000.0,-4734000000.0,-5817000000.0,-4021000000.0,-2658000000.0,-1244000000.0,-1699000000.0,-2550000000.0,-616000000.0,-488000000.0,-2529000000.0,-2529000000.0,-3603000000.0,-3603000000.0,-1365000000.0,-1064000000.0,-1080000000.0,-821000000.0,-1127000000.0,-702000000.0,-1188200000.0,-804000000.0,-707000000.0,-517000000.0,-1426000000.0,-730000000.0,-251000000.0
,freeCashFlow,83000000.0,3409000000.0,8521000000.0,3419000000.0,-2649000000.0,1187000000.0,3041000000.0,567000000.0,415000000.0,-66000000.0,2480000000.0,718000000.0,-1511000000.0,-1511000000.0,-2666000000.0,-2666000000.0,654000000.0,173000000.0,78000000.0,-538000000.0,-182000000.0,-700000000.0,880100000.0,44000000.0,-518000000.0,87000000.0,-365000000.0,308800000.0,307000000.0
