date,,2020-11-30_FY,2019-11-30_FY,2018-11-30_FY,2017-11-30_FY,2016-11-30_FY,2015-11-30_FY,2014-11-30_FY,2013-11-30_FY,2012-11-30_FY,2011-11-30_FY,2010-11-30_FY,2009-11-30_FY,2008-11-30_FY,2007-11-30_FY,2006-11-30_FY,2005-11-30_FY,2004-11-30_FY,2003-11-30_FY,2002-11-30_FY
,netCashUsedProvidedByFinancingActivities,-291696000.0,-631701000.0,1001147000.0,638654000.0,180152000.0,-355067000.0,701925000.0,-8366000.0,-137492000.0,-114443000.0,93846000.0,-183316000.0,20417000.0,309262000.0,58626000.0,-13597000.0,56821000.0,19928000.0,-7348000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,4545000.0,-2265000.0,-16969000.0,8414000.0,-10513000.0,-16464000.0,3019000.0,4366000.0,387000.0,1211000.0,-380000.0,-5754000.0,10889000.0,-4990000.0,-1133000.0,-1022000.0,-729000.0,1682000.0,768000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1337721000.0,-230884000.0,-94709000.0,169575000.0,44645000.0,155929000.0,28521000.0,-12077000.0,96128000.0,-20467000.0,28632000.0,3380000.0,18206000.0,14994000.0,14245000.0,-15090000.0,6647000.0,6576000.0,-227000.0
,cashAtEndOfPeriod,1568870000.0,231149000.0,462033000.0,556742000.0,380717000.0,336072000.0,180143000.0,151622000.0,163699000.0,67571000.0,88038000.0,59406000.0,61081000.0,42875000.0,27881000.0,13636000.0,28726000.0,22079000.0,15503000.0
,cashAtBeginningOfPeriod,231149000.0,462033000.0,556742000.0,387167000.0,336072000.0,180143000.0,151622000.0,163699000.0,67571000.0,88038000.0,59406000.0,56026000.0,42875000.0,27881000.0,13636000.0,28726000.0,22079000.0,15503000.0,15730000.0
,operatingCashFlow,1834366000.0,549919000.0,100706000.0,176764000.0,326951000.0,643609000.0,-234772000.0,35707000.0,242793000.0,219153000.0,-65901000.0,262040000.0,52593000.0,-152663000.0,-18939000.0,7274000.0,174000.0,-12748000.0,69329000.0
,capitalExpenditure,-197965000.0,-137423000.0,-125305000.0,-97546000.0,-123233000.0,-100106000.0,-57377000.0,-28965000.0,-14481000.0,-40153000.0,-12653000.0,-25011000.0,-34953000.0,-22781000.0,-7916000.0,-4769000.0,-6377000.0,-2862000.0,-8912000.0
,freeCashFlow,1636401000.0,412496000.0,-24599000.0,79218000.0,203718000.0,543503000.0,-292149000.0,6742000.0,228312000.0,179000000.0,-78554000.0,237029000.0,17640000.0,-175444000.0,-26855000.0,2505000.0,-6203000.0,-15610000.0,60417000.0
