date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1002000.0,106000.0,367000.0,20000.0,-9000.0,-17000.0,2000.0,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,-73000.0,83000.0,236000.0,70000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,437166000.0,9080000.0,7609000.0,-133422000.0,-21963000.0,-9424000.0,192507000.0,-6468000.0,-46476000.0,54544000.0,-82215000.0,31095000.0,12419000.0,8864000.0,1695000.0,-1392000.0,10695000.0,22717000.0,-486000.0
,cashAtEndOfPeriod,489941000.0,52775000.0,43695000.0,36086000.0,169508000.0,191471000.0,200895000.0,8388000.0,14856000.0,61332000.0,6788000.0,89003000.0,57908000.0,45489000.0,36625000.0,34930000.0,36322000.0,25627000.0,2910000.0
,cashAtBeginningOfPeriod,52775000.0,43695000.0,36086000.0,169508000.0,191471000.0,200895000.0,8388000.0,14856000.0,61332000.0,6788000.0,89003000.0,57908000.0,45489000.0,36625000.0,34930000.0,36322000.0,25627000.0,2910000.0,3396000.0
,operatingCashFlow,629763000.0,134485000.0,136345000.0,27709000.0,11815000.0,36309000.0,35686000.0,25682000.0,19633000.0,46982000.0,-10293000.0,72843000.0,28941000.0,27342000.0,20731000.0,1222000.0,9948000.0,18822000.0,6158000.0
,capitalExpenditure,-64927000.0,-27229000.0,-31689000.0,-17510000.0,-11909000.0,-17032000.0,-11241000.0,-22501000.0,-27722000.0,-20787000.0,-10477000.0,-7100000.0,-4478000.0,-3749000.0,-10969000.0,-3157000.0,-5438000.0,-2494000.0,-4263000.0
,freeCashFlow,564836000.0,107256000.0,104656000.0,10199000.0,-94000.0,19277000.0,24445000.0,3181000.0,-8089000.0,26195000.0,-20770000.0,65743000.0,24463000.0,23593000.0,9762000.0,-1935000.0,4510000.0,16328000.0,1895000.0
