date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2007-02-23_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,otherInvestingActivites,-610000000.0,-178000000.0,-229000000.0,-373000000.0,158000000.0,-167000000.0,-72000000.0,-257000000.0,-142000000.0,-473000000.0,7000000.0,38000000.0,0.0,-3501000000.0,0.0,2870200000.0,113300000.0,1123200000.0,320800000.0,-1227600000.0,-643100000.0,-338900000.0,1067800000.0,426800000.0,-395500000.0,-225800000.0,-3517700000.0,4142258000.0
,netCashUsedForInvestingActivites,-1414000000.0,-671000000.0,-1444000000.0,-2655000000.0,-2187000000.0,-1935000000.0,-1470000000.0,-3298000000.0,-3095000000.0,-1903000000.0,664000000.0,-4863000000.0,-3214000000.0,-6815000000.0,0.0,-2636700000.0,-1774500000.0,-3977300000.0,-2871600000.0,-1932500000.0,64000000.0,1017500000.0,2748000000.0,392600000.0,-1282000000.0,-562200000.0,-2249700000.0,-1165533000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1726000000.0,-1956000000.0,-1043000000.0,-2411000000.0,-3418000000.0,-1929000000.0,-2269000000.0,-1494000000.0,-2910000000.0,-2832000000.0,-659000000.0,-902000000.0,-1282000000.0,-5000000.0,0.0,-730200000.0,-3277700000.0,-606000000.0,-807500000.0,-352900000.0,-1138200000.0,-166600000.0,-478100000.0,-861900000.0,-271400000.0,-574200000.0,-8800000.0,-54463000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,7000000.0,6000000.0,5000000.0,13000000.0,4000000.0,352000000.0,8000000.0,4000000.0,543000000.0,0.0,2071500000.0,703900000.0,287800000.0,399700000.0,1070100000.0,49600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-923000000.0,-1051000000.0,-2530000000.0,-216000000.0,-134000000.0,-1265000000.0,-622000000.0,-228000000.0,-212000000.0,-732000000.0,-405000000.0,-334000000.0,-103000000.0,-672000000.0,0.0,-509800000.0,0.0,-18100000.0,-17900000.0,-394200000.0,-320000000.0,-433600000.0,-601600000.0,-409100000.0,0.0,-215700000.0,-6000000.0,-225074000.0
,dividendsPaid,-70000000.0,-76000000.0,-80000000.0,-84000000.0,-84000000.0,-90000000.0,-95000000.0,-97000000.0,-99000000.0,-101000000.0,-105000000.0,-756000000.0,-732000000.0,-785000000.0,0.0,-445400000.0,-261900000.0,-231600000.0,-218200000.0,-197000000.0,-144000000.0,-133200000.0,-149000000.0,-155300000.0,-115000000.0,-116200000.0,-73800000.0,-60240000.0
,otherFinancingActivites,-138000000.0,-137000000.0,-47000000.0,-155000000.0,-144000000.0,-76000000.0,-466000000.0,-170000000.0,392000000.0,-713000000.0,-516000000.0,177000000.0,-345000000.0,-98000000.0,0.0,-569000000.0,-269000000.0,15300000.0,22200000.0,-43600000.0,-64300000.0,-283000000.0,-71000000.0,-14300000.0,-18300000.0,-29600000.0,-11600000.0,10396000.0
,netCashUsedProvidedByFinancingActivities,-198000000.0,-1144000000.0,-2835000000.0,201000000.0,-166000000.0,-1525000000.0,-1442000000.0,1271000000.0,336000000.0,-2053000000.0,-688000000.0,321000000.0,-173000000.0,1125000000.0,0.0,914000000.0,-1644600000.0,1195300000.0,84700000.0,147400000.0,-616800000.0,-539500000.0,-1074600000.0,-366800000.0,1246300000.0,-317500000.0,1034900000.0,-328864000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,9000000.0,5000000.0,-10000000.0,9000000.0,-13000000.0,-11000000.0,-8000000.0,-3000000.0,4000000.0,0.0,1000000.0,10000000.0,-13000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,142000000.0,-69000000.0,-67000000.0,145000000.0,-113000000.0,76000000.0,70000000.0,67000000.0,99000000.0,9000000.0,-70000000.0,59000000.0,-29000000.0,-14000000.0,0.0,-8000000.0,-52000000.0,39100000.0,-3100000.0,4100000.0,-13900000.0,11300000.0,-103500000.0,-210400000.0,192100000.0,64000000.0,81100000.0,4854000.0
,cashAtEndOfPeriod,478000000.0,336000000.0,405000000.0,472000000.0,327000000.0,440000000.0,364000000.0,295000000.0,228000000.0,129000000.0,120000000.0,190000000.0,131000000.0,160000000.0,0.0,174000000.0,182000000.0,219900000.0,180800000.0,185400000.0,181300000.0,195200000.0,183900000.0,287400000.0,497800000.0,305700000.0,241700000.0,160557000.0
,cashAtBeginningOfPeriod,336000000.0,405000000.0,472000000.0,327000000.0,440000000.0,364000000.0,294000000.0,228000000.0,129000000.0,120000000.0,190000000.0,131000000.0,160000000.0,174000000.0,0.0,182000000.0,234000000.0,180800000.0,183900000.0,181300000.0,195200000.0,183900000.0,287400000.0,497800000.0,305700000.0,241700000.0,160600000.0,155703000.0
,operatingCashFlow,1745000000.0,1741000000.0,4222000000.0,2590000000.0,2253000000.0,3547000000.0,2990000000.0,2097000000.0,2854000000.0,3965000000.0,-47000000.0,4591000000.0,3371000000.0,5671000000.0,1725000000.0,1714700000.0,3367100000.0,2821100000.0,2783800000.0,1789200000.0,538900000.0,-466700000.0,-1776900000.0,-236200000.0,227800000.0,943700000.0,1295900000.0,1499251000.0
,capitalExpenditure,-710000000.0,-1041000000.0,-995000000.0,-1031000000.0,-1450000000.0,-1555000000.0,-2753000000.0,-1737000000.0,-1405000000.0,-857000000.0,-917000000.0,-2529000000.0,-3997000000.0,-2297000000.0,0.0,-934600000.0,-477800000.0,-267000000.0,-446400000.0,-514400000.0,-502500000.0,-667200000.0,-708200000.0,-644000000.0,-702400000.0,-545500000.0,-257900000.0,-209092000.0
,freeCashFlow,1035000000.0,700000000.0,3227000000.0,1559000000.0,803000000.0,1992000000.0,237000000.0,360000000.0,1449000000.0,3108000000.0,-964000000.0,2062000000.0,-626000000.0,3374000000.0,1725000000.0,780100000.0,2889300000.0,2554100000.0,2337400000.0,1274800000.0,36400000.0,-1133900000.0,-2485100000.0,-880200000.0,-474600000.0,398200000.0,1038000000.0,1290159000.0
