date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,netCashUsedForInvestingActivites,-73700000.0,-115800000.0,-295300000.0,-228300000.0,-489700000.0,-509400000.0,-376000000.0,-257800000.0,-297800000.0,-206200000.0,-200000000.0,13800000.0,-76600000.0,-91900000.0,-308000000.0,-48600000.0,-330500000.0,5800000.0,-159000000.0,-43500000.0,18800000.0,890800000.0,-574000000.0,3700000.0,-1254000000.0,-71800000.0,-8900000.0,-12900000.0,-14400000.0,-11300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1647200000.0,-491000000.0,-415800000.0,-2084000000.0,-1356700000.0,-2548000000.0,-2503900000.0,-1089900000.0,-1262800000.0,-1166100000.0,-463200000.0,-81900000.0,-993800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96600000.0,75700000.0,112800000.0,94200000.0,142200000.0,0.0,0.0,0.0,0.0,0.0,552700000.0,574400000.0,241300000.0,0.0,0.0,11500000.0,30500000.0
,commonStockRepurchased,-367200000.0,-44700000.0,-100000000.0,-436000000.0,-514200000.0,-237300000.0,-487700000.0,-67300000.0,-575600000.0,-579800000.0,-524400000.0,-136100000.0,-58800000.0,-644200000.0,-1380600000.0,-237100000.0,-236800000.0,0.0,-389900000.0,-256800000.0,-188900000.0,-1158000000.0,-136000000.0,0.0,0.0,0.0,-900000.0,0.0,0.0,-500000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3100000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-252400000.0,-137300000.0,-39400000.0,116700000.0,154400000.0,-1800000.0,73600000.0,99000000.0,142100000.0,49200000.0,112800000.0,-96800000.0,7000000.0,16700000.0,98300000.0,24000000.0,0.0,-7800000.0,66900000.0,9000000.0,1300000.0,28900000.0,957600000.0,25800000.0,128500000.0,17600000.0,100000.0,0.0,-100000.0,0.0
,netCashUsedProvidedByFinancingActivities,-606700000.0,-660300000.0,-237400000.0,-307400000.0,-35600000.0,900000.0,-102900000.0,-226800000.0,-35700000.0,-178700000.0,-130000000.0,-319900000.0,-532300000.0,-136400000.0,-184000000.0,-402300000.0,-156400000.0,-270400000.0,-327000000.0,-453100000.0,-227100000.0,-626100000.0,1290400000.0,399900000.0,645200000.0,197000000.0,-2400000.0,2600000.0,4600000.0,21500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,527200000.0,-6900000.0,-21700000.0,4400000.0,-9300000.0,-1300000.0,6200000.0,-500000.0,-16900000.0,-8500000.0,-78400000.0,63500000.0,78000000.0,-20000000.0,-193500000.0,135600000.0,-66200000.0,-700000.0,48100000.0,43500000.0,-153800000.0,-377900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,569700000.0,42500000.0,49400000.0,69200000.0,64800000.0,74100000.0,75400000.0,69200000.0,69700000.0,86600000.0,95100000.0,173700000.0,111000000.0,32800000.0,52200000.0,243800000.0,107200000.0,170800000.0,176200000.0,128100000.0,82200000.0,396000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,42500000.0,49400000.0,71100000.0,64800000.0,74100000.0,75400000.0,69200000.0,69700000.0,86600000.0,95100000.0,173500000.0,110200000.0,33000000.0,52800000.0,245700000.0,108200000.0,173400000.0,171500000.0,128100000.0,84600000.0,236000000.0,773900000.0,129200000.0,341100000.0,183400000.0,10000000.0,3300000.0,5600000.0,16000000.0,8800000.0
,operatingCashFlow,1207600000.0,769200000.0,511000000.0,540100000.0,516000000.0,507200000.0,485100000.0,484100000.0,316600000.0,376400000.0,251800000.0,369500000.0,685400000.0,206900000.0,299100000.0,579900000.0,420700000.0,263900000.0,534100000.0,540100000.0,54500000.0,-642600000.0,-71700000.0,-596700000.0,489000000.0,24500000.0,10800000.0,9700000.0,-600000.0,-3000000.0
,capitalExpenditure,-156000000.0,-269300000.0,-400800000.0,-313400000.0,-249500000.0,-257800000.0,-209600000.0,-202700000.0,-177400000.0,-149100000.0,-161800000.0,-75500000.0,-117400000.0,-160200000.0,-176100000.0,-131500000.0,-133200000.0,-123500000.0,-163400000.0,-163600000.0,-148200000.0,-1121400000.0,-1659300000.0,-653100000.0,-203400000.0,-48900000.0,-5500000.0,-7300000.0,-13000000.0,-7500000.0
,freeCashFlow,1051600000.0,499900000.0,110200000.0,226700000.0,266500000.0,249400000.0,275500000.0,281400000.0,139200000.0,227300000.0,90000000.0,294000000.0,568000000.0,46700000.0,123000000.0,448400000.0,287500000.0,140400000.0,370700000.0,376500000.0,-93700000.0,-1764000000.0,-1731000000.0,-1249800000.0,285600000.0,-24400000.0,5300000.0,2400000.0,-13600000.0,-10500000.0
