date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,costAndExpenses,25717000000.0,25560000000.0,31018000000.0,30730000000.0,32327000000.0,36181000000.0,37420000000.0,35178000000.0,33323000000.0,27771000000.0,27669000000.0,29794000000.0,25190000000.0,21975000000.0,20752000000.0,19588000000.0,17950000000.0,17843000000.0,23341000000.0,21858000000.0,23139000000.0
,interestExpense,215000000.0,262000000.0,277000000.0,261000000.0,286000000.0,362000000.0,390000000.0,293000000.0,207000000.0,173000000.0,127000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,961000000.0,916000000.0,1101000000.0,1135000000.0,1160000000.0,1305000000.0,1318000000.0,1182000000.0,995000000.0,702000000.0,655000000.0,661000000.0,602000000.0,570000000.0,597000000.0,45000000.0,40000000.0,41000000.0,236000000.0,219000000.0,189000000.0
,EBITDA,3222000000.0,3018000000.0,4395000000.0,4233000000.0,4314000000.0,4954000000.0,5746000000.0,5340000000.0,5662000000.0,4520000000.0,4781000000.0,5779000000.0,4595000000.0,3007000000.0,2287000000.0,1178000000.0,885000000.0,493000000.0,621000000.0,1328000000.0,1406000000.0
,EBITDARatio,0.115161912931589,0.109102740221242,0.12808929820471,0.125133025895708,0.121586201065359,0.124378609088627,0.137306442362837,0.13575350823673,0.149039220847591,0.143087783722182,0.150369554961472,0.165530476626948,0.157454682520646,0.123177126003605,0.101907138401212,0.056850538101443,0.0470869912210694,0.0269472533479093,0.0261738177526764,0.057822092567597,0.0577270487764822
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,2261000000.0,2102000000.0,3294000000.0,3098000000.0,3154000000.0,3649000000.0,4428000000.0,4158000000.0,4667000000.0,3818000000.0,4126000000.0,5118000000.0,3993000000.0,2437000000.0,1690000000.0,1133000000.0,845000000.0,452000000.0,385000000.0,1109000000.0,1217000000.0
,operatingIncomeRatio,0.080813496318536,0.0759887209890825,0.0960013989274889,0.0915809388672106,0.0888926467686931,0.0916143610343962,0.10581150831581,0.105704697986577,0.12284811792577,0.120864858020197,0.129768831577292,0.146597158570119,0.136826234451564,0.0998279534655088,0.0753052312628108,0.0546788282418802,0.0449587656291567,0.0247062038808418,0.0162269240495659,0.0482866721818261,0.0499671538840532
,totalOtherIncomeExpensesNet,-251000000.0,207000000.0,140000000.0,-111000000.0,-105000000.0,529000000.0,-41000000.0,-100000000.0,0.0,-14000000.0,329000000.0,-566000000.0,30000000.0,149000000.0,52000000.0,-49000000.0,-189000000.0,-58000000.0,-106000000.0,276000000.0,94000000.0
,incomeBeforeTax,1862000000.0,2119000000.0,3231000000.0,2799000000.0,2840000000.0,3896000000.0,4066000000.0,3838000000.0,4550000000.0,3740000000.0,4120000000.0,4518000000.0,4010000000.0,2433000000.0,1496000000.0,861000000.0,164000000.0,180000000.0,-25000000.0,1258000000.0,1022000000.0
,incomeBeforeTaxRatio,0.0665522910858532,0.0766032824813824,0.0941653065982747,0.082742107130188,0.0800428398297681,0.0978157167963846,0.0971611546549417,0.0975696562944885,0.119768360094762,0.11839564405331,0.129580122660796,0.129411090742438,0.137408765377103,0.0996640996231362,0.0666607254255414,0.0415520486463009,0.00872572492684225,0.00983875375785734,-0.00105369636685493,0.0547742413027387,0.0419609131220233
,incomeTaxExpense,772000000.0,544000000.0,860000000.0,781000000.0,788000000.0,1202000000.0,1122000000.0,1030000000.0,1244000000.0,1018000000.0,1001000000.0,1119000000.0,595000000.0,697000000.0,482000000.0,311000000.0,78000000.0,83000000.0,105000000.0,377000000.0,343000000.0
,netIncome,1439000000.0,2173000000.0,2213000000.0,1899000000.0,1933000000.0,2594000000.0,2787000000.0,2704000000.0,3168000000.0,2561000000.0,2901000000.0,3118000000.0,3757000000.0,1390000000.0,735000000.0,-35000000.0,-767000000.0,-783000000.0,-691000000.0,1443000000.0,1360000000.0
,netIncomeRatio,0.0514332689970691,0.078555418986335,0.0644963861039869,0.0561369279886485,0.0544798624615992,0.0651267888526237,0.0665981647868476,0.0687411022981493,0.0833903658857594,0.08107252524613,0.0912407611259632,0.0893102658111824,0.128739334544084,0.0569392102244798,0.0327510917030568,-0.00168910766854882,-0.0408087257249268,-0.0427985788466794,-0.0291241675798702,0.0628292767884356,0.0558383971095418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.674636661978434,1.01923076923077,1.04,0.882845188284519,0.86837376460018,1.13374125874126,1.21332172398781,1.17924116877453,1.38461538461538,1.11980760822038,1.27014010507881,1.36,1.66,0.65,0.36,-0.02,-0.63,-0.7,-0.610424028268551,0.305625,0.286875
,EPSDiluted,0.674004683840749,1.01589527816737,1.03,0.881615598885794,0.866816143497758,1.13028322440087,1.20911062906725,1.17821350762527,1.3828022697512,1.11785246617198,1.26791958041958,1.36,1.63,0.63,0.36,-0.02,-0.63,-0.83,-0.608810572687225,0.304375,0.28625
,weightedAverageShsOut,2133000000.0,2132000000.0,2138000000.0,2151000000.0,2226000000.0,2288000000.0,2297000000.0,2293000000.0,2288000000.0,2287000000.0,2284000000.0,2287000000.0,2263253012.0,2138461538.0,2041666667.0,1750000000.0,1171000000.0,1118571429.0,1132000000.0,4720000000.0,4736000000.0
,weightedAverageShsOutDil,2135000000.0,2139000000.0,2148000000.0,2154000000.0,2230000000.0,2295000000.0,2305000000.0,2295000000.0,2291000000.0,2291000000.0,2288000000.0,2287000000.0,2304907975.0,2206349206.0,2041666667.0,1750000000.0,1171000000.0,1118571429.0,1135000000.0,4736000000.0,4752000000.0
