date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-03-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-70237000.0,-305041000.0,-57620000.0,-218258000.0,-106475000.0,-400543000.0,-228662000.0,-469024000.0,-228414000.0,-0.0,-248111000.0,-262340000.0,-636588000.0,-39312000.0,-7603000.0,-550392000.0,0.0,0.0,0.0,0.0,-176977000.0,-268552000.0,-1151000.0,-55248000.0,-3712000.0,-55435000.0,-189290000.0,-5480000.0
,commonStockIssued,99177000.0,143027000.0,130918000.0,118583000.0,329103000.0,110855000.0,216155000.0,186548000.0,114134000.0,0.0,156862000.0,6610000.0,115502000.0,11585000.0,170855000.0,293190000.0,11234000.0,117739000.0,0.0,0.0,1301000.0,3428000.0,2243000.0,5310000.0,86893000.0,86054000.0,1682000.0,84247000.0
,commonStockRepurchased,0.0,-4626000.0,-958000.0,-4229000.0,0.0,0.0,0.0,0.0,0.0,-69182000.0,0.0,0.0,0.0,0.0,0.0,-270000000.0,0.0,0.0,0.0,0.0,0.0,-22632000.0,-2565000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-324596000.0,-313649000.0,-301194000.0,-282995000.0,-267694000.0,-243314000.0,-215216000.0,-193016000.0,-179884000.0,-0.0,-169254000.0,-168466000.0,-162323000.0,-146418000.0,-131443000.0,-139845000.0,-130500000.0,-108756000.0,-104802000.0,-96461000.0,-80593000.0,-77499000.0,-76617000.0,-74284000.0,-62621000.0,-52084000.0,-47918000.0,-43973000.0
,otherFinancingActivites,0.0,-19729000.0,-12455000.0,-1781000.0,-23440000.0,-9626000.0,-7812000.0,-7118000.0,-9935000.0,69182000.0,-8023000.0,0.0,0.0,-5541000.0,-55383000.0,99603000.0,75219000.0,-20316000.0,85528000.0,158696000.0,144416000.0,166686000.0,-2318000.0,-2269000.0,898000.0,49166000.0,162530000.0,-25500000.0
,netCashUsedProvidedByFinancingActivities,661736000.0,-100105000.0,-241309000.0,369445000.0,173289000.0,-32977000.0,9044000.0,82639000.0,-53893000.0,0.0,3667000.0,-189239000.0,-9258000.0,-56186000.0,-23574000.0,135884000.0,-44047000.0,-11333000.0,-19274000.0,62235000.0,129799000.0,15214000.0,-8362000.0,97406000.0,213175000.0,96691000.0,75769000.0,39626000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,663282000.0,45282000.0,83132000.0,-8180000.0,2322000.0,-26905000.0,-40976000.0,51939000.0,-30818000.0,69182000.0,52009000.0,-119592000.0,120166000.0,-35468000.0,39196000.0,2856000.0,-21836000.0,-4493000.0,11845000.0,5560000.0,6206000.0,-381000.0,-5492000.0,187000.0,6002000.0,520000.0,6526000.0,-5640000.0
,cashAtEndOfPeriod,816896000.0,153614000.0,108332000.0,15188000.0,23368000.0,21046000.0,47951000.0,88927000.0,36988000.0,69182000.0,67806000.0,15797000.0,135389000.0,15223000.0,50691000.0,11495000.0,8639000.0,30475000.0,34968000.0,23123000.0,17563000.0,11357000.0,11738000.0,17230000.0,17043000.0,11041000.0,10521000.0,3995000.0
,cashAtBeginningOfPeriod,153614000.0,108332000.0,25200000.0,23368000.0,21046000.0,47951000.0,88927000.0,36988000.0,67806000.0,0.0,15797000.0,135389000.0,15223000.0,50691000.0,11495000.0,8639000.0,30475000.0,34968000.0,23123000.0,17563000.0,11357000.0,11738000.0,17230000.0,17043000.0,11041000.0,10521000.0,3995000.0,9635000.0
,operatingCashFlow,369929000.0,461919000.0,516688000.0,459177000.0,419254000.0,359835000.0,346130000.0,314498000.0,296633000.0,0.0,244711000.0,256735000.0,256765000.0,228285000.0,214209000.0,184401000.0,174460000.0,161113000.0,122391000.0,119069000.0,108545000.0,106146000.0,102183000.0,90427000.0,72170000.0,65648000.0,65117000.0,45199000.0
,capitalExpenditure,0.0,117481000.0,164272000.0,-300597000.0,-142958000.0,-56891000.0,1252000.0,-44410000.0,-80865000.0,0.0,-246019000.0,-146228000.0,-112610000.0,-237611000.0,-69487000.0,-386663000.0,-96920000.0,-101688000.0,-50629000.0,0.0,-321891000.0,-192946000.0,-141470000.0,-258922000.0,-553051000.0,-213940000.0,-244021000.0,-138960000.0
,freeCashFlow,369929000.0,52009000.0,148430000.0,-59759000.0,-18026000.0,77302000.0,-14828000.0,24356000.0,115962000.0,0.0,-1308000.0,110507000.0,144155000.0,-9326000.0,144722000.0,-202262000.0,77540000.0,59425000.0,71762000.0,119069000.0,-213346000.0,-86800000.0,-39287000.0,-168495000.0,-480881000.0,-148292000.0,-178904000.0,-93761000.0
