date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,dividendsPaid,-24600000.0,-25000000.0,-25100000.0,-25400000.0,-25800000.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,-23400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-8800000.0,-10600000.0,-3200000.0,-4500000.0,1200000.0,-700000.0,-400000.0,400000.0,-3400000.0,-1400000.0,-1000000.0,-900000.0,-388400000.0,0.0,-74021000.0,0.0,0.0,-10786000.0,813000.0,2223000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-161600000.0,300000000.0,-112400000.0,-159000000.0,-27200000.0,-168000000.0,6700000.0,26500000.0,34400000.0,3300000.0,168300000.0,-84100000.0,-235100000.0,9102000.0,-64385000.0,-7185000.0,6774000.0,-8141000.0,3532000.0,6395000.0,104842000.0,357670.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,25700000.0,600000.0,-6500000.0,17800000.0,-6500000.0,-11200000.0,-38300000.0,16600000.0,-9700000.0,-6700000.0,-2100000.0,-6600000.0,9700000.0,3953000.0,3908000.0,-3947000.0,2834000.0,2496000.0,1167000.0,-882000.0,180000.0,-51000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,3600000.0,355600000.0,-2600000.0,-17000000.0,75300000.0,-52400000.0,-119200000.0,128100000.0,64600000.0,15600000.0,23300000.0,40900000.0,-166200000.0,20729000.0,-10485000.0,20612000.0,7205000.0,-22169000.0,23779000.0,-13354000.0,19292000.0,1308226.0
,cashAtEndOfPeriod,685500000.0,681900000.0,326300000.0,328900000.0,342400000.0,267100000.0,319500000.0,438700000.0,310600000.0,246000000.0,230400000.0,207100000.0,166200000.0,72876000.0,52147000.0,53159000.0,32547000.0,62642000.0,32160000.0,8381000.0,21735000.0,2443142.0
,cashAtBeginningOfPeriod,681900000.0,326300000.0,328900000.0,345900000.0,267100000.0,319500000.0,438700000.0,310600000.0,246000000.0,230400000.0,207100000.0,166200000.0,332400000.0,52147000.0,62632000.0,32547000.0,25342000.0,84811000.0,8381000.0,21735000.0,2443000.0,1134916.0
,operatingCashFlow,332200000.0,213400000.0,239700000.0,154400000.0,130800000.0,229200000.0,114300000.0,145000000.0,133100000.0,87700000.0,156100000.0,149800000.0,106900000.0,28209000.0,37693000.0,42193000.0,-889000.0,-6085000.0,-11390000.0,-11475000.0,-202000.0,5437233.0
,capitalExpenditure,-97200000.0,-73000000.0,-49200000.0,-43700000.0,-37100000.0,-34200000.0,-33800000.0,-50300000.0,-72800000.0,-54400000.0,-31900000.0,-16300000.0,-47400000.0,-16079000.0,-7623000.0,-3212000.0,-7264000.0,-5491000.0,-15916000.0,-17595000.0,-5581000.0,-4235677.0
,freeCashFlow,235000000.0,140400000.0,190500000.0,110700000.0,93700000.0,195000000.0,80500000.0,94700000.0,60300000.0,33300000.0,124200000.0,133500000.0,59500000.0,12130000.0,30070000.0,38981000.0,-8153000.0,-11576000.0,-27306000.0,-29070000.0,-5783000.0,1201556.0
