date,,2020-07-31_FY,2019-07-31_FY,2018-07-31_FY,2017-07-31_FY,2016-07-31_FY,2015-07-31_FY,2014-07-31_FY,2013-07-31_FY,2012-07-31_FY,2011-07-31_FY,2010-07-31_FY,2009-07-31_FY,2008-07-31_FY,2007-07-31_FY,2006-07-31_FY,2005-07-31_FY,2004-07-31_FY,2003-07-31_FY,2002-07-31_FY,2001-07-31_FY,2000-07-31_FY,1999-07-31_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY,1995-07-31_FY,1994-07-31_FY,1993-07-31_FY,1992-07-31_FY,1991-07-31_FY,1990-07-31_FY
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88220000.0,-300000.0,1700000.0,-19900000.0,-1500000.0,-3900000.0,-2900000.0,-3400000.0,-6600000.0,-300000.0,-200000.0
,netCashUsedForInvestingActivites,-128900000.0,-246400000.0,-95400000.0,-95700000.0,-55600000.0,-111728000.0,-124122000.0,-96311000.0,-176468000.0,-56358000.0,-42909000.0,-119887000.0,-73199000.0,-117198000.0,-82144000.0,-63560000.0,-47427000.0,-34870000.0,-108878000.0,-38924000.0,-124637000.0,-29800000.0,-53900000.0,-67200000.0,-40800000.0,-29200000.0,-27500000.0,-18400000.0,-22100000.0,-16500000.0,-16300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-281000000.0,-45900000.0,-272400000.0,-81700000.0,-1400000.0,-4161000.0,-81898000.0,-1353000.0,-46205000.0,-13353000.0,-5508000.0,-111440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9308000.0,7346000.0,4774000.0,2703000.0,3298000.0,1083000.0,0.0,525000.0,326000.0,1600000.0,2600000.0,1800000.0,100000.0,3200000.0,0.0,0.0,400000.0,800000.0,500000.0
,commonStockRepurchased,-94300000.0,-129200000.0,-122000000.0,-140400000.0,-84300000.0,-256267000.0,-279395000.0,-102572000.0,-130233000.0,-108929000.0,-66696000.0,-32773000.0,-92202000.0,-76898000.0,-118909000.0,-116268000.0,-29765000.0,-24874000.0,-22605000.0,-10297000.0,-35923000.0,-44500000.0,-33300000.0,-24900000.0,-23100000.0,-14700000.0,-17600000.0,-13100000.0,-9700000.0,-13500000.0,0.0
,dividendsPaid,-106400000.0,-99700000.0,-94700000.0,-92400000.0,-91200000.0,-91220000.0,-83070000.0,-60320000.0,-47684000.0,-41013000.0,-36242000.0,-35166000.0,-33003000.0,-28806000.0,-26443000.0,-19757000.0,-17779000.0,-15263000.0,-13713000.0,-13092000.0,-12384000.0,-10800000.0,-9600000.0,-8800000.0,-7700000.0,-7400000.0,-6700000.0,-5700000.0,-5200000.0,-4200000.0,-3800000.0
,otherFinancingActivites,-6300000.0,-4100000.0,-2600000.0,4900000.0,2700000.0,6780000.0,8781000.0,11191000.0,10316000.0,9873000.0,4625000.0,2663000.0,9178000.0,5898000.0,10943000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,2700000.0,0.0,2500000.0,100000.0,2200000.0,-100000.0,2000000.0,1900000.0,1800000.0
,netCashUsedProvidedByFinancingActivities,-199500000.0,-123300000.0,-268800000.0,-157700000.0,-175000000.0,-179034000.0,-120801000.0,-223968000.0,-103400000.0,-167352000.0,-69524000.0,-91769000.0,-77018000.0,7840000.0,-164498000.0,-45349000.0,-40924000.0,-92243000.0,-31790000.0,-38955000.0,19577000.0,-43700000.0,13300000.0,-8200000.0,-36900000.0,-20500000.0,-16400000.0,-24200000.0,-14300000.0,-22600000.0,-2000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,200000.0,-3000000.0,-2400000.0,8300000.0,-2200000.0,-28601000.0,-636000.0,2705000.0,-27549000.0,19149000.0,-2259000.0,-4941000.0,4803000.0,2083000.0,1369000.0,883000.0,2733000.0,1879000.0,-4194000.0,-801000.0,-1053000.0,-1100000.0,6200000.0,4200000.0,3200000.0,2500000.0,3400000.0,1100000.0,1400000.0,1500000.0,800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,58800000.0,-26900000.0,-103700000.0,65200000.0,53300000.0,-106520000.0,72280000.0,-1651000.0,-47705000.0,41494000.0,88313000.0,60330000.0,28120000.0,9770000.0,-88599000.0,34562000.0,32434000.0,21484000.0,9450000.0,4119000.0,-17795000.0,25800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,236600000.0,177800000.0,204700000.0,308400000.0,243200000.0,189898000.0,296418000.0,224138000.0,225789000.0,273494000.0,232000000.0,143687000.0,83357000.0,55237000.0,45467000.0,134066000.0,99504000.0,67070000.0,45586000.0,36136000.0,24149000.0,41900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,177800000.0,204700000.0,308400000.0,243200000.0,189900000.0,296418000.0,224138000.0,225789000.0,273494000.0,232000000.0,143687000.0,83357000.0,55237000.0,45467000.0,134066000.0,99504000.0,67070000.0,45586000.0,36136000.0,32017000.0,41944000.0,16100000.0,14300000.0,30900000.0,28600000.0,22900000.0,32100000.0,31100000.0,35100000.0,38400000.0,6200000.0
,operatingCashFlow,387000000.0,345800000.0,262900000.0,310300000.0,286100000.0,212843000.0,317839000.0,315923000.0,259712000.0,246055000.0,203005000.0,276927000.0,173534000.0,117045000.0,156674000.0,142588000.0,118052000.0,146718000.0,154312000.0,82799000.0,88318000.0,100400000.0,36100000.0,54600000.0,76900000.0,52900000.0,31400000.0,42600000.0,31000000.0,34300000.0,49700000.0
,capitalExpenditure,-124400000.0,-150700000.0,-97500000.0,-65900000.0,-72900000.0,-93739000.0,-97210000.0,-94895000.0,-78139000.0,-60633000.0,-43149000.0,-46080000.0,-72152000.0,-77440000.0,-81272000.0,-54979000.0,-47738000.0,-47748000.0,-40529000.0,-38924000.0,-36417000.0,-29500000.0,-55600000.0,-47300000.0,-39300000.0,-25300000.0,-24600000.0,-15000000.0,-15500000.0,-16200000.0,-16100000.0
,freeCashFlow,262600000.0,195100000.0,165400000.0,244400000.0,213200000.0,119104000.0,220629000.0,221028000.0,181573000.0,185422000.0,159856000.0,230847000.0,101382000.0,39605000.0,75402000.0,87609000.0,70314000.0,98970000.0,113783000.0,43875000.0,51901000.0,70900000.0,-19500000.0,7300000.0,37600000.0,27600000.0,6800000.0,27600000.0,15500000.0,18100000.0,33600000.0
