date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1000000.0,-13000000.0,-4000000.0,27000000.0,-18000000.0,-16000000.0,-12000000.0,-13000000.0,-13000000.0,-44000000.0,-88000000.0,-14000000.0,-84000000.0,41000000.0,66000000.0,-15000000.0,15000000.0,14000000.0,12000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,399000000.0,341000000.0,507000000.0,130000000.0,-246000000.0,-246000000.0,0.0,0.0,0.0,20000000.0,304000000.0,70169000000.0,476810000000.0,196000000.0,-64000000.0,77000000.0,-1048000000.0,436000000.0,123000000.0
,cashAtEndOfPeriod,3006000000.0,2607000000.0,2266000000.0,1759000000.0,1771000000.0,1771000000.0,0.0,0.0,0.0,1912000000.0,1892000000.0,546979000000.0,476810000000.0,1855000000.0,1963000000.0,2027000000.0,1950000000.0,2998000000.0,2562000000.0
,cashAtBeginningOfPeriod,2607000000.0,2266000000.0,1759000000.0,1629000000.0,0.0,0.0,0.0,0.0,0.0,1892000000.0,1588000000.0,476810000000.0,0.0,1659000000.0,2027000000.0,1950000000.0,2998000000.0,2562000000.0,2439000000.0
,operatingCashFlow,2093000000.0,1869000000.0,1845000000.0,1707000000.0,842000000.0,842000000.0,715000000.0,366000000.0,612000000.0,880000000.0,1794000000.0,152673000000.0,-16522000000.0,2188000000.0,2491000000.0,1798000000.0,2342000000.0,1920000000.0,1713000000.0
,capitalExpenditure,-1358000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,735000000.0,1869000000.0,1845000000.0,1707000000.0,842000000.0,842000000.0,715000000.0,366000000.0,612000000.0,880000000.0,1794000000.0,152673000000.0,-16522000000.0,2188000000.0,2491000000.0,1798000000.0,2342000000.0,1920000000.0,1713000000.0
