date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-883835000.0,-657768000.0,-603179000.0,-652814000.0,-580389000.0,-597064000.0,-714924000.0,-346147000.0,-284834000.0,-210216000.0,-300404000.0,-306023000.0,-149174000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1239000.0,1204000.0,1553000.0,0.0,0.0,975000.0,1019000.0,1239000.0,1128000.0,1977000.0,2677000.0,174846000.0,2348000.0,2022000.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-144807000.0,0.0,0.0,-976000.0,-57478000.0,-49106000.0,0.0,0.0,0.0,-1408000.0,-10154000.0,-9663000.0,-59469000.0,-54211000.0,-25005000.0,-248607000.0,-105233000.0,-5672000.0,0.0
,dividendsPaid,-49019000.0,-29404000.0,-39179000.0,-29380000.0,-58757000.0,-78374000.0,-19594000.0,-19568000.0,-97421000.0,-22397000.0,-12412000.0,-12856000.0,-12963000.0,-12963000.0,-12963000.0,-12963000.0,-29167000.0,-3241000.0,-6480000.0,-12961000.0,-12963000.0,-13641000.0,-17414000.0,-20766000.0,-16875000.0,-12964000.0,-12964000.0,-7900000.0
,otherFinancingActivites,298199000.0,78286000.0,260047000.0,211974000.0,131380000.0,235640000.0,56694000.0,101993000.0,268800000.0,25911000.0,-70917000.0,-36868000.0,-36280000.0,-92192000.0,-65567000.0,-84277000.0,-69671000.0,-88220000.0,64249000.0,40405000.0,11385000.0,-5449000.0,31600000.0,-25744000.0,-113901000.0,86231000.0,-7729000.0,-193520000.0
,netCashUsedProvidedByFinancingActivities,287353000.0,512320000.0,514582000.0,16604000.0,223753000.0,406872000.0,-25461000.0,167794000.0,157783000.0,-112745000.0,-60699000.0,-282483000.0,-17832000.0,159929000.0,87685000.0,88018000.0,-282497000.0,-131000.0,-13040000.0,77719000.0,5030000.0,-52048000.0,58132000.0,-29257000.0,-227760000.0,88176000.0,137919000.0,152650000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,6441000.0,-533000.0,-4716000.0,5598000.0,-2140000.0,-15740000.0,-10762000.0,-177000.0,-536000.0,-294000.0,271000.0,2644000.0,-1437000.0,96000.0,-974000.0,-186000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,699660000.0,-179349000.0,-85687000.0,61582000.0,97160000.0,158796000.0,-53262000.0,31368000.0,106564000.0,-25396000.0,131378000.0,3531000.0,33965000.0,131350000.0,-80187000.0,99504000.0,-25602000.0,14723000.0,25388000.0,-5137000.0,4343000.0,3930000.0,12899000.0,-10146000.0,10584000.0,-4118000.0,16844000.0,-2849000.0
,cashAtEndOfPeriod,1194012000.0,494352000.0,673701000.0,759388000.0,697806000.0,600646000.0,441850000.0,495112000.0,463744000.0,350100000.0,375496000.0,244118000.0,240587000.0,206622000.0,75272000.0,155459000.0,55955000.0,81557000.0,66834000.0,47651000.0,52778000.0,48435000.0,44505000.0,31606000.0,41752000.0,31168000.0,35286000.0,18442000.0
,cashAtBeginningOfPeriod,494352000.0,673701000.0,759388000.0,697806000.0,600646000.0,441850000.0,495112000.0,463744000.0,357180000.0,375496000.0,244118000.0,240587000.0,206622000.0,75272000.0,155459000.0,55955000.0,81557000.0,66834000.0,41446000.0,52788000.0,48435000.0,44505000.0,31606000.0,41752000.0,31168000.0,35286000.0,18442000.0,21291000.0
,operatingCashFlow,1535395000.0,1075513000.0,975583000.0,936328000.0,1020061000.0,1041063000.0,808190000.0,709504000.0,661530000.0,664605000.0,572794000.0,399872000.0,274960000.0,329287000.0,350721000.0,270508000.0,220719000.0,-40325000.0,74530000.0,130493000.0,126053000.0,237657000.0,159549000.0,159902000.0,188181000.0,151904000.0,234403000.0,202319000.0
,capitalExpenditure,-1441475000.0,-3975000.0,-635000.0,844000.0,-24054000.0,-75000.0,-15003000.0,12000.0,-402000.0,-589799000.0,-480418000.0,-259491000.0,-396690000.0,-570210000.0,-648344000.0,-344382000.0,-284966000.0,-215599000.0,-264920000.0,-275887000.0,-364855000.0,-417717000.0,-298829000.0,-392298000.0,-203943000.0,-299184000.0,-446568000.0,-530696000.0
,freeCashFlow,93920000.0,-1233893000.0,-894385000.0,-427417000.0,-399444000.0,-468091000.0,-303709000.0,-289861000.0,5546000.0,74806000.0,92376000.0,140381000.0,-121730000.0,-240923000.0,-297623000.0,-73874000.0,-64247000.0,-255924000.0,-190390000.0,-145394000.0,-238802000.0,-180060000.0,-139280000.0,-232396000.0,-15762000.0,-147280000.0,-212165000.0,-328377000.0
