date,,2021-01-31_FY,2020-01-31_FY,2019-01-31_FY,2018-01-31_FY,2017-01-31_FY,2016-01-31_FY,2015-01-31_FY,2014-01-31_FY,2013-01-31_FY,2012-01-31_FY,2011-01-31_FY,2010-01-31_FY,2009-01-31_FY,2008-01-31_FY,2007-01-31_FY,2006-01-31_FY,2005-01-31_FY,2004-01-31_FY,2003-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,26000000.0,-39000000.0,26000000.0,-11753000.0,-27369000.0,-7109000.0,-38391000.0,-7758000.0,7437000.0,5325000.0,2385000.0,-1976000.0,-732000.0,-1792000.0,-889000.0,203000.0,-255000.0,18000.0,310000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2050000000.0,1476000000.0,126000000.0,936935000.0,448186000.0,250246000.0,126482000.0,34390000.0,139961000.0,182992000.0,-587014000.0,527472000.0,204739000.0,192487000.0,-13234000.0,64111000.0,25268000.0,1754000.0,-3000000.0
,cashAtEndOfPeriod,6195000000.0,4145000000.0,2669000000.0,2543484000.0,1606549000.0,1158363000.0,908117000.0,781635000.0,747245000.0,607284000.0,424292000.0,1011306000.0,483834000.0,279095000.0,86608000.0,99842000.0,35731000.0,10463000.0,8709000.0
,cashAtBeginningOfPeriod,4145000000.0,2669000000.0,2543000000.0,1606549000.0,1158363000.0,908117000.0,781635000.0,747245000.0,607284000.0,424292000.0,1011306000.0,483834000.0,279095000.0,86608000.0,99842000.0,35731000.0,10463000.0,8709000.0,11709000.0
,operatingCashFlow,4801000000.0,4331000000.0,3398000000.0,2737965000.0,2162198000.0,1612585000.0,1173714000.0,875469000.0,736897000.0,591507000.0,459081000.0,270911000.0,229557000.0,204275000.0,111224000.0,95893000.0,55872000.0,21781000.0,5213000.0
,capitalExpenditure,-710000000.0,-643000000.0,-595000000.0,-534027000.0,-463958000.0,-709852000.0,-416889000.0,-299110000.0,-179707000.0,-171300000.0,-368831000.0,-53901000.0,-61059000.0,-43552000.0,-22123000.0,-23434000.0,-4308000.0,-2916000.0,-2022000.0
,freeCashFlow,4091000000.0,3688000000.0,2803000000.0,2203938000.0,1698240000.0,902733000.0,756825000.0,576359000.0,557190000.0,420207000.0,90250000.0,217010000.0,168498000.0,160723000.0,89101000.0,72459000.0,51564000.0,18865000.0,3191000.0
