date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY
,otherInvestingActivites,-977000000.0,-749000000.0,-791000000.0,-701000000.0,-675000000.0,-606000000.0,-647000000.0,-731000000.0,-22034000000.0,-16463000000.0,-24010000000.0,-34219000000.0,-28377000000.0,-58343000000.0,-29944000000.0,-13664678400.0,-29566475060.0,-28007386550.0,-21900724890.0,-14174459200.0,-9467674400.0,-9080975732.0,-2478981888.0,6422764780.0,0.0,1545727040.0,4621614144.0,-8177475942.0,0.0,226612210.0
,netCashUsedForInvestingActivites,-19477000000.0,-10769000000.0,-1620000000.0,-1698000000.0,-7245000000.0,-18715000000.0,-14581000000.0,-7794000000.0,-27688000000.0,-21998000000.0,-34258000000.0,-31984000000.0,-28771000000.0,-60068000000.0,-28899000000.0,-12566776320.0,-30055722300.0,-29497094220.0,-23558335890.0,-14488861200.0,-10257875240.0,-9592124512.0,-2553074552.0,6702494720.0,0.0,1802987904.0,5883581760.0,-10137266478.0,0.0,-999638567.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-65965000000.0,-64975000000.0,-7629000000.0,-2188000000.0,-2207000000.0,0.0,-385000000.0,-17054000000.0,-19393000000.0,-1404000000.0,-1631000000.0,-14431000000.0,0.0,-2493000000.0,-420000000.0,-1398643200.0,-485124370.0,-1673531420.0,-948521850.0,-813388400.0,-112359560.0,0.0,-94008232.0,-1101970606.0,0.0,-4020646812.0,-6357130752.0,-1175371668.0,0.0,-5077082968.0
,commonStockIssued,2765000000.0,7000000.0,73000000.0,7000000.0,0.0,0.0,8000000.0,7000000.0,28000000.0,97000000.0,55000000.0,2907000000.0,49000000.0,65000000.0,60000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-50000000.0,-75000000.0,-79000000.0,-85000000.0,-94000000.0,-154000000.0,-172000000.0,-242000000.0,-8000000.0,-3000000.0,-18000000.0,-51000000.0,-189000000.0,-164000000.0,-1020000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-2518000000.0,-4977000000.0,-5769000000.0,-4839000000.0,-5402000000.0,-4340000000.0,-5837000000.0,-5028000000.0,-4050000000.0,-3746000000.0,-2733000000.0,-2681000000.0,-1872000000.0,-1630000000.0,-1628000000.0,-1438041600.0,-1678008090.0,-1039707130.0,-979832280.0,-835700800.0,-764413400.0,-631157624.0,-709534304.0,-685407252.0,0.0,-285364992.0,-207216576.0,-307875330.0,0.0,-552594480.0
,otherFinancingActivites,36965000000.0,66387000000.0,2312000000.0,7657000000.0,12276000000.0,10007000000.0,5420000000.0,2032000000.0,29358000000.0,49865000000.0,39438000000.0,23999000000.0,44036000000.0,64768000000.0,32546000000.0,10871331840.0,26745057690.0,26230913830.0,22320653010.0,12718068000.0,9451096760.0,9658183020.0,1448098080.0,-5007028128.0,0.0,-898386284.0,-755904912.0,9295461324.0,0.0,3844288309.0
,netCashUsedProvidedByFinancingActivities,-28803000000.0,-3633000000.0,-11092000000.0,552000000.0,4573000000.0,5513000000.0,-966000000.0,-20285000000.0,5935000000.0,44809000000.0,35111000000.0,9743000000.0,42024000000.0,60546000000.0,29538000000.0,8034647040.0,24581925230.0,23517675280.0,20392298880.0,11068978800.0,8574323800.0,9027025396.0,644555544.0,-6794405986.0,0.0,-5204398088.0,-7320252240.0,7812214326.0,0.0,-1785389139.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-301000000.0,569000000.0,944000000.0,-292000000.0,-580000000.0,2753000000.0,1237000000.0,1675000000.0,-466000000.0,997000000.0,-129000000.0,-57000000.0,40000000.0,-92000000.0,14000000.0,6566400.0,-4122870.0,2941180.0,-9208950.0,10142000.0,5525880.0,5977452.0,1012656.0,0.0,0.0,-45804324.0,-28313376.0,107372394.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,10070000000.0,-6729000000.0,8034000000.0,1382000000.0,2245000000.0,-10990000000.0,14061000000.0,-824000000.0,-3735000000.0,11794000000.0,1192000000.0,-1537000000.0,2566000000.0,-889000000.0,-375000000.0,43338240.0,13742900.0,117647200.0,589372800.0,243408000.0,491803320.0,-58088572.0,-168776.0,0.0,0.0,135116.0,-155568.0,139626.0,0.0,0.0
,cashAtEndOfPeriod,30129000000.0,20059000000.0,26431000000.0,18397000000.0,17015000000.0,14770000000.0,25760000000.0,11699000000.0,12523000000.0,16258000000.0,4464000000.0,3272000000.0,4809000000.0,2243000000.0,2478000000.0,1846471680.0,1798945610.0,1786766850.0,1668661740.0,1079108800.0,836249840.0,345006268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,20059000000.0,26788000000.0,18397000000.0,17015000000.0,14770000000.0,25760000000.0,11699000000.0,12523000000.0,16258000000.0,4464000000.0,3272000000.0,4809000000.0,2243000000.0,3132000000.0,2853000000.0,1803133440.0,1785202710.0,1669119650.0,1079288940.0,835700800.0,344446520.0,403094840.0,321349504.0,407606484.0,0.0,717060612.0,1099554624.0,920833470.0,-176102906.0,-289142638.0
,operatingCashFlow,58651000000.0,7104000000.0,19802000000.0,2820000000.0,5497000000.0,-541000000.0,28371000000.0,25580000000.0,18484000000.0,-12014000000.0,468000000.0,20761000000.0,-10727000000.0,-1275000000.0,-1028000000.0,4570214400.0,5491662840.0,6092654370.0,3766460550.0,3651120000.0,2169828880.0,501186360.0,1989700264.0,4960728.0,0.0,3054297180.0,1084931232.0,2388163104.0,476705306.0,3458078088.0
,capitalExpenditure,-1275000000.0,-1186000000.0,-1192000000.0,-1030000000.0,-1228000000.0,-1307000000.0,-1179000000.0,-1042000000.0,-855000000.0,-1144000000.0,-874000000.0,-580000000.0,-508000000.0,-398000000.0,-445000000.0,-338826240.0,-284478030.0,-323529800.0,-283635660.0,-298174800.0,-418124920.0,-362019016.0,-398311360.0,-317762188.0,0.0,-135926696.0,-100185792.0,-113515938.0,0.0,-568469453.0
,freeCashFlow,57376000000.0,5918000000.0,18610000000.0,1790000000.0,4269000000.0,-1848000000.0,27192000000.0,24538000000.0,17629000000.0,-13158000000.0,-406000000.0,20181000000.0,-11235000000.0,-1673000000.0,-1473000000.0,4231388160.0,5207184810.0,5769124570.0,3482824890.0,3352945200.0,1751703960.0,139167344.0,1591388904.0,-312801460.0,0.0,2918370484.0,984745440.0,2274647166.0,476705306.0,2889608635.0
