date,,2020-12-26_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-25_FY,2003-12-27_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,1999-12-25_FY,1998-12-26_FY,1997-12-27_FY,1996-12-28_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,netCashUsedForInvestingActivites,-154718000.0,-142037000.0,-121232000.0,-137659000.0,-227469000.0,-46636000.0,-67063000.0,-43600000.0,-34200000.0,-33000000.0,-42800000.0,-3300000.0,-11400000.0,-92000000.0,-111700000.0,-55409000.0,-37300000.0,-34000000.0,-48900000.0,-68500000.0,-62700000.0,-30000000.0,-128100000.0,-12800000.0,-19400000.0,-12700000.0,-16700000.0,-14200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,77964000.0,-3136000.0,-5540000.0,-13347000.0,-107294000.0,0.0,0.0,0.0,-42774000.0,-2854000.0,-744000.0,-19207000.0,-80824000.0,-28466000.0,-3228000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,1395000.0,1093000.0,1026000.0,660000.0,536000.0,1074000.0,541000.0,2144000.0,2061000.0,2971000.0,2333000.0,2420000.0,2957000.0,3539000.0,5938000.0,4487000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,33700000.0
,commonStockRepurchased,-29212000.0,1093000.0,-23603000.0,-12317000.0,0.0,274000.0,-4325000.0,2100000.0,2100000.0,0.0,-2700000.0,-1000000.0,3000000.0,-5200000.0,5900000.0,0.0,2700000.0,-700000.0,-38800000.0,-700000.0,-7700000.0,-9500000.0,500000.0,-500000.0,-500000.0,0.0,0.0,-3200000.0
,dividendsPaid,-30669000.0,-24549000.0,-22072000.0,-19607000.0,-17680000.0,-3188000.0,-12205000.0,-8200000.0,-7900000.0,-7818000.0,-7700000.0,-5000000.0,-2300000.0,-2200000.0,-2100000.0,-3139000.0,-1800000.0,-1700000.0,-1600000.0,-1700000.0,-1600000.0,-1500000.0,-1500000.0,-1100000.0,-1000000.0,-1800000.0,-900000.0,-800000.0
,otherFinancingActivites,65743000.0,-41769000.0,54582000.0,39364000.0,127649000.0,-31162000.0,10784000.0,-14444000.0,83213000.0,-2613000.0,-1789000.0,-33313000.0,-30333000.0,29727000.0,-42210000.0,870000.0,-6000000.0,-34100000.0,63100000.0,13300000.0,3300000.0,11600000.0,60300000.0,-2800000.0,-3000000.0,-5900000.0,-26700000.0,13200000.0
,netCashUsedProvidedByFinancingActivities,85221000.0,-67268000.0,4393000.0,-5247000.0,3211000.0,-33002000.0,-5205000.0,-18400000.0,36700000.0,-10314000.0,-10600000.0,-56100000.0,-107500000.0,-2600000.0,-35700000.0,2218000.0,-5100000.0,-36500000.0,22700000.0,10900000.0,-6000000.0,600000.0,59300000.0,-4400000.0,-4500000.0,-7700000.0,-27500000.0,42900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,482000.0,-464000.0,650000.0,-1927000.0,-1221000.0,-852000.0,-100000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,267942000.0,140468000.0,-618000.0,-5673000.0,-53665000.0,87937000.0,0.0,-7600000.0,-3000000.0,-32058000.0,-24000000.0,67400000.0,-43600000.0,-7500000.0,4900000.0,20941000.0,7800000.0,-100000.0,-5400000.0,20500000.0,-1700000.0,3200000.0,-2200000.0,1800000.0,-20200000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,436608000.0,167784000.0,27721000.0,28418000.0,34091000.0,87937000.0,0.0,0.0,7700000.0,11305000.0,43400000.0,80700000.0,0.0,43600000.0,51100000.0,46215000.0,25200000.0,17400000.0,17500000.0,22900000.0,2400000.0,4100000.0,1000000.0,3100000.0,1300000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,168666000.0,27316000.0,28339000.0,34091000.0,87756000.0,0.0,0.0,7600000.0,10700000.0,43363000.0,67400000.0,13300000.0,43600000.0,51100000.0,46200000.0,25274000.0,17400000.0,17500000.0,22900000.0,2400000.0,4100000.0,900000.0,3200000.0,1300000.0,21500000.0,100000.0,1300000.0,100000.0
,operatingCashFlow,336477000.0,349291000.0,116685000.0,136583000.0,172520000.0,168796000.0,73120000.0,54400000.0,-5700000.0,11256000.0,29300000.0,126900000.0,75200000.0,87100000.0,152300000.0,74132000.0,50200000.0,70400000.0,20800000.0,78100000.0,67000000.0,32500000.0,66600000.0,19100000.0,3700000.0,41700000.0,43000000.0,-27500000.0
,capitalExpenditure,-89182000.0,-84933000.0,-95862000.0,-71116000.0,-53762000.0,-43522000.0,-45305000.0,-40023000.0,-30344000.0,-33107000.0,-26950000.0,-15604000.0,-18944000.0,-39360000.0,-43504000.0,-40233000.0,-40700000.0,-40700000.0,-33300000.0,-22700000.0,-29400000.0,-35400000.0,-28400000.0,-13600000.0,-9300000.0,-14300000.0,-18000000.0,-14500000.0
,freeCashFlow,247295000.0,264358000.0,20823000.0,65467000.0,118758000.0,125274000.0,27815000.0,14200000.0,-36100000.0,-21851000.0,-2200000.0,111300000.0,56300000.0,47700000.0,108800000.0,33899000.0,9500000.0,29700000.0,-12500000.0,55400000.0,37600000.0,-2900000.0,38200000.0,5500000.0,-5600000.0,27400000.0,25000000.0,-42000000.0
