date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,netCashUsedProvidedByFinancingActivities,-2152000000.0,-5867000000.0,-4966000000.0,-4764000000.0,-2293000000.0,-2458000000.0,-2339000000.0,-2629000000.0,-1798000000.0,-1215000000.0,19000000.0,-184940000.0,-751378000.0,-657507000.0,637600000.0,0.0,0.0,0.0,-34893000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,257000000.0,-44000000.0,-6000000.0,200000000.0,-50000000.0,-260000000.0,-220000000.0,45000000.0,7000000.0,-54000000.0,-63000000.0,21237000.0,-17636000.0,46720000.0,28272000.0,-22916000.0,11596000.0,8933000.0,1307000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,3450000000.0,632000000.0,745000000.0,-788000000.0,974000000.0,610000000.0,1538000000.0,1547000000.0,-1682000000.0,667000000.0,1012000000.0,550279000.0,-154135000.0,474215000.0,639807000.0,216277000.0,80877000.0,37695000.0,160331000.0
,cashAtEndOfPeriod,12419000000.0,8969000000.0,8337000000.0,5933000000.0,6721000000.0,5747000000.0,5137000000.0,3599000000.0,2052000000.0,3734000000.0,3067000000.0,2055439000.0,1505160000.0,1659295000.0,1185080000.0,545273000.0,328996000.0,374169000.0,336474000.0
,cashAtBeginningOfPeriod,8969000000.0,8337000000.0,7592000000.0,6721000000.0,5747000000.0,5137000000.0,3599000000.0,2052000000.0,3734000000.0,3067000000.0,2055000000.0,1505160000.0,1659295000.0,1185080000.0,545273000.0,328996000.0,248119000.0,336474000.0,176143000.0
,operatingCashFlow,7224000000.0,8183000000.0,6223000000.0,5555000000.0,4484000000.0,4043000000.0,3407000000.0,4135000000.0,2948000000.0,2684000000.0,1697000000.0,1378162000.0,413228000.0,769861000.0,650161000.0,272848000.0,343795000.0,190445000.0,305772000.0
,capitalExpenditure,-708000000.0,-728000000.0,-504000000.0,-423000000.0,-382000000.0,-342000000.0,-334000000.0,-299000000.0,-218000000.0,-177000000.0,-151000000.0,-139360000.0,-170273000.0,-156422000.0,-94468000.0,-82003000.0,-78155000.0,-143470000.0,-101365000.0
,freeCashFlow,6516000000.0,7455000000.0,5719000000.0,5132000000.0,4102000000.0,3701000000.0,3073000000.0,3836000000.0,2730000000.0,2507000000.0,1546000000.0,1238802000.0,242955000.0,613439000.0,555693000.0,190845000.0,265640000.0,46975000.0,204407000.0
