date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,otherFinancingActivites,-380158000000.0,74479000000.0,415849000000.0,-143454000000.0,35897000000.0,-220922000000.0,-6244000000.0,410395000000.0,74112000000.0,-20014000000.0,30595000000.0,60704000000.0,33504000000.0,-45116104964.56,4781335920.9,12301389031.9,37000000000.0
,netCashUsedProvidedByFinancingActivities,-1457579000000.0,-636834000000.0,-238313000000.0,-826618000000.0,-1044829000000.0,-964583000000.0,-559399000000.0,-573157000000.0,585267000000.0,-1079315000000.0,-1818288000000.0,-1205091000000.0,869415000000.0,-856591762115.6,-908420116109.22,-1413899270995.61,-936000000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-15066000000.0,-2600000000.0,2422000000.0,-6102000000.0,189000000.0,1446000000.0,969000000.0,-422000000.0,-6016000000.0,3370000000.0,-5222000000.0,-7405000000.0,37371000000.0,2784644200.66,-8886720455.58,0.0,-24000000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,98829000000.0,-235875000000.0,48964000000.0,-47507000000.0,736320000000.0,-65507000000.0,-564210000000.0,478514000000.0,-730669000000.0,991389000000.0,-175417000000.0,-57541000000.0,125478000000.0,400101124443.72,102582275923.71,7713600482.31,51000000000.0
,cashAtEndOfPeriod,1369653000000.0,1270824000000.0,1506699000000.0,1457735000000.0,1505242000000.0,768922000000.0,834429000000.0,1398639000000.0,920125000000.0,1650794000000.0,778509000000.0,953926000000.0,1011467000000.0,886348316485.8,463542090315.81,374416908292.71,358000000000.0
,cashAtBeginningOfPeriod,1270824000000.0,1506699000000.0,1457735000000.0,1505242000000.0,768922000000.0,834429000000.0,1398639000000.0,920125000000.0,1650794000000.0,659405000000.0,953926000000.0,1011467000000.0,885989000000.0,486247192042.08,360959814392.1,366703307810.4,307000000000.0
,operatingCashFlow,5821876000000.0,3986082000000.0,4332580000000.0,3855820000000.0,4243168000000.0,3778129000000.0,3677385000000.0,3558570000000.0,3999664000000.0,6306395000000.0,4021021000000.0,2933310000000.0,3296938000000.0,3654312741829.54,3438030682364.52,3339268513186.94,2431000000000.0
,capitalExpenditure,-3687776000000.0,-3516893000000.0,-3295619000000.0,-2861599000000.0,-3125842000000.0,-2606726000000.0,-3138693000000.0,-3122289000000.0,42964000000.0,-3645278000000.0,-2271327000000.0,-2283207000000.0,-2386271000000.0,-2011058993027.49,-1499544038735.16,-1598995703556.35,-1576000000000.0
,freeCashFlow,2134100000000.0,469189000000.0,1036961000000.0,994221000000.0,1117326000000.0,1171403000000.0,538692000000.0,436281000000.0,459066000000.0,2661117000000.0,1749694000000.0,650103000000.0,910667000000.0,1643253748802.05,1938486643629.36,1740272809630.59,855000000000.0
