date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-12-13_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-218000.0,-200000.0,-183000.0,-167000.0,-154000.0,-140000.0,-128000.0,-4496000.0,-107000.0,0.0,-91000.0,-113000.0,-105000.0,-1980000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,2506000.0,4253000.0,5614000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52386000.0,105373000.0,77000000.0,44331000.0,25259000.0,39303000.0,36334000.0,0.0,0.0,42200000.0,26900000.0,16700000.0,10300000.0,17500000.0
,commonStockRepurchased,-159172000.0,-277535000.0,-353509000.0,-231724000.0,-176031000.0,-271138000.0,-153821000.0,-167975000.0,-176794000.0,-176794000.0,-168103000.0,-155460000.0,-149818000.0,-245497000.0,-452944000.0,-399817000.0,-262382000.0,-89601000.0,-33330000.0,-145665000.0,-118811000.0,-126623000.0,0.0,-89200000.0,-20900000.0,-5400000.0,-3000000.0,-2100000.0
,dividendsPaid,-155935000.0,-145631000.0,-136423000.0,-121000000.0,-114164000.0,-107561000.0,-97604000.0,-89187000.0,-84129000.0,-84129000.0,-80303000.0,-76591000.0,-72149000.0,-68608000.0,-65520000.0,-54403000.0,-47781000.0,-31095000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,1822000.0,8762000.0,7174000.0,8103000.0,8475000.0,0.0,4211000.0,5814000.0,4751000.0,3688000.0,14690000.0,49929000.0,0.0,-1000.0,0.0,0.0,0.0,25366000.0,11900000.0,0.0,-100000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-315325000.0,-423366000.0,-490115000.0,-352891000.0,-288304000.0,-368548000.0,-230055000.0,-220270000.0,-209616000.0,-209616000.0,-225977000.0,-187995000.0,-192370000.0,-284917000.0,-451740000.0,-299266000.0,-232452000.0,-76436000.0,-8137000.0,-106564000.0,-83559000.0,-101805000.0,-109900000.0,-49200000.0,4500000.0,7100000.0,6000000.0,-15300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,13284000.0,-226000.0,-11872000.0,12949000.0,-5918000.0,-14280000.0,-10647000.0,-3041000.0,1764000.0,0.0,-2738000.0,552000.0,9222000.0,-22651000.0,19287000.0,8191000.0,-4337000.0,9895000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,303948000.0,-6101000.0,-18174000.0,34552000.0,35624000.0,-62542000.0,11355000.0,-11871000.0,8299000.0,8299000.0,-35801000.0,-50657000.0,11038000.0,44756000.0,-137479000.0,-10879000.0,113075000.0,60286000.0,59596000.0,-29841000.0,107576000.0,88118000.0,-15000000.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,574426000.0,270478000.0,276579000.0,294753000.0,260201000.0,224577000.0,287119000.0,275764000.0,287635000.0,287635000.0,279336000.0,315137000.0,365794000.0,354756000.0,310000000.0,447479000.0,458358000.0,436809000.0,376523000.0,316927000.0,346768000.0,239192000.0,151100000.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,270478000.0,276579000.0,294753000.0,260201000.0,224577000.0,287119000.0,275764000.0,287635000.0,279336000.0,279336000.0,315137000.0,365794000.0,354756000.0,310000000.0,447479000.0,458358000.0,345283000.0,376523000.0,316927000.0,346768000.0,239192000.0,151074000.0,166100000.0,131300000.0,80200000.0,41300000.0,2600000.0,1800000.0
,operatingCashFlow,596528000.0,519629000.0,572322000.0,452991000.0,442081000.0,438236000.0,340698000.0,309217000.0,289177000.0,289177000.0,256316000.0,175883000.0,240153000.0,447125000.0,411224000.0,376218000.0,327528000.0,161833000.0,123879000.0,165587000.0,275830000.0,267068000.0,147500000.0,155300000.0,82000000.0,54400000.0,42200000.0,25400000.0
,capitalExpenditure,-33377000.0,-59464000.0,-42484000.0,-40753000.0,-82956000.0,-75057000.0,-62830000.0,-53725000.0,-50056000.0,0.0,-56535000.0,-35673000.0,-41248000.0,-73685000.0,-103301000.0,-92404000.0,-61751000.0,-32867000.0,-36492000.0,-48300000.0,-84695000.0,-73992000.0,-52600000.0,-71400000.0,-32000000.0,-18000000.0,-8400000.0,-4700000.0
,freeCashFlow,563151000.0,460165000.0,529838000.0,412238000.0,359125000.0,363179000.0,277868000.0,255492000.0,239121000.0,289177000.0,199781000.0,140210000.0,198905000.0,373440000.0,307923000.0,283814000.0,265777000.0,128966000.0,87387000.0,117287000.0,191135000.0,193076000.0,94900000.0,83900000.0,50000000.0,36400000.0,33800000.0,20700000.0
