date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,netCashUsedProvidedByFinancingActivities,2412774000.0,525226000.0,494765000.0,452945000.0,200795000.0,55218000.0,247581000.0,222747000.0,272269000.0,165904000.0,72887000.0,415274000.0,601558000.0,279379000.0,329691000.0,312861000.0,187657000.0,161606000.0,196294000.0,168456000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1421671000.0,-244080000.0,165507000.0,368331000.0,-115289000.0,37832000.0,9212000.0,75500000.0,-184851000.0,163668000.0,85752000.0,-25023000.0,20412000.0,17734000.0,-17957000.0,32772000.0,5497000.0,-10725000.0,24590000.0,-22249000.0
,cashAtEndOfPeriod,1864287000.0,442616000.0,686696000.0,504879000.0,136548000.0,251837000.0,214005000.0,204793000.0,129293000.0,314144000.0,150476000.0,64724000.0,89747000.0,69335000.0,51601000.0,69558000.0,36786000.0,31289000.0,42014000.0,17424000.0
,cashAtBeginningOfPeriod,442616000.0,686696000.0,521189000.0,136548000.0,251837000.0,214005000.0,204793000.0,129293000.0,314144000.0,150476000.0,64724000.0,89747000.0,69335000.0,51601000.0,69558000.0,36786000.0,31289000.0,42014000.0,17424000.0,39673000.0
,operatingCashFlow,127888000.0,-16035000.0,307350000.0,124768000.0,185039000.0,81087000.0,44521000.0,115541000.0,40336000.0,5622000.0,46754000.0,-21439000.0,34988000.0,19459000.0,69205000.0,29102000.0,8593000.0,47081000.0,-13544000.0,-16713000.0
,capitalExpenditure,-45788000.0,-36717000.0,7994000.0,7595000.0,20477000.0,24227000.0,14185000.0,15591000.0,9401000.0,-27303000.0,-25723000.0,-16823000.0,-9061000.0,-13043000.0,-7953000.0,-13149000.0,-13775000.0,-13771000.0,-10353000.0,0.0
,freeCashFlow,82100000.0,-52752000.0,286503000.0,111323000.0,166984000.0,57772000.0,32595000.0,96371000.0,19727000.0,-21681000.0,21031000.0,-38262000.0,25927000.0,6416000.0,61252000.0,15953000.0,-5182000.0,33310000.0,-23897000.0,-16713000.0
