date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2000-12-31_FY
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,49300000.0,1300000.0,-44500000.0,32800000.0,-7300000.0,-86100000.0,-68200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5293000.0,0.0
,cashAtEndOfPeriod,196100000.0,146800000.0,145500000.0,190000000.0,157200000.0,164500000.0,250600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33832000.0,0.0
,cashAtBeginningOfPeriod,146800000.0,145500000.0,190000000.0,157200000.0,164500000.0,250600000.0,318800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75026000.0,39125000.0,0.0
,operatingCashFlow,97300000.0,63000000.0,29300000.0,132500000.0,118200000.0,33600000.0,62300000.0,610500000.0,-56100000.0,188110000.0,60737000.0,82534000.0,-4639781000.0,-355804000.0,-370006000.0,101953000.0,446517000.0,-196163000.0,0.0
,capitalExpenditure,-40800000.0,-54500000.0,-57800000.0,-83600000.0,-82800000.0,-109900000.0,-85800000.0,-48800000.0,-59600000.0,-44223000.0,-40191000.0,-37948000.0,-38470000.0,-70457000.0,-81033000.0,-47359000.0,-29589000.0,-27128000.0,0.0
,freeCashFlow,56500000.0,8500000.0,-28500000.0,48900000.0,35400000.0,-76300000.0,-23500000.0,561700000.0,-115700000.0,143887000.0,20546000.0,44586000.0,-4678251000.0,-426261000.0,-451039000.0,54594000.0,416928000.0,-223291000.0,0.0
