date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,netCashUsedForInvestingActivites,-2058907000.0,-4020466000.0,1061740000.0,1218165000.0,-1397159000.0,-2145842000.0,-5173311000.0,-1730668000.0,-1210976000.0,1295851000.0,3751575000.0,-2118261000.0,2015660000.0,30725000.0,-1754426000.0,-641737000.0,-10173292000.0,-2110533000.0,-3860111000.0,-2199642000.0,-136900000.0,-121500000.0,-236400000.0,-140800000.0,-43500000.0,-121500000.0,-118600000.0,-58400000.0,-65200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5537000000.0,-4373500000.0,-3300000000.0,0.0,-10489682000.0,-110615000.0,-791289000.0,-218222000.0,-637703000.0,-1173074000.0,-1873683000.0,-431887000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18000000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,629682000.0,0.0,0.0,0.0,0.0,28935000.0,1012148000.0,339153000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-75220000.0,-163249000.0,-18463000.0,-8677000.0,-7020000.0,-7283000.0,-5319000.0,-3522000.0,-3696000.0,-4054000.0,-1311000.0,-2208000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-350222000.0,-365889000.0,-356768000.0,-330810000.0,-453981000.0,-442204000.0,-440308000.0,-438539000.0,-436914000.0,-434366000.0,-347554000.0,-333509000.0,-310205000.0,-286773000.0,-261063000.0,-250731000.0,-163891000.0,-121644000.0,-83470000.0,-28508000.0,-46500000.0,-27800000.0,-11900000.0,-7000000.0,-1900000.0,-600000.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,2486000.0,3225000.0,1692000.0,589000.0,2679000.0,2349000.0,-19265000.0,6300000.0,-13045000.0,373000.0,8496000.0,22721000.0,-285790000.0,-7747000.0,10205000.0,1003000.0,-2800000.0,2500000.0,3400000.0,-400000.0,-2800000.0,-1900000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,816072000.0,2426897000.0,-418131000.0,-1953642000.0,1791109000.0,1343025000.0,2014673000.0,1580173000.0,454964000.0,-1972775000.0,-1495580000.0,1740984000.0,-2206896000.0,-322446000.0,1343180000.0,209205000.0,11714937000.0,1941183000.0,4206866000.0,2523249000.0,114500000.0,103400000.0,203200000.0,94100000.0,40600000.0,84900000.0,92400000.0,28200000.0,41000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-733085000.0,-1053214000.0,1970319000.0,20176000.0,-26476000.0,-80400000.0,-1782708000.0,425521000.0,74195000.0,-743315000.0,2467641000.0,-132527000.0,104984000.0,-1044000.0,42953000.0,-98221000.0,189426000.0,-80970000.0,-79100000.0,220491000.0,100000.0,0.0,0.0,0.0,-100000.0,0.0,0.0,-12300000.0,-10000000.0
,cashAtEndOfPeriod,741870000.0,1474955000.0,2528169000.0,557850000.0,537674000.0,564150000.0,644550000.0,2427258000.0,2001737000.0,1927542000.0,2670857000.0,203216000.0,335743000.0,230759000.0,231803000.0,188850000.0,287071000.0,97645000.0,178615000.0,257715000.0,37200000.0,0.0,0.0,0.0,0.0,0.0,0.0,-12300000.0,-10000000.0
,cashAtBeginningOfPeriod,1474955000.0,2528169000.0,557850000.0,537674000.0,564150000.0,644550000.0,2427258000.0,2001737000.0,1927542000.0,2670857000.0,203216000.0,335743000.0,230759000.0,231803000.0,188850000.0,287071000.0,97645000.0,178615000.0,257715000.0,37224000.0,46600000.0,22700000.0,21000000.0,39000000.0,12000000.0,55000000.0,19200000.0,0.0,0.0
,operatingCashFlow,509750000.0,540355000.0,1326710000.0,755653000.0,-420426000.0,722417000.0,1375930000.0,576016000.0,830207000.0,-66391000.0,211646000.0,244750000.0,296220000.0,290677000.0,454199000.0,334311000.0,-1352219000.0,88380000.0,-425855000.0,-103116000.0,13000000.0,41900000.0,34900000.0,28800000.0,30000000.0,-6400000.0,61900000.0,18000000.0,14200000.0
,capitalExpenditure,0.0,-9847000.0,-27783000.0,-84179000.0,-34802000.0,-73495000.0,-37242000.0,-38761000.0,-40746000.0,-48641000.0,-7385000.0,-22587000.0,0.0,-12077000.0,-2376000.0,-8973000.0,-85897000.0,-12280000.0,-33830000.0,-30592000.0,-600000.0,-500000.0,-700000.0,-1300000.0,-400000.0,-100000.0,-800000.0,-200000.0,-300000.0
,freeCashFlow,509750000.0,530508000.0,1298927000.0,671474000.0,-455228000.0,648922000.0,1338688000.0,537255000.0,789461000.0,-115032000.0,204261000.0,222163000.0,296220000.0,278600000.0,451823000.0,325338000.0,-1438116000.0,76100000.0,-459685000.0,-133708000.0,12400000.0,41400000.0,34200000.0,27500000.0,29600000.0,-6500000.0,61100000.0,17800000.0,13900000.0
