date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2004-01-01_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1450870000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13177000.0,-16178000.0,0.0,0.0,0.0,222000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,13866000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140722.362436,59367352.48799
,commonStockRepurchased,0.0,131469000.0,14657000.0,244411000.0,205554000.0,15184000.0,19904000.0,4700000.0,20700000.0,26500000.0,84700000.0,68500000.0,401100000.0,144100000.0,315200000.0,14200000.0,23900000.0,0.0,8100000.0,209500000.0,95500000.0,7000000.0,7000000.0,67700000.0,47400000.0,20000000.0,2900000.0,-1782378.691306,0.0
,dividendsPaid,-190255000.0,-105408000.0,-83961000.0,-76075000.0,-71375000.0,-59512000.0,-54065000.0,-126300000.0,-118100000.0,-98400000.0,-26800000.0,-27100000.0,-23800000.0,-13400000.0,-3200000.0,-2500000.0,-2500000.0,0.0,-2400000.0,-1300000.0,-1100000.0,-1100000.0,-1100000.0,-900000.0,-3800000.0,-3700000.0,-3700000.0,-3422167.087308,-2719115.381129
,otherFinancingActivites,-1597000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1283312.657741,-4758451.916978
,netCashUsedProvidedByFinancingActivities,-302822000.0,10610000.0,274099000.0,329167000.0,190386000.0,-280760000.0,229236000.0,48729000.0,-202606000.0,182545000.0,-21945000.0,559818000.0,561166000.0,130732000.0,298579000.0,11689000.0,21173000.0,0.0,5440000.0,185325000.0,48567000.0,58371000.0,17971000.0,56913000.0,39172000.0,16345000.0,-1686414.828718,92897577.390882,37161243.5421
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,210000.0,1653000.0,-6533000.0,-3668000.0,311000.0,-14346000.0,-7505000.0,-1519000.0,1376000.0,-1636000.0,-2939000.0,4585000.0,-8110000.0,26481000.0,2312000.0,20000.0,205000.0,0.0,215000.0,-74000.0,-558000.0,46000.0,207000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,80630000.0,20071000.0,-331152000.0,93004000.0,415824000.0,-53387000.0,38436000.0,-159000000.0,118600000.0,83900000.0,-64700000.0,91900000.0,-246400000.0,26200000.0,227400000.0,15000000.0,-23900000.0,0.0,-42600000.0,131800000.0,7300000.0,-8700000.0,-53700000.0,16500000.0,-6300000.0,-15700000.0,-15600000.0,85268996.592092,39502704.009185
,cashAtEndOfPeriod,402527000.0,321897000.0,301826000.0,632978000.0,539974000.0,124150000.0,177536000.0,139100000.0,298000000.0,179500000.0,95600000.0,160300000.0,68400000.0,314800000.0,288600000.0,48000000.0,86500000.0,0.0,110300000.0,153000000.0,21200000.0,13900000.0,22800000.0,81200000.0,57200000.0,75600000.0,107100000.0,130612710.498923,48037705.066618
,cashAtBeginningOfPeriod,321897000.0,301826000.0,632978000.0,539974000.0,124150000.0,177537000.0,139100000.0,298100000.0,179400000.0,95600000.0,160300000.0,68400000.0,314800000.0,288600000.0,61200000.0,33000000.0,110400000.0,0.0,152900000.0,21200000.0,13900000.0,22600000.0,76500000.0,64700000.0,63500000.0,91300000.0,122700000.0,45343713.906831,8535001.057433
,operatingCashFlow,1192054000.0,881692000.0,605650000.0,767557000.0,778617000.0,616238000.0,668324000.0,438300000.0,696000000.0,663500000.0,483500000.0,115100000.0,118100000.0,229200000.0,226300000.0,83000000.0,49500000.0,0.0,10700000.0,16400000.0,-4200000.0,1300000.0,-2900000.0,3400000.0,-2500000.0,9300000.0,31100000.0,22885742.396372,14048762.802501
,capitalExpenditure,-759342000.0,-882664000.0,-1089100000.0,-874153000.0,-516050000.0,-449758000.0,-475412000.0,-577800000.0,-445600000.0,-482800000.0,-511600000.0,-657200000.0,-908900000.0,-526800000.0,-149200000.0,-70300000.0,-53300000.0,0.0,-42000000.0,-64800000.0,-36300000.0,-68400000.0,-68900000.0,-45300000.0,-37800000.0,-39900000.0,-43700000.0,-27163451.255507,-14275355.750929
,freeCashFlow,432712000.0,-972000.0,-483450000.0,-106596000.0,262567000.0,166480000.0,192912000.0,-139500000.0,250400000.0,180700000.0,-28100000.0,-542100000.0,-790800000.0,-297600000.0,77100000.0,12700000.0,-3800000.0,0.0,-31300000.0,-48400000.0,-40500000.0,-67100000.0,-71800000.0,-41900000.0,-40300000.0,-30600000.0,-12600000.0,-4277708.859135,-226592.948428
