date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY
,EBITDARatio,0.141175655281709,0.135257369931806,0.140937105767774,0.140706737450693,0.130640895253369,0.157722402167255,0.152734061304034,0.137901964552189,0.109951771630704,0.076597265349283,0.0865472782326423,0.0824276938181485,0.0503741188928945,0.143082539997104,0.151214606830192,0.146864861544647,0.143919791142062,0.152465518189651,0.138192532857752,0.132954217585138,0.11992832217297,0.119743264023534,0.126559074759997,0.119028807756517,0.104068640457927,0.0837537900439279,0.0721640447679424,0.0636808559670089,0.0652259649373071,0.0679416896632801,0.0896162575508921,0.106866706471743,0.095122191476596
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,2197748000000.0,2442869000000.0,2467545000000.0,2399862000000.0,1994372000000.0,2853971000000.0,2750564000000.0,2292112000000.0,1320888000000.0,355627000000.0,468279000000.0,147516000000.0,-461011000000.0,2259547345240.0,2234344548480.0,1882062175500.0,1669722863060.0,1644286990600.0,1248038694380.0,1090790646530.0,804832552140.0,676222757800.0,741336183750.0,749829341700.0,663712435120.0,351673855524.0,260711426675.0,136112614671.0,181218719528.0,218553052293.0,500585875392.0,643654011450.0,468885403430.0
,operatingIncomeRatio,0.0807562325109914,0.0816194337773294,0.0816373665824105,0.0816848885498771,0.0722672048566678,0.100480904948534,0.100995497589254,0.0892153176149489,0.0598656864479787,0.0191365497407856,0.0246544536269102,0.00778408580920885,-0.0224559501246251,0.0863624930448105,0.0934813471093935,0.0892882071441734,0.0901365565068394,0.096384069617507,0.0820300081417439,0.0763846876948708,0.0601905121192115,0.054999331416728,0.0588196386726132,0.0636806608140138,0.054303903358902,0.0324722459014124,0.0314888732357622,0.0145498817762915,0.0178145499476598,0.0214988429506614,0.0507196480324034,0.0699455684876111,0.0583384824794706
,totalOtherIncomeExpensesNet,346914000000.0,-88915000000.0,-379497000000.0,68612000000.0,69823000000.0,6951000000.0,18013000000.0,53188000000.0,7055000000.0,303000000.0,33558000000.0,99137000000.0,-190955000000.0,315784230280.0,270161993760.0,301553676900.0,173181068900.0,181713937650.0,-14156786400.0,-132112331260.0,396615226650.0,181052195600.0,102536619150.0,103490822880.0,126305887504.0,143407020510.0,80075343908.0,161736476390.0,211340036369.0,282925122090.0,286974631104.0,334490049885.0,261440355420.0
,incomeBeforeTax,2932354000000.0,2554607000000.0,2285465000000.0,2620429000000.0,2193825000000.0,2983381000000.0,2892828000000.0,2441080000000.0,1403649000000.0,432873000000.0,563290000000.0,291468000000.0,-560381000000.0,2425565893840.0,2377849698240.0,2091454834050.0,1752077699540.0,1741764059850.0,1244381524560.0,976886956500.0,1220112024750.0,875667883600.0,866976292000.0,815482663365.0,738723575680.0,445075844013.0,296411828167.0,249436431847.0,336637458850.0,450491268210.0,733537373664.0,857388541665.0,645050312010.0
,incomeBeforeTaxRatio,0.107749324048315,0.0853527458343457,0.075613350117736,0.0891923997370957,0.0794944978643299,0.105037094871063,0.10621916207008,0.0950135628291722,0.0636166055842879,0.0232932136647192,0.029656694371309,0.0153801073960688,-0.0272962853094341,0.0927079125284877,0.0994853695086363,0.0992221483892943,0.0945823130669353,0.102097936285803,0.081789632846121,0.0684083653658219,0.0912477600679053,0.071220833054757,0.0687882681986545,0.06925639208479,0.0604411964278119,0.0410966354892494,0.0358007878740445,0.0266637343118138,0.0330928550900063,0.0443143709240307,0.0743224274590593,0.0931719959709765,0.080256830454289
,incomeTaxExpense,649976000000.0,683430000000.0,659944000000.0,504406000000.0,628900000000.0,878269000000.0,893469000000.0,767808000000.0,551686000000.0,262272000000.0,-312821000000.0,-92664000000.0,-56442000000.0,907169222320.0,896494814880.0,796727884050.0,656908500360.0,672018383300.0,507402819220.0,421722763670.0,533192107560.0,409165631600.0,420745499950.0,357386711265.0,353493094408.0,185433095826.0,161887323997.0,123728896637.0,160828412591.0,212590112859.0,301448805504.0,415643116545.0,298089796280.0
,netIncome,2245261000000.0,2076183000000.0,1882873000000.0,2493983000000.0,1831109000000.0,2312694000000.0,2173338000000.0,1823119000000.0,962163000000.0,283559000000.0,408183000000.0,209456000000.0,-436937000000.0,1709642062640.0,1640883596640.0,1374882318450.0,1169588804020.0,1146267782250.0,736978705340.0,555164192830.0,686919917190.0,466502252000.0,446230792050.0,458095952100.0,385230481272.0,259642748187.0,134524504170.0,125707535210.0,175809046259.0,237901155351.0,432088568160.0,441745425120.0,346960515730.0
,netIncomeRatio,0.0825020973122765,0.0693679771113871,0.0622938156463704,0.0848885158397809,0.0663512771027111,0.0814239478919181,0.0798008527486127,0.0709608172004021,0.0436074432274701,0.0152585177951827,0.0214904551448881,0.0110525195724779,-0.0212833001373141,0.06534448196224,0.0686519047243473,0.0652267384397179,0.0631378473970906,0.0671914053667569,0.0484394990889001,0.0388764275010936,0.0513722531359049,0.0379421006886408,0.0354051704588404,0.0389046564646495,0.0315189496519162,0.0239744383416963,0.016247945527119,0.0134376213410893,0.0172827566820296,0.0234020963011546,0.043779461573379,0.0480042605766002,0.0431686502073091
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1606.46,1471.22,1301.1,1684.0,1210.94,1482.72,1376.04,1150.6,607.64,180.42,260.34,133.58,-278.26,1083.210306,1021.970864,841.464467,712.513028,687.240653,414.778416570004,303.758151349382,367.743732070403,248.664196,235.798497,239.56209,200.524831,132.804112,69.983846,66.939016,91.761716,123.284402,223.315834,251.130083,200.089249
,EPSDiluted,1589.34,1459.0,1290.22,1665.56,1198.44,1470.72,1375.32,1149.84,607.56,180.4,260.32,133.58,-278.26,1082.789526,1021.39213,841.185041,712.372553,687.160586,414.775848733574,303.757985148165,367.735955781957,248.664196,235.798497,239.56209,200.524831,132.804112,69.983846,66.939016,91.761716,123.284402,223.315834,251.130083,200.089249
,weightedAverageShsOut,1397644000.0,1399459000.0,1435767000.0,1473682500.0,1504044000.0,1555653000.0,1579414843.0,1584494177.0,1583454416.0,1571660570.0,1567940269.0,1568019165.0,1570208500.0,1588722500.0,1605211500.0,1626725000.0,1648046000.0,1694537000.0,1776801000.0,1827652000.0,1867931000.0,1874702564.0,1890178500.0,1912222222.0,1921111111.0,1955080645.0,1922222222.0,1877941176.0,1915930233.0,1929693878.0,1934876543.0,1759030303.0,1734028777.0
,weightedAverageShsOutDil,1420613500.0,1423009000.0,1459337000.0,1497383000.0,1527913000.0,1572473500.0,1580241689.0,1585541467.0,1583650997.0,1571834812.0,1568004763.0,1568019165.0,1570208500.0,1589331000.0,1606117500.0,1627249500.0,1648377000.0,1694688500.0,1776812000.0,1827653000.0,1867970500.0,1874702564.0,1890178500.0,1912222222.0,1921111111.0,1955080645.0,1922222222.0,1877941176.0,1915930233.0,1929693878.0,1934876543.0,1759030303.0,1734028777.0
