date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2002-09-30_FY
,otherFinancingActivites,2954900000.0,6760800000.0,6196400000.0,66500000.0,2167000000.0,10120000000.0,7567400000.0,5001800000.0,17213300000.0,8417500000.0,2477600000.0,15813600000.0,20411500000.0,21631900000.0,22122800000.0,14809500000.0,12975700000.0,12230300000.0,-809700000.0,14271500000.0
,netCashUsedProvidedByFinancingActivities,-345700000.0,1908100000.0,-942100000.0,-13071800000.0,-2928800000.0,-997300000.0,821900000.0,2342500000.0,-2328900000.0,-7208800000.0,-10529400000.0,-5219400000.0,852700000.0,10458400000.0,11028200000.0,3208900000.0,3673500000.0,1737500000.0,-835100000.0,-2251200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,2300000.0,1900000.0,-15000000.0,15600000.0,-34600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24600000.0,36300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1326100000.0,890000000.0,69200000.0,-4781200000.0,-1095400000.0,1315100000.0,1074400000.0,-555100000.0,-929500000.0,-2084700000.0,245000000.0,2141900000.0,865300000.0,2033700000.0,931900000.0,1137300000.0,236500000.0,-62900000.0,-237800000.0,1466400000.0
,cashAtEndOfPeriod,4011700000.0,2685600000.0,1795600000.0,1594000000.0,6375200000.0,7470600000.0,6155500000.0,5081100000.0,5636200000.0,6565700000.0,8650200000.0,8405200000.0,7178400000.0,6313100000.0,4279400000.0,3347500000.0,2210200000.0,1973700000.0,-237800000.0,2274400000.0
,cashAtBeginningOfPeriod,2685600000.0,1795600000.0,1726400000.0,6375200000.0,7470600000.0,6155500000.0,5081100000.0,5636200000.0,6565700000.0,8650400000.0,8405200000.0,6263300000.0,6313100000.0,4279400000.0,3347500000.0,2210200000.0,1973700000.0,2036600000.0,0.0,808000000.0
,operatingCashFlow,480400000.0,927200000.0,982500000.0,519800000.0,2366900000.0,1157300000.0,1278300000.0,1453600000.0,908500000.0,856000000.0,586500000.0,2073700000.0,220900000.0,2329000000.0,1417100000.0,2913300000.0,1617700000.0,2187100000.0,587800000.0,1359600000.0
,capitalExpenditure,-1018600000.0,-807900000.0,-655600000.0,-793300000.0,-1866800000.0,-3016300000.0,-3101100000.0,-2071800000.0,-1776600000.0,-2136900000.0,-1286900000.0,-3102400000.0,-2611600000.0,-2865200000.0,0.0,-2359100000.0,-1489200000.0,-2096300000.0,-449100000.0,-1877200000.0
,freeCashFlow,-538200000.0,119300000.0,326900000.0,-273500000.0,500100000.0,-1859000000.0,-1822800000.0,-618200000.0,-868100000.0,-1280900000.0,-700400000.0,-1028700000.0,-2390700000.0,-536200000.0,1417100000.0,554200000.0,128500000.0,90800000.0,138700000.0,-517600000.0
