date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,netCashUsedProvidedByFinancingActivities,-625256000.0,-271949000.0,-506600000.0,-603736000.0,-199643000.0,789548000.0,-232069000.0,-866281000.0,-100689000.0,711325000.0,-784222000.0,476768000.0,373959000.0,-277253000.0,1479123000.0,-47272000.0,-67366000.0,303664000.0,-17838000.0,213831000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,81564000.0,-606000.0,-24840000.0,23844000.0,-21060000.0,-22967000.0,-29183000.0,-11218000.0,3394000.0,-5681000.0,-4845000.0,11683000.0,-8628000.0,11862000.0,7516000.0,-4482000.0,1525000.0,1370000.0,-663000.0,16000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,945502000.0,229801000.0,39125000.0,-10802000.0,222173000.0,-200481000.0,248972000.0,-597385000.0,-3885000.0,586608000.0,-234983000.0,582734000.0,-184051000.0,98398000.0,-204813000.0,192393000.0,93015000.0,84180000.0,22251000.0,43788000.0
,cashAtEndOfPeriod,2039247000.0,1093745000.0,863944000.0,751774000.0,762576000.0,540403000.0,740884000.0,491912000.0,1089297000.0,1093182000.0,506574000.0,741557000.0,158823000.0,342874000.0,244476000.0,449289000.0,256896000.0,163881000.0,79701000.0,57450000.0
,cashAtBeginningOfPeriod,1093745000.0,863944000.0,824819000.0,762576000.0,540403000.0,740884000.0,491912000.0,1089297000.0,1093182000.0,506574000.0,741557000.0,158823000.0,342874000.0,244476000.0,449289000.0,256896000.0,163881000.0,79701000.0,57450000.0,13662000.0
,operatingCashFlow,1830779000.0,1223380000.0,1131249000.0,710505000.0,450315000.0,651897000.0,661780000.0,745108000.0,291081000.0,361219000.0,616587000.0,213645000.0,-130373000.0,648210000.0,370481000.0,359656000.0,182175000.0,63941000.0,64882000.0,95391000.0
,capitalExpenditure,-266575000.0,-293514000.0,14174000.0,-178042000.0,41123000.0,1531000.0,66317000.0,110682000.0,54624000.0,-147980000.0,-68464000.0,-28200000.0,-184837000.0,-282557000.0,-55298000.0,-102579000.0,-52953000.0,-26961000.0,-14266000.0,-50732000.0
,freeCashFlow,1564204000.0,929866000.0,903446000.0,532463000.0,259110000.0,512433000.0,490538000.0,588750000.0,140849000.0,213239000.0,548123000.0,185445000.0,-315210000.0,365653000.0,315183000.0,257077000.0,129222000.0,36980000.0,50616000.0,44659000.0
