date,,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,otherFinancingActivites,-303280000.0,132303000.0,169797000.0,18958000.0,-39651000.0,-802787000.0,4644000.0,-5315000.0,12732000.0,3113000.0,4905000.0,20528000.0,-1573000.0,0.0,0.0,0.0,75000000.0,0.0,0.0,0.0,100000.0,0.0
,netCashUsedProvidedByFinancingActivities,-257293000.0,-482170000.0,697404000.0,-75523000.0,1732812000.0,-174111000.0,-178795000.0,-86343000.0,12732000.0,-122716000.0,144361000.0,-112071000.0,-41049000.0,16754000.0,22046000.0,16985000.0,-27034000.0,50618000.0,-779000.0,-53300000.0,-20100000.0,-14800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,87419000.0,-48064000.0,-60616000.0,-75426000.0,-17560000.0,9976000.0,-11534000.0,12051000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-150517000.0,-45065000.0,198898000.0,-69179000.0,-222893000.0,-28416000.0,190073000.0,155738000.0,237779000.0,-217656000.0,-313572000.0,285459000.0,97600000.0,123472000.0,10382000.0,52058000.0,43027000.0,-10864000.0,12771000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,354639000.0,505156000.0,550221000.0,351323000.0,420502000.0,643395000.0,671811000.0,481738000.0,326000000.0,88221000.0,305877000.0,619449000.0,333990000.0,236390000.0,112918000.0,102536000.0,50478000.0,7543000.0,18407000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,505156000.0,550221000.0,351323000.0,420502000.0,643395000.0,671811000.0,481738000.0,326000000.0,88221000.0,305877000.0,619449000.0,333990000.0,236390000.0,112918000.0,102536000.0,50478000.0,7451000.0,18407000.0,5636000.0,10200000.0,11900000.0,12900000.0
,operatingCashFlow,-909353000.0,654458000.0,-56214000.0,264047000.0,-112836000.0,202504000.0,413155000.0,288406000.0,247413000.0,26309000.0,446395000.0,476129000.0,164999000.0,132769000.0,90366000.0,72030000.0,105796000.0,4086000.0,22461000.0,50800000.0,40400000.0,25200000.0
,capitalExpenditure,-46168000.0,-52462000.0,-78852000.0,-117624000.0,-151317000.0,-72279000.0,-40945000.0,-24089000.0,-47839000.0,-124595000.0,-88308000.0,-80352000.0,-36869000.0,-17430000.0,-31286000.0,-23927000.0,-8917000.0,-11525000.0,-13450000.0,-12200000.0,-35000000.0,-20500000.0
,freeCashFlow,-909353000.0,654458000.0,-56214000.0,264047000.0,-112836000.0,130225000.0,372210000.0,264317000.0,247413000.0,-98286000.0,358087000.0,395777000.0,128130000.0,115339000.0,59080000.0,48103000.0,96879000.0,-7439000.0,9011000.0,38600000.0,5400000.0,4700000.0
