date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.0546876633833156,0.276127515532891,0.301414109583645,0.302609823005524,0.332790184989936,0.208103088789892,0.330260925390929,0.272641743652733,0.226108406361571,0.245718670903118,0.225955018462571,0.277559567470364,0.0972504253334065,0.304882629107981,0.265043763676149,0.302746148693905,0.314603763583355,0.253860407659049,0.172421425409473,0.163928234183192,0.199229857396503
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,5230000000.0,31243000000.0,30608000000.0,32211000000.0,38192000000.0,18265000000.0,28808000000.0,20865000000.0,17416000000.0,18251000000.0,16828000000.0,23461000000.0,3544000000.0,11562437120.0,8265570000.0,7387908360.0,6305438960.0,4743219480.0,2757519780.0,2015756400.0,2282909763.21
,incomeBeforeTaxRatio,0.0546876633833156,0.276127515532891,0.301414109583645,0.302609823005524,0.332790184989936,0.208103088789892,0.330260925390929,0.272641743652733,0.226108406361571,0.245718670903118,0.225955018462571,0.277559567470364,0.0972504253334065,0.304882629107981,0.265043763676149,0.302746148693905,0.314603763583355,0.253860407659049,0.172421425409473,0.163928234183192,0.199229857396503
,incomeTaxExpense,-9834000000.0,3430000000.0,4969000000.0,7943000000.0,14610000000.0,-7891000000.0,6947000000.0,4343000000.0,4225000000.0,3641000000.0,4937000000.0,8849000000.0,-1334000000.0,4105786880.0,2384135000.0,1940376690.0,1673305200.0,1474321870.0,-60176940.0,171850200.0,442519735.94
,netIncome,18896000000.0,27113000000.0,24907000000.0,23903000000.0,23263000000.0,25740000000.0,21555000000.0,16424000000.0,12634000000.0,13837000000.0,11067000000.0,14085000000.0,4849000000.0,7485137920.0,5881435000.0,5449866660.0,4632133760.0,3268897610.0,2828316180.0,1843906200.0,1840390027.27
,netIncomeRatio,0.197586632369241,0.239626326813791,0.24527317130815,0.224559392732329,0.202704704477924,0.293269833312445,0.247111019397441,0.214611454481308,0.164024667315807,0.18629166891055,0.148600201409869,0.166635118188486,0.133060754074968,0.197370892018779,0.18859409190372,0.223327911204669,0.231115822952558,0.174953675108091,0.17684816290394,0.149952785646837,0.160611097554459
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.94,2.78,2.56,2.453333,2.38,2.606061,2.170799,1.657901,1.274958,1.393347,1.338706,1.015413,0.676539341988083,1.033492,0.858349,0.802883,0.675738,0.478536,0.420541,0.337362,0.330916
,EPSDiluted,1.93,2.77,2.55,2.433333,2.36,2.593939,2.15978,1.652893,1.270405,1.388794,1.338706,1.015413,0.673600609001408,1.026867,0.853387,0.797917,0.673917,0.475239,0.4189,0.335295,0.330916
,weightedAverageShsOut,9759614520.0,9740145947.0,9718162444.0,9755865046.0,9784435206.0,9870933336.0,9927132308.0,9913979726.0,9922117430.0,9947045983.0,9961888136.0,9921800552.0,7167358495.0,7243501729.0,6862877323.0,6785191973.0,6857508539.0,6856547608.0,6726905217.0,5457795865.0,5562050185.0
,weightedAverageShsOutDil,9801524194.0,9785215466.0,9773764136.0,9818480737.0,9851964772.0,9927530217.0,9971818182.0,9948919167.0,9946348501.0,9971281111.0,9961888136.0,9921800552.0,7198627696.0,7288136433.0,6900666404.0,6826465524.0,6876007320.0,6897498267.0,6726905217.0,5491994014.0,5562050185.0
